
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2010-07-07;21.243,45;2770817130655;21.611,69;2497199042012;21.539,50;3468270210599;21.230,62;293552789071;21.009,14;3567929025982
2010-07-08;21.394,88;2788705433224;21.756,31;2512932909666;21.681,71;3490534660542;21.366,92;295511508495;21.158,60;3593330444466
2010-07-09;21.541,67;2807694418256;21.908,55;2529890064079;21.817,55;3512195871822;21.515,01;297514314185;21.302,97;3618295333717
2010-07-10;21.541,67;2807694418256;21.908,55;2529890064079;21.817,55;3512195871822;21.515,01;297514314185;21.302,97;3618295333717
2010-07-11;21.541,67;2807694418256;21.908,55;2529890064079;21.817,55;3512195871822;21.515,01;297514314185;21.302,97;3618295333717
2010-07-12;21.674,37;2825374652007;22.047,16;2544362947922;21.941,92;3533310615251;21.644,59;299363277833;21.440,62;3641785115014
2010-07-13;21.690,65;2828367508428;22.069,74;2547141022325;21.957,30;3536846724297;21.662,41;299661801308;21.456,05;3645738527950
2010-07-14;21.753,11;2838134220934;22.128,03;2556406929753;22.002,32;3547513921677;21.718,26;300564486264;21.512,03;3654956442340
2010-07-15;21.799,39;2845362831850;22.172,31;2569202434663;22.065,04;3563294345166;21.766,78;299492217890;21.561,95;3664271344623
2010-07-16;21.799,39;2845362831850;22.172,31;2569202434663;22.065,04;3563294345166;21.766,78;299492217890;21.561,95;3664271344623
2010-07-17;21.799,39;2845362831850;22.172,31;2569202434663;22.065,04;3563294345166;21.766,78;299492217890;21.561,95;3664271344623
2010-07-18;21.799,39;2845362831850;22.172,31;2569202434663;22.065,04;3563294345166;21.766,78;299492217890;21.561,95;3664271344623
2010-07-19;21.599,22;2826292852640;21.989,29;2549763202847;21.877,22;3541819371016;21.597,83;297750976032;21.383,26;3647752547784
2010-07-20;21.612,16;2828366372781;21.980,78;2549996395332;21.883,62;3546405494018;21.601,13;297854148748;21.383,42;3648810812238
