
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-05-12;10.891,66;403116987914;10.684,03;806438591682;10.838,92;52503071706;10.768,86;73558234662;10.807,20;1048743437069;10.735,52;378183500509;10.971,65;404649934517
2003-05-13;10.942,33;404983095170;10.716,73;809002152341;10.860,76;52630055738;10.815,58;73876516002;10.853,21;1053171709368;10.781,80;379874700959;11.016,70;406321225385
2003-05-14;10.977,08;406286989099;10.742,40;810936829184;10.901,50;52835155250;10.845,32;74083419168;10.878,99;1056866901968;10.817,46;381122255340;11.037,20;409729201404
2003-05-15;10.990,56;406794494559;10.772,25;817292438858;10.927,10;51331286544;10.878,74;74448679252;10.907,69;1059668940900;10.848,16;382332230725;11.067,40;410914610598
2003-05-16;11.021,99;406765568532;10.800,11;818020472879;10.959,57;51593507810;10.906,21;74925613110;10.933,21;1062148468623;10.872,22;384034539534;11.091,34;413013314037
2003-05-17;11.021,99;406765568532;10.800,11;818020472879;10.959,57;51593507810;10.906,21;74925613110;10.933,21;1062148468623;10.872,22;384034539534;11.091,34;413013314037
2003-05-18;11.021,99;406765568532;10.800,11;818020472879;10.959,57;51593507810;10.906,21;74925613110;10.933,21;1062148468623;10.872,22;384034539534;11.091,34;413013314037
2003-05-19;11.045,18;407632938814;10.811,94;818974892659;10.989,68;50355248224;10.915,19;75150285407;10.944,90;1063835026677;10.880,46;384873541309;11.101,84;414757650231
2003-05-20;11.018,79;406663150740;10.787,81;817064097000;10.949,78;50194860306;10.883,14;74928800881;10.918,62;1061266165700;10.848,79;383776940959;11.074,64;413897830173
2003-05-21;11.018,79;406663150740;10.787,81;817064097000;10.949,78;50194860306;10.883,14;74928800881;10.918,62;1061266165700;10.848,79;383776940959;11.074,64;413897830173
2003-05-22;10.974,52;406927225200;10.744,57;815269407349;10.903,55;48597087823;10.831,10;74569428118;10.865,00;1057428147794;10.795,69;382980414554;11.020,75;413137455306
2003-05-23;10.962,06;407944181373;10.722,29;813505435702;10.892,91;48696588376;10.818,99;74485955783;10.846,31;1055583455816;10.776,04;382278065527;11.000,76;412584882258
2003-05-24;10.962,06;407944181373;10.722,29;813505435702;10.892,91;48696588376;10.818,99;74485955783;10.846,31;1055583455816;10.776,04;382278065527;11.000,76;412584882258
2003-05-25;10.962,06;407944181373;10.722,29;813505435702;10.892,91;48696588376;10.818,99;74485955783;10.846,31;1055583455816;10.776,04;382278065527;11.000,76;412584882258
2003-05-26;11.012,81;411404741975;10.771,78;817239608997;10.950,25;47595352189;10.862,20;74794334645;10.897,79;1060566313870;10.828,13;385950557656;11.054,26;415490089488
