
Valores Confirmados

Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2000-10-26;10.000,00;0;10.909,21;1180001675;9.607,62;488464650;18.672,42;41856107;10.778,39;23266011;10.648,88;1865285121;10.718,34;682368448;10.804,27;314312689
2000-10-27;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-28;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-29;10.000,00;0;10.913,12;1180642731;9.614,25;488802000;18.714,18;41949716;10.783,18;23305372;10.650,09;1865496260;10.721,60;682576309;10.805,74;314355560
2000-10-30;10.000,00;0;10.921,82;1181767236;9.617,94;484173682;18.750,60;42031341;10.792,28;23325024;10.659,30;1873373881;10.733,35;683435273;10.795,40;314054719
2000-10-31;10.000,00;0;10.932,20;1183305461;9.621,65;481029343;18.748,89;42027513;10.799,29;23340173;10.662,47;1873930461;10.735,96;683607922;10.798,35;314140402
2000-11-01;10.000,00;0;10.932,20;1183305461;9.621,65;481029343;18.748,89;42027513;10.799,29;23340173;10.662,47;1873930461;10.735,96;683607922;10.798,35;314140402
2000-11-02;10.000,00;0;10.941,57;1184319435;9.626,92;481293035;18.849,97;42254095;10.808,52;23360123;10.696,26;1879868742;10.745,15;684193094;10.843,48;315453465
2000-11-03;10.000,00;0;10.944,39;1184625176;9.643,02;481125006;18.872,49;42304572;10.819,79;23384485;10.700,81;1880669263;10.754,17;684767181;10.852,82;315725187
2000-11-04;10.000,00;0;10.944,39;1184625176;9.643,02;481125006;18.872,49;42304572;10.819,79;23384485;10.700,81;1880669263;10.754,17;684767181;10.852,82;315725187
2000-11-05;10.000,00;0;10.944,39;1184625176;9.643,02;481125006;18.872,49;42304572;10.819,79;23384485;10.700,81;1880669263;10.754,17;684767181;10.852,82;315725187
2000-11-06;10.000,00;0;10.963,84;1186730307;9.649,31;486897489;18.881,02;42323685;10.830,49;23407622;10.709,60;1882214295;10.764,82;685442612;10.861,52;315978124
2000-11-07;10.000,00;0;10.956,32;1185916474;9.637,87;486319864;18.811,86;42168663;10.820,56;23386149;10.714,76;1883121028;10.763,70;685371315;10.852,73;315722659
2000-11-08;10.000,00;0;10.951,58;1185403352;9.636,01;486226450;18.807,78;42159521;10.826,36;23398677;10.709,86;1871072789;10.765,47;679740045;10.845,89;315523495
2000-11-09;10.000,00;0;10.965,48;1186907807;9.650,33;486948631;18.831,32;42212285;10.831,04;23408803;10.760,82;1879977092;10.774,07;680283172;10.907,55;317317422
2000-11-10;10.000,00;0;10.972,35;1187650976;9.665,77;487727979;18.876,43;42313410;10.844,35;23150405;10.744,86;1877188100;10.781,14;680661630;10.884,75;315975704
2000-11-11;10.000,00;0;10.972,35;1187650976;9.665,77;487727979;18.876,43;42313410;10.844,35;23150405;10.744,86;1877188100;10.781,14;680661630;10.884,75;315975704
2000-11-12;10.000,00;0;10.972,35;1187650976;9.665,77;487727979;18.876,43;42313410;10.844,35;23150405;10.744,86;1877188100;10.781,14;680661630;10.884,75;315975704
2000-11-13;10.000,00;0;10.976,72;1179160750;9.657,94;487333025;18.826,98;42202566;10.845,26;23152344;10.743,44;1877470373;10.786,81;678251798;10.884,86;315978662
2000-11-14;10.000,00;0;10.977,86;1179282903;9.657,55;484928128;18.823,23;42194145;10.847,94;23158081;10.745,26;1877789033;10.790,62;678491731;10.887,29;316049419
2000-11-15;10.000,00;0;10.989,57;1335765203;9.667,22;485033143;18.829,99;42209296;10.850,23;49299112;10.754,30;2091200408;10.792,16;680911496;10.896,77;316324455
2000-11-16;10.000,00;0;10.996,61;1336621442;9.672,88;485317219;18.837,29;42225678;10.853,99;49316200;10.757,79;2091879398;10.800,46;681538296;10.896,31;316311148
2000-11-17;10.000,00;0;11.005,28;1337675300;9.677,53;485550783;18.869,93;42298839;10.862,40;49354384;10.741,51;2088712546;10.808,87;682069373;10.888,16;316074609
2000-11-18;10.000,00;0;11.005,28;1337675300;9.677,53;485550783;18.869,93;42298839;10.862,40;49354384;10.741,51;2088712546;10.808,87;682069373;10.888,16;316074609
2000-11-19;10.000,00;0;11.005,28;1337675300;9.677,53;485550783;18.869,93;42298839;10.862,40;49354384;10.741,51;2088712546;10.808,87;682069373;10.888,16;316074609
2000-11-20;10.000,00;0;11.025,24;1340101342;9.697,48;486551566;18.949,47;42477126;10.885,77;49460590;10.763,61;2093010496;10.828,55;683488609;10.913,68;316815357
2000-11-21;10.000,00;0;11.020,40;1339512604;9.685,89;485970189;18.882,25;42326460;10.872,42;49399915;10.775,50;2095323123;10.820,80;683037190;10.918,39;316952121
2000-11-22;10.000,00;0;11.031,31;1340839375;9.691,77;490272529;18.903,48;42374036;10.885,91;49461201;10.791,79;2098222793;10.825,05;683421736;10.947,37;317951760
2000-11-23;10.000,00;0;11.036,12;1341424077;9.700,27;490702739;18.939,41;42454579;10.885,84;49460911;10.795,54;2098950459;10.832,12;683123262;10.944,48;317698570
2000-11-24;10.000,00;0;10.937,35;1329498423;9.709,89;492289662;19.005,71;42603202;10.888,96;49475063;10.789,41;2097759902;10.764,33;678848263;10.861,45;315390363
2000-11-25;10.000,00;0;10.937,35;1329498423;9.709,89;492289662;19.005,71;42603202;10.888,96;49475063;10.789,41;2097759902;10.764,33;678848263;10.861,45;315390363
2000-11-26;10.000,00;0;10.937,35;1329498423;9.709,89;492289662;19.005,71;42603202;10.888,96;49475063;10.789,41;2097759902;10.764,33;678848263;10.861,45;315390363
2000-11-27;10.000,00;0;10.950,19;1331422014;9.724,48;493029459;19.039,45;42732322;10.910,26;49571851;10.808,99;2101566582;10.778,36;679750212;10.881,20;315963965
2000-11-28;10.000,00;0;10.951,23;1331784704;9.720,40;492822609;19.000,48;42644861;10.909,88;49570124;10.812,31;2102211153;10.780,40;679878437;10.884,56;316061320
2000-11-29;10.000,00;0;10.952,94;1343621052;9.719,43;492165343;18.969,48;42575282;10.903,68;49551126;10.808,65;2105777562;10.778,75;679830237;10.876,84;315896913
2000-11-30;10.000,00;0;10.956,06;1344004471;9.723,65;492378932;18.958,83;42551382;10.906,89;49594720;10.813,72;2106764851;10.780,75;679890524;10.883,81;316099405
2000-12-01;10.000,00;0;10.957,02;1344122031;9.731,25;492763567;18.972,39;42581817;10.911,03;49613550;10.820,52;2108090435;10.785,94;680217518;10.891,53;316323752
2000-12-02;10.000,00;0;10.957,02;1344122031;9.731,25;492763567;18.972,39;42581817;10.911,03;49613550;10.820,52;2108090435;10.785,94;680217518;10.891,53;316323752
2000-12-03;10.000,00;0;10.957,02;1344122031;9.731,25;492763567;18.972,39;42581817;10.911,03;49613550;10.820,52;2108090435;10.785,94;680217518;10.891,53;316323752
2000-12-04;10.000,00;0;10.974,57;1346275057;9.769,53;494702118;19.107,43;42884897;10.940,39;49747064;10.828,12;2108990248;10.814,25;682003157;10.899,91;316567176
2000-12-05;10.000,00;0;10.976,21;1346048209;9.761,36;493522699;19.070,26;42801491;10.947,77;49780603;10.836,72;2110663933;10.814,82;682038639;10.919,40;317133138
2000-12-06;10.000,00;0;10.958,73;1342923811;9.749,96;492946328;19.018,70;42685750;10.935,67;49725579;10.840,97;2108655486;10.811,46;681826941;10.920,31;317159475
2000-12-07;10.000,00;0;10.982,66;1345855376;9.752,90;493094855;19.044,85;42744459;10.961,08;49841146;10.863,32;2113002124;10.825,72;676794167;10.954,76;318017773
2000-12-08;10.000,00;0;10.982,66;1345855376;9.752,90;493094855;19.044,85;42744459;10.961,08;49841146;10.863,32;2113002124;10.825,72;676794167;10.954,76;318017773
2000-12-09;10.000,00;0;10.982,66;1345855376;9.752,90;493094855;19.044,85;42744459;10.961,08;49841146;10.863,32;2113002124;10.825,72;676794167;10.954,76;318017773
2000-12-10;10.000,00;0;10.982,66;1345855376;9.752,90;493094855;19.044,85;42744459;10.961,08;49841146;10.863,32;2113002124;10.825,72;676794167;10.954,76;318017773
2000-12-11;10.000,00;0;10.990,22;1346781701;9.791,22;495032169;19.176,58;43040114;10.978,55;49625468;10.875,90;2102978501;10.847,00;677853423;10.968,77;317747783
2000-12-12;10.000,00;0;10.995,35;1338283254;9.772,67;491299396;19.101,30;42871153;10.965,64;49567100;10.878,28;2102435282;10.840,72;677460967;10.974,61;270570549
2000-12-13;10.000,00;0;11.013,59;1340502680;9.768,47;487429519;19.059,81;42778030;10.969,45;49584322;10.869,66;2101652428;10.846,11;677797910;10.954,08;270064530
2000-12-14;10.000,00;0;11.010,95;1340181142;9.787,59;488099680;19.126,80;42928385;10.979,82;49713226;10.881,70;2103981001;10.851,03;678105415;10.981,65;270744233
2000-12-15;10.000,00;0;11.024,07;1596511164;9.801,85;553998083;19.164,98;43014075;10.993,13;49773490;10.885,72;2152073935;10.859,00;788508796;10.983,89;402365645
2000-12-16;10.000,00;0;11.024,07;1596511164;9.801,85;553998083;19.164,98;43014075;10.993,13;49773490;10.885,72;2152073935;10.859,00;788508796;10.983,89;402365645
2000-12-17;10.000,00;0;11.024,07;1596511164;9.801,85;553998083;19.164,98;43014075;10.993,13;49773490;10.885,72;2152073935;10.859,00;788508796;10.983,89;402365645
2000-12-18;10.000,00;0;11.020,86;1596046310;9.806,79;554277270;19.162,99;43009615;10.985,10;49737112;10.873,32;2149436397;10.864,20;788990073;10.959,27;401463663
2000-12-19;10.000,00;0;11.058,54;1601539706;9.828,44;556273079;19.254,09;43214073;10.987,58;49748341;10.876,02;2149971170;10.872,94;789643604;10.961,49;401544939
2000-12-20;10.000,00;0;11.056,88;1601469410;9.813,03;555401027;19.170,80;43027140;10.990,14;49759969;10.880,56;2150868331;10.871,31;789702254;10.966,02;392646197
2000-12-21;10.000,00;0;11.054,46;1601118718;9.826,00;556134844;19.211,31;43118066;10.989,64;49757699;10.882,05;2151162768;10.871,35;789761133;10.968,41;392764099
2000-12-22;10.000,00;0;11.060,52;1601996811;9.843,53;557618799;19.269,46;43248558;11.013,61;49866217;10.904,20;2155541425;10.883,19;790621191;11.014,35;394408964
2000-12-23;10.000,00;0;11.060,52;1601996811;9.843,53;557618799;19.269,46;43248558;11.013,61;49866217;10.904,20;2155541425;10.883,19;790621191;11.014,35;394408964
2000-12-24;10.000,00;0;11.060,52;1601996811;9.843,53;557618799;19.269,46;43248558;11.013,61;49866217;10.904,20;2155541425;10.883,19;790621191;11.014,35;394408964
2000-12-25;10.000,00;0;11.060,52;1601996811;9.843,53;557618799;19.269,46;43248558;11.013,61;49866217;10.904,20;2155541425;10.883,19;790621191;11.014,35;394408964
2000-12-26;10.000,00;0;11.078,52;1604897797;9.867,58;558981676;19.352,79;43435604;11.028,26;49932565;10.905,56;2155770196;10.897,95;791766512;11.012,99;394549876
2000-12-27;10.000,00;0;11.081,20;1605753909;9.843,75;557631362;19.281,84;43329772;11.019,54;49901747;10.907,39;2156132639;10.894,48;791609005;11.014,46;394679995
2000-12-28;10.000,00;0;11.083,86;1606500192;9.850,88;558085551;19.272,40;43308547;11.030,65;49981202;10.911,46;2163618851;10.902,42;792289775;11.020,12;395026805
2000-12-29;10.000,00;0;11.088,52;1607358590;9.857,12;558439434;19.294,36;43357896;11.025,05;49955824;10.912,81;2163885750;10.908,90;792796741;11.021,63;395080698
2000-12-30;10.000,00;0;11.088,52;1607358590;9.857,12;558439434;19.294,36;43357896;11.025,05;49955824;10.912,81;2163885750;10.908,90;792796741;11.021,63;395080698
2000-12-31;10.000,00;0;11.088,52;1607358590;9.857,12;558439434;19.294,36;43357896;11.025,05;49955824;10.912,81;2163885750;10.908,90;792796741;11.021,63;395080698
