
Valores Confirmados

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2007-01-01;18.739,28;1391681711634;18.632,52;2011931466603;17.851,40;2735277695295;17.905,61;291938547274;18.081,74;3215322116918;18.063,30;1091122590176
2007-01-02;18.754,49;1392811551846;18.644,83;2013250369123;17.867,45;2737485424521;17.924,02;292238719835;18.100,80;3218390141832;18.076,43;1091753139873
2007-01-03;18.810,61;1396928845578;18.693,82;2024586392369;17.918,92;2742765307262;17.983,97;290584992911;18.157,05;3210689153903;18.130,93;1092287676722
2007-01-04;18.851,83;1399941421410;18.731,61;2028434083234;17.970,29;2749725753043;18.028,27;292813126769;18.197,55;3217176895754;18.171,35;1094708334007
2007-01-05;18.884,29;1402409429561;18.769,89;2033055890446;17.997,42;2754108398874;18.060,90;293692382354;18.230,24;3223078065910;18.206,24;1096820399135
2007-01-06;18.884,29;1402409429561;18.769,89;2033055890446;17.997,42;2754108398874;18.060,90;293692382354;18.230,24;3223078065910;18.206,24;1096820399135
2007-01-07;18.884,29;1402409429561;18.769,89;2033055890446;17.997,42;2754108398874;18.060,90;293692382354;18.230,24;3223078065910;18.206,24;1096820399135
2007-01-08;18.844,58;1399322841599;18.746,63;2031084460001;17.957,92;2748297869098;18.014,67;292940478370;18.188,19;3216751267353;18.166,27;1095082919506
2007-01-09;18.778,69;1394746125790;18.682,58;2024243727496;17.889,70;2737647799806;17.937,25;291445620778;18.119,94;3204799011358;18.089,98;1090508383414
2007-01-10;18.756,52;1392698939832;18.659,16;2021760588438;17.874,28;2735251899735;17.919,00;291141809986;18.103,30;3201769752314;18.076,09;1089842181045
2007-01-11;18.688,25;1387620964596;18.606,68;2016125797722;17.809,73;2726103664696;17.845,77;289943032635;18.034,19;3189759754645;18.009,46;1085877280316
2007-01-12;18.571,33;1379535375813;18.511,62;2006584744209;17.708,69;2712149310257;17.730,80;288099623746;17.920,91;3170237919431;17.897,65;1079208501667
2007-01-13;18.571,33;1379535375813;18.511,62;2006584744209;17.708,69;2712149310257;17.730,80;288099623746;17.920,91;3170237919431;17.897,65;1079208501667
2007-01-14;18.571,33;1379535375813;18.511,62;2006584744209;17.708,69;2712149310257;17.730,80;288099623746;17.920,91;3170237919431;17.897,65;1079208501667
2007-01-15;18.716,19;1392692455425;18.618,03;2021700393332;17.840,28;2730967155395;17.877,68;288741469218;18.057,28;3191144499243;18.041,67;1086380562619
2007-01-16;18.826,25;1401996124795;18.713,98;2034090343926;17.941,89;2751269460350;17.985,85;291094142649;18.161,04;3214740606047;18.145,00;1092982206337
2007-01-17;18.907,12;1408574082483;18.804,55;2045725149157;18.032,91;2765272429905;18.077,65;293145670022;18.248,44;3230490426192;18.225,29;1099475579784
2007-01-18;18.910,88;1408528286411;18.810,40;2048190687747;18.035,12;2766520723020;18.079,80;293502120939;18.254,14;3235792347054;18.225,13;1100684495212
2007-01-19;18.919,19;1409647683149;18.814,41;2050149166331;18.041,63;2771753154007;18.082,39;293580481272;18.257,41;3237982903430;18.227,58;1100921008860
2007-01-20;18.919,19;1409647683149;18.814,41;2050149166331;18.041,63;2771753154007;18.082,39;293580481272;18.257,41;3237982903430;18.227,58;1100921008860
2007-01-21;18.919,19;1409647683149;18.814,41;2050149166331;18.041,63;2771753154007;18.082,39;293580481272;18.257,41;3237982903430;18.227,58;1100921008860
2007-01-22;18.970,22;1413207676697;18.848,73;2055365087410;18.095,05;2780052750352;18.139,17;294503062826;18.306,98;3249962082021;18.281,10;1104944530393
2007-01-23;18.998,84;1415521281027;18.884,99;2059272759219;18.122,30;2785214256076;18.171,64;295050862973;18.335,88;3255958455496;18.306,71;1106691658872
2007-01-24;19.066,36;1420540247186;18.932,59;2064894801266;18.186,24;2795236450957;18.239,65;296229268744;18.398,41;3267143153925;18.373,57;1110929394606
2007-01-25;19.116,33;1426207310151;18.979,54;2071394240217;18.927,25;3001069474229;18.289,44;297038654279;18.444,05;3275612841050;18.416,16;1113771500860
2007-01-26;19.214,21;1433668447004;19.065,73;2081050703066;18.325,88;2818760365382;18.395,75;298863677900;18.532,25;3291697689985;18.518,94;1120295197125
2007-01-27;19.214,21;1433668447004;19.065,73;2081050703066;18.325,88;2818760365382;18.395,75;298863677900;18.532,25;3291697689985;18.518,94;1120295197125
2007-01-28;19.214,21;1433668447004;19.065,73;2081050703066;18.325,88;2818760365382;18.395,75;298863677900;18.532,25;3291697689985;18.518,94;1120295197125
2007-01-29;19.139,88;1428244846329;19.017,63;2076942539706;18.259,51;2811086800303;18.321,77;297779457606;18.466,54;3280034267385;18.451,33;1117029845381
2007-01-30;19.092,48;1425069072195;18.981,00;2074510283957;18.214,58;2804350028622;18.275,18;297113209585;18.422,54;3271675983019;18.410,94;1114553754399
2007-01-31;19.062,55;1419721364263;18.951,38;2067712045321;18.183,55;2793276816010;18.245,64;295517255564;18.389,96;3268292870637;18.381,41;1112672888637
2007-02-01;19.106,30;1424481740270;18.995,17;2073203579742;18.223,76;2798415295681;18.295,55;294897199322;18.434,10;3274213937549;18.432,49;1110407860233
2007-02-02;19.191,92;1431272594407;19.066,37;2081015462207;18.301,71;2807938708724;18.375,54;296187506431;18.514,24;3277572351532;18.510,02;1115083976155
2007-02-03;19.191,92;1431272594407;19.066,37;2081015462207;18.301,71;2807938708724;18.375,54;296187506431;18.514,24;3277572351532;18.510,02;1115083976155
2007-02-04;19.191,92;1431272594407;19.066,37;2081015462207;18.301,71;2807938708724;18.375,54;296187506431;18.514,24;3277572351532;18.510,02;1115083976155
2007-02-05;19.365,47;1443777028928;19.239,15;2099906742020;18.469,56;2833445828868;18.562,05;299767718576;18.686,09;3311473603681;18.682,28;1125462693741
2007-02-06;19.408,05;1446828437256;19.293,14;2106390298853;18.513,21;2841077037088;18.606,83;301350840486;18.727,41;3317746831635;18.732,76;1128728601862
2007-02-07;19.441,08;1449361164991;19.320,89;2109551067420;18.552,85;2848298954608;18.647,53;302005754166;18.760,19;3322071346362;18.769,40;1130915496622
2007-02-08;19.532,02;1456150828446;19.401,69;2118207770778;18.642,46;2861904973174;18.732,12;303375692131;18.844,27;3336917140315;18.850,14;1135783505911
2007-02-09;19.572,10;1460153620420;19.440,75;2123013246791;18.674,85;2867617403088;18.768,36;304093735313;18.882,41;3343986005177;18.887,70;1138028739454
2007-02-10;19.572,10;1460153620420;19.440,75;2123013246791;18.674,85;2867617403088;18.768,36;304093735313;18.882,41;3343986005177;18.887,70;1138028739454
2007-02-11;19.572,10;1460153620420;19.440,75;2123013246791;18.674,85;2867617403088;18.768,36;304093735313;18.882,41;3343986005177;18.887,70;1138028739454
2007-02-12;19.553,83;1458727301987;19.410,12;2120041943719;18.651,72;2864044496000;18.740,22;303636447541;18.855,05;3339553688090;18.859,73;1137379294687
2007-02-13;19.578,88;1461191549050;19.419,24;2121570992718;18.674,78;2869911723283;18.768,80;304093915298;18.887,90;3345847072588;18.884,00;1139101645603
2007-02-14;19.521,41;1457671896862;19.363,43;2116513118799;18.619,24;2862379739303;18.708,16;303144186764;18.833,99;3337549532874;18.830,95;1136072467123
2007-02-15;19.595,41;1465422752371;19.438,33;2126971095040;18.691,99;2873060155634;18.790,25;302000180069;18.902,97;3350031951164;18.897,59;1138596246577
