
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2020-03-20;39.129,65;9230320689373;45.049,72;8496958036551;45.094,25;15129056002573;42.943,26;2074348934127;78.004,89;1747590897343;38.397,02;13549841226351;44.075,73;20521309943
2020-03-21;39.129,65;9230320689373;45.049,72;8496958036551;45.094,25;15129056002573;42.943,26;2074348934127;78.004,89;1747590897343;38.397,02;13549841226351;44.075,73;20521309943
2020-03-22;39.129,65;9230320689373;45.049,72;8496958036551;45.094,25;15129056002573;42.943,26;2074348934127;78.004,89;1747590897343;38.397,02;13549841226351;44.075,73;20521309943
2020-03-23;39.030,82;9119073289592;44.863,94;8324073108490;44.996,21;14813073473632;42.766,62;2053319257018;77.787,12;1739542741569;38.270,09;13475448414237;43.856,81;19890928603
2020-03-24;38.302,41;8900673830758;44.060,21;8125159081109;44.204,43;14379791640120;41.968,99;2007186483521;76.411,63;1706106454392;37.518,86;13189689798568;43.093,79;19117950738
2020-03-25;38.650,04;8900515895551;44.405,65;8124749128994;44.491,33;14349989152031;42.376,58;2011236169014;76.984,81;1715304711666;37.867,32;13269878260243;43.374,92;19041990419
2020-03-26;39.333,16;8942728559502;45.130,77;8176582443370;45.273,74;14489271067454;43.123,01;2032092275429;78.351,63;1740883258886;38.590,38;13483446378916;44.289,66;18632804188
2020-03-27;39.946,94;8946300472597;45.889,39;8195543844161;45.928,22;14509103721322;43.862,99;2047290412228;79.636,81;1762765580975;39.271,74;13649547152965;45.091,98;18640050749
2020-03-28;39.946,94;8946300472597;45.889,39;8195543844161;45.928,22;14509103721322;43.862,99;2047290412228;79.636,81;1762765580975;39.271,74;13649547152965;45.091,98;18640050749
2020-03-29;39.946,94;8946300472597;45.889,39;8195543844161;45.928,22;14509103721322;43.862,99;2047290412228;79.636,81;1762765580975;39.271,74;13649547152965;45.091,98;18640050749
2020-03-30;39.712,31;8861322052666;45.661,19;8151752195397;45.670,49;14453953847809;43.583,49;2032767750695;79.212,87;1752978616650;39.015,55;13542224689030;44.868,55;18169664711
2020-03-31;39.941,42;8856981462720;45.913,47;8168295235461;45.944,75;14519832276974;43.870,72;2040706485786;79.649,84;1759771357082;39.242,63;13560881775179;44.791,62;18148751607

Valores Provisorios - Sujetos a Confirmacion

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2020-04-01;40.237,44;8905871783077;46.258,82;8206458945203;46.291,18;14586859145955;44.225,32;2051554503121;80.241,77;1777487162858;39.567,20;13653970749134;45.194,19;18658012221
2020-04-02;40.290,55;8896691548394;46.315,70;8199301164902;46.374,83;14590306557983;44.211,21;2047055352051;80.273,30;1776511732351;39.596,47;13648326208168;45.180,85;18548272217
2020-04-03;40.454,44;8902183284616;46.501,94;8200538713706;46.546,55;14598696295352;44.437,79;2051498993405;80.612,05;1781076193047;39.761,59;13687719717512;45.386,00;18601709262
2020-04-04;40.454,44;8902183284616;46.501,94;8200538713706;46.546,55;14598696295352;44.437,79;2051498993405;80.612,05;1781076193047;39.761,59;13687719717512;45.386,00;18601709262
2020-04-05;40.454,44;8902183284616;46.501,94;8200538713706;46.546,55;14598696295352;44.437,79;2051498993405;80.612,05;1781076193047;39.761,59;13687719717512;45.386,00;18601709262
2020-04-06;40.355,24;8870012797039;46.379,21;8163079710055;46.446,66;14549709892262;44.294,39;2042987473236;80.358,45;1773694272722;39.672,75;13648780494876;45.224,99;18530231341
2020-04-07;40.680,41;9045242651948;46.787,81;8348387105148;46.810,58;14824096236500;44.708,27;2097666262635;81.070,79;1803711230980;40.034,55;13864685548730;45.699,42;19194620899
2020-04-08;40.902,36;9204669951230;46.998,19;8513252621004;47.061,94;15087292510690;44.922,31;2137223488008;81.496,94;1818493836700;40.262,63;13983927865713;45.921,52;19752978515
2020-04-09;41.289,13;9348232446960;47.480,23;8679908233846;47.536,39;15413465916366;45.422,91;2183155528576;82.313,04;1838750283143;40.642,55;14125579876128;46.453,75;20426869250
2020-04-10;41.289,13;9348232446960;47.480,23;8679908233846;47.536,39;15413465916366;45.422,91;2183155528576;82.313,04;1838750283143;40.642,55;14125579876128;46.453,75;20426869250
2020-04-11;41.289,13;9348232446960;47.480,23;8679908233846;47.536,39;15413465916366;45.422,91;2183155528576;82.313,04;1838750283143;40.642,55;14125579876128;46.453,75;20426869250
2020-04-12;41.289,13;9348232446960;47.480,23;8679908233846;47.536,39;15413465916366;45.422,91;2183155528576;82.313,04;1838750283143;40.642,55;14125579876128;46.453,75;20426869250
2020-04-13;41.579,47;9429793445446;47.828,33;8749742958553;47.839,36;15678148454741;45.699,25;2213684382394;82.883,01;1852503951065;40.973,73;14246889725269;46.768,32;21012938851
2020-04-14;41.818,03;9497950322945;48.093,78;8809908749210;48.119,60;15787619216333;45.954,58;2232553432917;83.381,30;1865697176796;41.212,21;14342772067777;46.958,09;22126686251
2020-04-15;42.213,28;9602463448196;48.564,41;8903846507793;48.566,95;15960466248449;46.384,30;2258560756185;84.164,97;1892703481715;41.592,28;14483814959745;47.265,98;26425047285
2020-04-16;42.287,85;9625011965633;48.561,31;8904583227353;48.616,41;15984558100057;46.348,80;2256357918760;84.248,07;1895403902305;41.609,88;14491863005365;47.218,49;26611940808
