
Valores Confirmados

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
2008-02-14;21.223,55;2352923917467;21.645,18;3829302574212;20.335,03;5303917583642;38.381,61;806515688374;19.048,91;7220453477741;19.129,05;2562799980461
2008-02-15;21.307,33;2363610841120;21.718,76;3850541465567;20.415,56;5328145871512;38.507,88;807104147615;19.109,28;7240790814014;19.192,88;2570643679127
2008-02-16;21.307,33;2363610841120;21.718,76;3850541465567;20.415,56;5328145871512;38.507,88;807104147615;19.109,28;7240790814014;19.192,88;2570643679127
2008-02-17;21.307,33;2363610841120;21.718,76;3850541465567;20.415,56;5328145871512;38.507,88;807104147615;19.109,28;7240790814014;19.192,88;2570643679127
2008-02-18;21.258,45;2359154626540;21.674,02;3846721676985;20.368,00;5322848599066;38.424,24;805377075453;19.066,16;7235882153115;19.142,71;2570327398095
2008-02-19;21.307,57;2364996306037;21.711,18;3853908390843;20.422,30;5339238973327;38.518,16;807742515458;19.117,22;7255019317356;19.191,56;2573494436786
2008-02-20;21.418,47;2377596903859;21.814,58;3875002749057;20.535,62;5368926498236;38.729,62;813172677527;19.224,14;7296201344588;19.290,88;2592514908648
2008-02-21;21.409,15;2375939140617;21.817,84;3877795998256;20.508,29;5362490304094;38.701,52;813141442495;19.210,97;7291447056433;19.282,93;2589310499651
2008-02-22;21.507,64;2386982399433;21.911,77;3894645592518;20.627,69;5394083595295;38.896,58;817769859913;19.291,96;7322445546210;19.375,09;2600538321413
2008-02-23;21.507,64;2386982399433;21.911,77;3894645592518;20.627,69;5394083595295;38.896,58;817769859913;19.291,96;7322445546210;19.375,09;2600538321413
2008-02-24;21.507,64;2386982399433;21.911,77;3894645592518;20.627,69;5394083595295;38.896,58;817769859913;19.291,96;7322445546210;19.375,09;2600538321413
2008-02-25;21.506,46;2387175095650;21.911,46;3894822225988;20.609,78;5387904861945;38.879,04;817721451558;19.294,04;7323352765212;19.372,38;2600682789254
2008-02-26;21.566,48;2394607151186;21.969,95;3906363437659;20.680,47;5408785832431;39.009,24;820585871030;19.357,63;7348410892263;19.434,88;2609622041884
2008-02-27;21.646,80;2403115024533;22.042,78;3920585184132;20.763,48;5431031649482;39.160,36;824073335053;19.429,88;7376174367919;19.503,73;2618623862767
2008-02-28;21.713,38;2410582209377;22.109,98;3933481501812;20.826,08;5446879082373;39.260,37;826571201049;19.476,86;7397489013997;19.547,48;2624555945776
2008-02-29;21.708,09;2410960668527;22.103,61;3931713250888;20.822,91;5447369835862;39.211,77;825238956386;19.455,88;7389203777166;19.534,45;2620417706879
2008-03-01;21.708,09;2410960668527;22.103,61;3931713250888;20.822,91;5447369835862;39.211,77;825238956386;19.455,88;7389203777166;19.534,45;2620417706879
2008-03-02;21.708,09;2410960668527;22.103,61;3931713250888;20.822,91;5447369835862;39.211,77;825238956386;19.455,88;7389203777166;19.534,45;2620417706879
2008-03-03;21.537,39;2389305599443;21.960,58;3910554611385;20.675,53;5407652779142;38.886,44;816763773789;19.286,12;7323031189354;19.384,24;2599962541802
2008-03-04;21.423,02;2376744500712;21.838,60;3889320976452;20.518,47;5364816715308;38.637,76;811007694895;19.183,37;7284556856016;19.264,09;2583691684095
2008-03-05;21.320,87;2364736681376;21.713,24;3865354184273;20.429,74;5341487682816;38.436,01;808080992885;19.078,60;7244464612392;19.171,02;2571055084755
2008-03-06;21.290,55;2360682962996;21.699,21;3864085937198;20.431,12;5340468121635;38.458,51;808504259999;19.099,87;7251660488718;19.181,21;2572410906502
2008-03-07;21.266,22;2356781990097;21.683,97;3860244314444;20.429,82;5340105419178;38.404,01;807474897230;19.049,07;7229603911143;19.150,76;2567760616064
2008-03-08;21.266,22;2356781990097;21.683,97;3860244314444;20.429,82;5340105419178;38.404,01;807474897230;19.049,07;7229603911143;19.150,76;2567760616064
2008-03-09;21.266,22;2356781990097;21.683,97;3860244314444;20.429,82;5340105419178;38.404,01;807474897230;19.049,07;7229603911143;19.150,76;2567760616064
2008-03-10;21.177,28;2347204750103;21.596,38;3844504872550;20.329,63;5312222976560;38.230,55;803822004237;18.980,57;7202166162148;19.081,06;2557746849102
2008-03-11;21.063,80;2334552375545;21.483,26;3824747239406;20.212,58;5280527004935;38.006,18;798708894849;18.882,06;7164605424484;18.980,72;2543482886265
2008-03-12;21.130,93;2339710143415;21.522,72;3833203850588;20.288,83;5301003202378;38.129,01;801480626617;18.965,30;7198792053425;19.030,54;2554017803311
2008-03-13;21.262,17;2353732527665;21.665,36;3859463054792;20.457,27;5345538789685;38.405,52;807319645915;19.067,00;7238846350927;19.168,66;2569801078989
2008-03-14;21.203,39;2350206694157;21.617,19;3852528538996;20.379,22;5329237081660;38.275,50;804670254686;19.024,18;7235361039055;19.111,71;2567046255459
2008-03-15;21.203,39;2350206694157;21.617,19;3852528538996;20.379,22;5329237081660;38.275,50;804670254686;19.024,18;7235361039055;19.111,71;2567046255459
2008-03-16;21.203,39;2350206694157;21.617,19;3852528538996;20.379,22;5329237081660;38.275,50;804670254686;19.024,18;7235361039055;19.111,71;2567046255459
2008-03-17;21.274,09;2358357596544;21.675,91;3867537710793;20.468,97;5358955925933;38.399,85;806130926573;19.098,35;7261355594846;19.195,53;2576273856097
2008-03-18;21.121,22;2341729150155;21.522,54;3842044974421;20.304,03;5317663277161;38.107,18;801555840699;18.961,89;7208382358463;19.046,84;2560736676126
2008-03-19;21.145,08;2343546400183;21.564,47;3850153446030;20.360,04;5336759081247;38.204,59;803657344672;19.028,87;7234041528183;19.098,88;2566477044015
2008-03-20;21.145,51;2343257951813;21.566,69;3851357370981;20.373,90;5339636083059;38.213,33;804021688126;18.995,32;7221940100074;19.097,88;2565702298592
2008-03-21;21.145,51;2343257951813;21.566,69;3851357370981;20.373,90;5339636083059;38.213,33;804021688126;18.995,32;7221940100074;19.097,88;2565702298592
2008-03-22;21.145,51;2343257951813;21.566,69;3851357370981;20.373,90;5339636083059;38.213,33;804021688126;18.995,32;7221940100074;19.097,88;2565702298592
2008-03-23;21.145,51;2343257951813;21.566,69;3851357370981;20.373,90;5339636083059;38.213,33;804021688126;18.995,32;7221940100074;19.097,88;2565702298592
2008-03-24;21.181,54;2347456324384;21.584,78;3855159009070;20.379,43;5339996391383;38.276,75;805454457041;19.017,20;7231193219281;19.102,06;2561235203453
2008-03-25;21.261,36;2355869400411;21.667,83;3869704408198;20.459,66;5361769461996;38.453,09;809257426267;19.112,63;7266955798605;19.164,59;2569778569044
2008-03-26;21.377,33;2367917287696;21.770,57;3890120263873;20.592,15;5397136350725;38.692,14;814405617961;19.202,79;7304827730685;19.280,30;2585293948890
2008-03-27;21.392,42;2369318424991;21.797,16;3896211610329;20.592,29;5396577060051;38.665,63;814113640243;19.191,84;7301525577344;19.274,40;2584502499643
2008-03-28;21.381,94;2367975831841;21.820,81;3901296296824;20.603,47;5400249175269;38.652,33;814033511263;19.186,32;7300050596292;19.283,66;2585744846567
2008-03-29;21.381,94;2367975831841;21.820,81;3901296296824;20.603,47;5400249175269;38.652,33;814033511263;19.186,32;7300050596292;19.283,66;2585744846567
2008-03-30;21.381,94;2367975831841;21.820,81;3901296296824;20.603,47;5400249175269;38.652,33;814033511263;19.186,32;7300050596292;19.283,66;2585744846567
2008-03-31;21.382,91;2368047777376;21.811,98;3899588268705;20.629,08;5407506484885;38.724,50;815029249655;19.195,36;7303691523739;19.286,56;2586132684447

Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2008-04-01;19.275,16;4951252913900;21.794,90;3896537177819;20.613,92;5403559766631;38.690,97;814313530340;19.194,48;7301303683536
2008-04-02;19.352,12;4971019595414;21.888,30;3913242708642;20.697,86;5425596603197;38.866,46;817863266194;19.288,17;7338570453733
2008-04-03;19.420,72;4984803715686;21.968,38;3932932372909;20.788,96;5447625939671;39.018,37;819026281747;19.332,81;7351043721046
2008-04-04;19.478,61;5000080406693;22.026,91;3943693222743;20.838,62;5461161355110;39.121,31;821187254237;19.366,25;7361749482400
2008-04-05;19.478,61;5000080406693;22.026,91;3943693222743;20.838,62;5461161355110;39.121,31;821187254237;19.366,25;7361749482400
2008-04-06;19.478,61;5000080406693;22.026,91;3943693222743;20.838,62;5461161355110;39.121,31;821187254237;19.366,25;7361749482400
2008-04-07;19.509,34;5007960403839;22.059,83;3950360775194;20.878,97;5469666551174;39.155,52;823550958869;19.393,20;7370455292180
2008-04-08;19.573,94;5023794908563;22.123,77;3960017182255;20.955,72;5487481226062;39.282,32;826079238945;19.445,89;7389259304228
2008-04-09;19.551,19;5017461102623;22.101,32;3956898365413;20.926,36;5480138006078;39.243,88;825121825776;19.428,72;7382140411736
2008-04-10;19.536,46;5013682971022;22.085,59;3954478605486;20.899,98;5474525718812;39.203,29;824669682083;19.411,42;7377228778114
2008-04-11;19.531,91;5012860340387;22.072,99;3954106256176;20.898,15;5473828028757;39.183,38;823932825593;19.409,16;7376592410836
2008-04-12;19.531,91;5012860340387;22.072,99;3954106256176;20.898,15;5473828028757;39.183,38;823932825593;19.409,16;7376592410836
2008-04-13;19.531,91;5012860340387;22.072,99;3954106256176;20.898,15;5473828028757;39.183,38;823932825593;19.409,16;7376592410836
2008-04-14;19.642,72;5040122331014;22.201,92;3977624159738;21.022,60;5507045342076;39.457,21;829656385136;19.513,40;7416629979161
2008-04-15;19.631,22;5030674297043;22.199,74;3984272934347;21.000,58;5505796667068;39.425,08;826600710979;19.507,81;7421284386864
2008-04-16;19.710,17;5052261418239;22.289,16;4001314530959;21.098,68;5536014001396;39.607,59;830422143724;19.595,87;7460599199195
2008-04-17;19.829,12;5086172158695;22.434,47;4025641937154;21.224,59;5572879404592;39.862,99;837078500567;19.722,75;7509633629249
2008-04-18;19.873,90;5098067097200;22.487,92;4034506739226;21.292,12;5591927899459;39.953,72;840150906654;19.754,56;7523493619559
2008-04-19;19.873,90;5098067097200;22.487,92;4034506739226;21.292,12;5591927899459;39.953,72;840150906654;19.754,56;7523493619559
2008-04-20;19.873,90;5098067097200;22.487,92;4034506739226;21.292,12;5591927899459;39.953,72;840150906654;19.754,56;7523493619559
2008-04-21;19.951,73;5120136413235;22.580,90;4056969867563;21.373,68;5611596702646;40.103,32;843894367244;19.839,32;7555526639304
2008-04-22;19.989,92;5132943780604;22.616,76;4063561280249;21.427,38;5627040624756;40.166,03;845266139183;19.875,63;7569074380074
2008-04-23;19.979,61;5134418075002;22.602,84;4059399228883;21.408,93;5625829628241;40.125,09;844541610087;19.857,71;7561734700861
2008-04-24;19.877,17;5107515253521;22.487,12;4039419764851;21.279,46;5591993777776;39.874,39;839439704237;19.757,77;7523766058675
2008-04-25;19.865,54;5103747642868;22.473,43;4037461653386;21.268,17;5589394491297;39.876,36;839625137744;19.753,85;7525052435036
2008-04-26;19.865,54;5103747642868;22.473,43;4037461653386;21.268,17;5589394491297;39.876,36;839625137744;19.753,85;7525052435036
2008-04-27;19.865,54;5103747642868;22.473,43;4037461653386;21.268,17;5589394491297;39.876,36;839625137744;19.753,85;7525052435036
2008-04-28;19.915,94;5115422645178;22.540,95;4047521198860;21.332,30;5612989966298;40.011,67;843024342784;19.800,09;7543444903108
2008-04-29;19.939,15;5123319326927;22.578,25;4054793542432;21.353,94;5609598810363;40.073,62;844466973118;19.821,34;7553312678942
2008-04-30;19.868,58;5106004353326;22.519,72;4045256010335;21.286,53;5592783510389;39.963,16;841715109719;19.748,09;7524560411439
2008-05-01;19.868,58;5106004353326;22.519,72;4045256010335;21.286,53;5592783510389;39.963,16;841715109719;19.748,09;7524560411439
2008-05-02;19.921,18;5105267085254;22.538,46;4053741863422;21.329,13;5605787937149;40.076,31;841498889373;19.816,27;7547126142047
2008-05-03;19.921,18;5105267085254;22.538,46;4053741863422;21.329,13;5605787937149;40.076,31;841498889373;19.816,27;7547126142047
2008-05-04;19.921,18;5105267085254;22.538,46;4053741863422;21.329,13;5605787937149;40.076,31;841498889373;19.816,27;7547126142047
2008-05-05;20.035,08;5135049527976;22.702,34;4083856478492;21.456,23;5635968134175;40.307,15;847018624944;19.912,60;7582916851414
2008-05-06;20.053,20;5139305525239;22.726,77;4086665698608;21.473,43;5639998388933;40.328,89;847289473976;19.923,87;7585203115513
2008-05-07;20.056,81;5138805756389;22.725,33;4085848692293;21.476,59;5640235396106;40.328,23;847279253877;19.922,37;7582507274043
2008-05-08;19.998,20;5124320241667;22.669,23;4075181807324;21.414,48;5622913727732;40.233,21;844937372174;19.843,56;7549906241549
2008-05-09;19.921,27;5104618245207;22.582,95;4058849291464;21.347,19;5603612233093;40.124,52;842643369456;19.789,03;7529147341684
2008-05-10;19.921,27;5104618245207;22.582,95;4058849291464;21.347,19;5603612233093;40.124,52;842643369456;19.789,03;7529147341684
2008-05-11;19.921,27;5104618245207;22.582,95;4058849291464;21.347,19;5603612233093;40.124,52;842643369456;19.789,03;7529147341684
2008-05-12;19.885,32;5093737036515;22.563,26;4055281919100;21.315,39;5592863860830;40.070,06;841589360932;19.752,34;7516817914550
2008-05-13;19.869,97;5088628707140;22.544,64;4051973605036;21.299,31;5589800696077;40.060,27;841387562009;19.741,96;7513909896653
2008-05-14;19.851,54;5083565070769;22.524,84;4049475105413;21.285,78;5588884616753;40.000,23;839783485130;19.716,03;7505154148814
2008-05-15;19.849,03;5075669720047;22.535,69;4058582474196;21.278,54;5590828431016;40.024,73;837917435341;19.691,11;7491590631742
2008-05-16;19.885,43;5087672898519;22.573,32;4068614860937;21.321,72;5607416473119;40.072,55;840854727426;19.727,03;7513636444802
2008-05-17;19.885,43;5087672898519;22.573,32;4068614860937;21.321,72;5607416473119;40.072,55;840854727426;19.727,03;7513636444802
2008-05-18;19.885,43;5087672898519;22.573,32;4068614860937;21.321,72;5607416473119;40.072,55;840854727426;19.727,03;7513636444802
2008-05-19;20.014,91;5125917774263;22.720,59;4101270796248;21.466,54;5648560500181;40.331,13;846953247071;19.856,82;7568211820716
2008-05-20;20.104,52;5148435331644;22.804,44;4117216795329;21.570,80;5679003637214;40.519,47;851541027542;19.945,63;7602948654847
2008-05-21;20.104,52;5148435331644;22.804,44;4117216795329;21.570,80;5679003637214;40.519,47;851541027542;19.945,63;7602948654847
2008-05-22;20.099,07;5150103992611;22.778,06;4113109027452;21.548,71;5672448854265;40.489,35;851258023617;19.935,07;7598813441413
2008-05-23;20.116,72;5154479879677;22.800,40;4117498191982;21.563,19;5676400274111;40.537,70;852377475387;19.951,67;7604252748814
2008-05-24;20.116,72;5154479879677;22.800,40;4117498191982;21.563,19;5676400274111;40.537,70;852377475387;19.951,67;7604252748814
2008-05-25;20.116,72;5154479879677;22.800,40;4117498191982;21.563,19;5676400274111;40.537,70;852377475387;19.951,67;7604252748814
2008-05-26;20.123,62;5155917624903;22.798,23;4118234259894;21.577,05;5680574363541;40.550,13;852625429433;19.964,90;7610277573548
2008-05-27;20.142,58;5161710302171;22.821,22;4123309964180;21.603,93;5688197912410;40.605,79;853904951420;19.993,12;7623331081922
2008-05-28;20.165,54;5168706283936;22.853,03;4130038861055;21.629,23;5695286090828;40.667,51;855423785387;20.018,69;7633397339638
2008-05-29;20.180,25;5172153450341;22.863,56;4133418355459;21.652,73;5703821784199;40.694,91;856299309302;20.030,45;7638952884973
2008-05-30;20.249,05;5190160906948;22.950,50;4148072726009;21.726,51;5723363979600;40.836,64;858705897785;20.104,83;7666844940805
2008-05-31;20.249,05;5190160906948;22.950,50;4148072726009;21.726,51;5723363979600;40.836,64;858705897785;20.104,83;7666844940805
2008-06-01;20.249,05;5190160906948;22.950,50;4148072726009;21.726,51;5723363979600;40.836,64;858705897785;20.104,83;7666844940805
2008-06-02;20.265,57;5187239695487;22.963,86;4155953185985;21.738,40;5726254667379;40.839,22;856561096193;20.119,62;7669608262049
2008-06-03;20.262,17;5186815338013;22.971,15;4158728794289;21.734,51;5723889231831;40.848,30;855972622149;20.114,27;7665335741042
2008-06-04;20.228,28;5177014773868;22.951,08;4153814398343;21.698,11;5715708949128;40.816,25;855427990675;20.071,42;7647934095140
2008-06-05;20.183,34;5164352769358;22.901,08;4145547529241;21.661,49;5704989090695;40.745,71;854856634964;20.025,79;7629869798816
2008-06-06;20.200,26;5167939618090;22.920,65;4150659978787;21.690,33;5712692199558;40.774,06;855435293933;20.049,04;7636357822446
2008-06-07;20.200,26;5167939618090;22.920,65;4150659978787;21.690,33;5712692199558;40.774,06;855435293933;20.049,04;7636357822446
2008-06-08;20.200,26;5167939618090;22.920,65;4150659978787;21.690,33;5712692199558;40.774,06;855435293933;20.049,04;7636357822446
2008-06-09;20.170,70;5159921815800;22.887,14;4143012071962;21.669,09;5705759650356;40.742,66;854723980008;20.032,99;7630195478180
2008-06-10;20.103,65;5142802428030;22.805,84;4127354175916;21.602,15;5687993208088;40.624,13;851955385844;19.955,22;7600898404649
2008-06-11;20.000,21;5116970229402;22.698,65;4108973425482;21.507,59;5664304041136;40.407,14;847432010623;19.853,34;7562369318256
2008-06-12;19.939,61;5102499662423;22.622,37;4096152833121;21.447,85;5649839569452;40.305,20;845133228597;19.802,30;7544424232479
2008-06-13;20.067,35;5134686218635;22.734,91;4116918095618;21.568,52;5685749624273;40.580,13;850897314991;19.928,83;7595910143784
2008-06-14;20.067,35;5134686218635;22.734,91;4116918095618;21.568,52;5685749624273;40.580,13;850897314991;19.928,83;7595910143784
2008-06-15;20.067,35;5134686218635;22.734,91;4116918095618;21.568,52;5685749624273;40.580,13;850897314991;19.928,83;7595910143784
2008-06-16;20.089,02;5135863036988;22.783,79;4131007845712;21.595,48;5696462719810;40.640,13;849376056673;19.950,78;7605794631218
2008-06-17;20.109,35;5143117899594;22.802,07;4136085423318;21.602,57;5702187023252;40.675,01;850305059831;19.962,68;7615472517970
2008-06-18;20.102,96;5143605383824;22.802,42;4137510455293;21.618,18;5707147457735;40.648,97;852183208026;19.954,59;7611497194389
2008-06-19;20.075,75;5136759751345;22.765,31;4132557303136;21.604,50;5703880617717;40.598,50;851673553767;19.942,52;7605996086881
2008-06-20;20.087,35;5144152420971;22.760,22;4133725240698;21.635,79;5711170156655;40.621,11;852271385993;19.950,32;7609657829373
2008-06-21;20.087,35;5144152420971;22.760,22;4133725240698;21.635,79;5711170156655;40.621,11;852271385993;19.950,32;7609657829373
2008-06-22;20.087,35;5144152420971;22.760,22;4133725240698;21.635,79;5711170156655;40.621,11;852271385993;19.950,32;7609657829373
2008-06-23;20.043,57;5132907957745;22.728,81;4130688261085;21.606,02;5705091312547;40.556,91;851017295974;19.908,55;7594092432616
2008-06-24;20.039,32;5132565567575;22.717,74;4129359222797;21.618,88;5708318582081;40.560,81;851064015632;19.903,68;7592272242162
2008-06-25;20.007,81;5122718876915;22.674,92;4123369769137;21.604,49;5705486476356;40.536,96;850704729716;19.874,45;7583801480192
2008-06-26;20.065,71;5136606916958;22.756,40;4138895803604;21.669,04;5722959976172;40.661,54;853384405022;19.928,41;7604886978009
2008-06-27;20.041,35;5130617938239;22.736,38;4137312450003;21.643,24;5718921124599;40.624,80;852734610433;19.910,54;7598633204833
2008-06-28;20.041,35;5130617938239;22.736,38;4137312450003;21.643,24;5718921124599;40.624,80;852734610433;19.910,54;7598633204833
2008-06-29;20.041,35;5130617938239;22.736,38;4137312450003;21.643,24;5718921124599;40.624,80;852734610433;19.910,54;7598633204833
2008-06-30;19.995,14;5119721287722;22.694,35;4128914710064;21.602,44;5705395397089;40.569,60;851054124296;19.849,98;7576268701456
2008-07-01;20.058,28;5131943791955;22.767,25;4147401717921;21.671,27;5719716526957;40.723,06;852143661158;19.920,27;7595830704132
2008-07-02;19.963,02;5106755138052;22.671,88;4129011107107;21.565,34;5692281169160;40.496,05;848668037699;19.827,41;7558419795198
2008-07-03;19.801,07;5063787261497;22.520,56;4100993499920;21.391,92;5643857004710;40.174,75;841865098107;19.678,58;7499238422980
2008-07-04;19.547,42;4999043824855;22.272,73;4055190009594;21.143,23;5577570863105;39.679,94;830757188358;19.441,55;7407700567560
2008-07-05;19.547,42;4999043824855;22.272,73;4055190009594;21.143,23;5577570863105;39.679,94;830757188358;19.441,55;7407700567560
2008-07-06;19.547,42;4999043824855;22.272,73;4055190009594;21.143,23;5577570863105;39.679,94;830757188358;19.441,55;7407700567560
2008-07-07;19.530,70;4994647070203;22.233,45;4048906511476;21.146,16;5576443297957;39.669,09;830524311681;19.431,11;7403297989357
