
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-03-12;10.458,15;466450790127;10.285,12;661268482064;10.307,97;98079318714;10.360,73;80388266019;10.302,41;839615330874;10.268,42;353158179824;10.414,10;296541600425
2003-03-13;10.466,72;467157952226;10.295,66;662142596966;10.292,56;98026407771;10.377,31;80542514545;10.319,39;840847222340;10.282,48;353765724197;10.423,75;296484341069
2003-03-14;10.454,43;466711268569;10.273,44;661041899679;10.289,93;98207251825;10.369,05;80543264338;10.309,68;840163741898;10.268,32;353348534593;10.417,02;296617015703
2003-03-15;10.454,43;466711268569;10.273,44;661041899679;10.289,93;98207251825;10.369,05;80543264338;10.309,68;840163741898;10.268,32;353348534593;10.417,02;296617015703
2003-03-16;10.454,43;466711268569;10.273,44;661041899679;10.289,93;98207251825;10.369,05;80543264338;10.309,68;840163741898;10.268,32;353348534593;10.417,02;296617015703
2003-03-17;10.456,54;467559252048;10.261,44;660880765629;10.306,73;98358999385;10.360,96;80543096134;10.287,76;840052721670;10.267,66;353411220946;10.414,79;297244710504
2003-03-18;10.473,28;468425225162;10.289,31;662773961909;10.302,11;98343227962;10.381,25;80732918079;10.312,32;842797970696;10.289,25;354201209611;10.435,07;297899003301
2003-03-19;10.462,85;468208968423;10.278,64;663070588369;10.302,76;98409140917;10.375,92;80742611660;10.304,11;842019909293;10.276,07;353899150862;10.421,51;297233770010
2003-03-20;10.477,90;469290498345;10.301,46;664714143686;10.294,14;98386722174;10.393,32;81032816814;10.327,83;843966377499;10.298,72;354885743588;10.442,54;297810827858
2003-03-21;10.475,70;471130398088;10.312,11;665669847404;10.298,02;98547580668;10.392,47;81045389822;10.332,44;844496200754;10.305,75;355662765028;10.446,76;298107306409
2003-03-22;10.475,70;471130398088;10.312,11;665669847404;10.298,02;98547580668;10.392,47;81045389822;10.332,44;844496200754;10.305,75;355662765028;10.446,76;298107306409
2003-03-23;10.475,70;471130398088;10.312,11;665669847404;10.298,02;98547580668;10.392,47;81045389822;10.332,44;844496200754;10.305,75;355662765028;10.446,76;298107306409
2003-03-24;10.437,22;469581244114;10.291,54;664937396258;10.281,26;98447378672;10.384,62;81030697072;10.305,71;842530163901;10.280,96;354928036001;10.426,08;297595110008
2003-03-25;10.458,12;470637308986;10.306,43;665979401234;10.305,45;98841392279;10.395,54;81176291234;10.316,33;843658578170;10.300,28;355854095739;10.441,72;298079005783
2003-03-26;10.446,79;470782570116;10.275,11;663959954309;10.274,34;98656804284;10.374,07;81074187019;10.292,94;841604594250;10.279,38;355633926027;10.417,41;297134513026
2003-03-27;10.469,64;471844449664;10.291,91;667726143740;10.297,70;98677064921;10.386,18;81511374755;10.321,98;843420908758;10.291,91;356075503278;10.438,57;298767760087
2003-03-28;10.487,70;472894815400;10.307,08;668718778720;10.318,31;98894710168;10.399,87;81849194123;10.332,31;847316016213;10.310,02;356701102401;10.449,14;299044130517
2003-03-29;10.487,70;472894815400;10.307,08;668718778720;10.318,31;98894710168;10.399,87;81849194123;10.332,31;847316016213;10.310,02;356701102401;10.449,14;299044130517
2003-03-30;10.487,70;472894815400;10.307,08;668718778720;10.318,31;98894710168;10.399,87;81849194123;10.332,31;847316016213;10.310,02;356701102401;10.449,14;299044130517
2003-03-31;10.493,97;473403767604;10.298,07;669133623855;10.318,13;99289252290;10.396,65;81841769557;10.318,98;846396373266;10.302,23;356465566779;10.433,23;299119483008
2003-04-01;10.529,80;475522452163;10.318,24;670434776659;10.337,11;99471505885;10.411,00;81972341959;10.347,20;848567032280;10.320,28;356995611268;10.457,53;299816002364
2003-04-02;10.516,33;474923381245;10.313,39;668335056279;10.334,52;99426851120;10.408,49;81766688277;10.337,81;847683586225;10.314,92;356508546940;10.457,04;299714767807
