
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2013-01-01;24.928,11;6281084422933;28.585,05;5252558075731;27.837,95;7563961640582;27.952,58;90353434313;51.443,02;981130519603;24.820,75;9533064329838
2013-01-02;25.001,15;6300495694733;28.666,16;5267187798264;27.916,22;7585697898284;28.022,72;90609178879;51.581,14;983721721839;24.897,89;9561919534062
2013-01-03;25.061,37;6316015870156;28.741,16;5284715746569;27.962,61;7597794082087;28.103,03;94725593355;51.663,24;980736659328;24.939,76;9566436700858
2013-01-04;25.061,38;6315919533147;28.746,68;5286666004756;27.965,85;7599084012870;28.125,14;94755928729;51.665,44;984022879368;24.931,72;9563030945692
2013-01-05;25.061,38;6315919533147;28.746,68;5286666004756;27.965,85;7599084012870;28.125,14;94755928729;51.665,44;984022879368;24.931,72;9563030945692
2013-01-06;25.061,38;6315919533147;28.746,68;5286666004756;27.965,85;7599084012870;28.125,14;94755928729;51.665,44;984022879368;24.931,72;9563030945692
2013-01-07;25.086,94;6321884608830;28.785,29;5293419583016;28.004,22;7608388047131;28.153,06;94905748201;51.713,54;985038875777;24.942,74;9567583215391
2013-01-08;25.061,31;6319674479914;28.761,45;5294599025137;27.979,79;7609144944769;28.131,59;95098787666;51.668,22;984163676432;24.903,40;9554838627739
2013-01-09;25.024,23;6310848406112;28.730,39;5292709164176;27.948,17;7606289070603;28.104,23;95167551702;51.610,52;983089271924;24.857,98;9539810454595
2013-01-10;25.071,43;6324758735818;28.779,40;5307306339355;27.991,68;7625681006688;28.147,82;95623232205;51.693,49;984800954479;24.906,17;9556400652707
2013-01-11;25.140,65;6345187049979;28.862,26;5322604589295;28.066,55;7650026457516;28.215,61;96535340029;51.813,55;986870989493;24.980,78;9585844680182
2013-01-12;25.140,65;6345187049979;28.862,26;5322604589295;28.066,55;7650026457516;28.215,61;96535340029;51.813,55;986870989493;24.980,78;9585844680182
2013-01-13;25.140,65;6345187049979;28.862,26;5322604589295;28.066,55;7650026457516;28.215,61;96535340029;51.813,55;986870989493;24.980,78;9585844680182
2013-01-14;25.150,28;6349453981968;28.869,34;5331332262117;28.081,75;7661940773873;28.217,11;97162507777;51.842,97;988588323757;25.008,20;9608533721188
2013-01-15;25.160,26;6365134309470;28.887,92;5341768615101;28.086,44;7673337563294;28.235,80;101904350779;51.869,26;987305097370;25.024,81;9619942303875
2013-01-16;25.190,72;6376946571192;28.920,02;5353296325442;28.127,26;7698265001944;28.270,35;103841896857;51.936,94;991617498262;25.057,99;9641783526777
2013-01-17;25.207,99;6382196189879;28.944,56;5361194728952;28.148,28;7708207016133;28.289,45;104101511771;51.966,58;992548975428;25.071,20;9647279643846
2013-01-18;25.221,76;6387798314070;28.960,49;5365244934522;28.166,36;7713242915678;28.309,86;104078495018;51.989,02;993203480822;25.078,46;9650889610597
2013-01-19;25.221,76;6387798314070;28.960,49;5365244934522;28.166,36;7713242915678;28.309,86;104078495018;51.989,02;993203480822;25.078,46;9650889610597
2013-01-20;25.221,76;6387798314070;28.960,49;5365244934522;28.166,36;7713242915678;28.309,86;104078495018;51.989,02;993203480822;25.078,46;9650889610597
2013-01-21;25.258,02;6399036337715;29.005,22;5377201937372;28.210,67;7729291195726;28.372,46;104282322365;52.087,94;995187905352;25.107,72;9662137833498
2013-01-22;25.273,44;6404143869893;29.028,48;5382865954327;28.227,70;7734916634892;28.395,64;104499290167;52.124,50;996055828089;25.122,79;9668957891476
2013-01-23;25.291,67;6409395839456;29.051,25;5388818977598;28.250,82;7745340173564;28.411,85;103972259456;52.157,50;996913089049;25.141,11;9677125632096
2013-01-24;25.281,52;6407821044761;29.048,19;5393981366361;28.239,54;7740755013411;28.395,50;103791256005;52.137,06;996753952481;25.124,18;9670022217416
2013-01-25;25.243,48;6398807494817;29.006,52;5389458901805;28.200,32;7733240978093;28.349,06;103806259561;52.061,56;995360444763;25.080,46;9653076848636
2013-01-26;25.243,48;6398807494817;29.006,52;5389458901805;28.200,32;7733240978093;28.349,06;103806259561;52.061,56;995360444763;25.080,46;9653076848636
2013-01-27;25.243,48;6398807494817;29.006,52;5389458901805;28.200,32;7733240978093;28.349,06;103806259561;52.061,56;995360444763;25.080,46;9653076848636
2013-01-28;25.263,32;6405890684199;29.039,80;5401516000859;28.230,62;7746846536694;28.384,43;104772370149;52.138,77;997036996094;25.110,24;9663690737684
2013-01-29;25.302,22;6416068181996;29.091,29;5413745890538;28.276,34;7763051379371;28.409,34;105018271040;52.207,68;998350751051;25.138,01;9676635106220
2013-01-30;25.351,16;6428861425320;29.135,05;5425535766584;28.323,17;7776314985027;28.444,45;104686154376;52.271,99;999504755375;25.184,14;9695391861981
2013-01-31;25.337,24;6415208471969;29.127,12;5420049731653;28.314,92;7768389609172;28.446,90;104270508733;52.268,29;997443535989;25.166,35;9669898614226
2013-02-01;25.335,97;6413936773742;29.122,11;5423974043309;28.309,28;7767979704348;28.445,77;106644464142;52.258,73;994085169375;25.165,45;9667443590044
2013-02-02;25.335,97;6413936773742;29.122,11;5423974043309;28.309,28;7767979704348;28.445,77;106644464142;52.258,73;994085169375;25.165,45;9667443590044
2013-02-03;25.335,97;6413936773742;29.122,11;5423974043309;28.309,28;7767979704348;28.445,77;106644464142;52.258,73;994085169375;25.165,45;9667443590044
2013-02-04;25.411,41;6432184666520;29.215,37;5443650636356;28.393,82;7793303474393;28.521,30;107047205069;52.396,84;996867094820;25.237,82;9694895320926
2013-02-05;25.372,01;6426702653578;29.170,71;5436059609830;28.350,14;7781968786322;28.478,82;106988241651;52.326,70;995486503462;25.196,32;9678556448593
2013-02-06;25.388,12;6432919291242;29.192,37;5442633956809;28.368,45;7789055509341;28.491,62;107140565435;52.347,77;1000131221726;25.207,72;9684014879521
2013-02-07;25.408,30;6438032302700;29.213,36;5447802358809;28.394,79;7799238688558;28.527,68;107722843294;52.408,07;1001267643926;25.232,18;9695656225509
2013-02-08;25.371,03;6430556754814;29.181,42;5446593799200;28.358,67;7791537262629;28.496,87;107705390987;52.343,59;1000268671051;25.179,87;9673707051649
2013-02-09;25.371,03;6430556754814;29.181,42;5446593799200;28.358,67;7791537262629;28.496,87;107705390987;52.343,59;1000268671051;25.179,87;9673707051649
2013-02-10;25.371,03;6430556754814;29.181,42;5446593799200;28.358,67;7791537262629;28.496,87;107705390987;52.343,59;1000268671051;25.179,87;9673707051649
2013-02-11;25.404,94;6441949319220;29.209,20;5449661074056;28.399,40;7806826764906;28.537,61;107885786118;52.409,11;1001627403049;25.210,59;9686576961095
2013-02-12;25.403,93;6440938254904;29.211,12;5454329459688;28.403,99;7809476348545;28.542,80;108178915049;52.416,88;1002108285583;25.208,45;9688011023152
2013-02-13;25.412,21;6449653517279;29.220,22;5461936580068;28.414,70;7814392175721;28.551,37;108928272953;52.425,57;1003144640086;25.214,45;9700438105392
2013-02-14;25.446,97;6469446442194;29.264,49;5473964721825;28.449,61;7837219883949;28.578,04;111143405539;52.483,95;1004609339570;25.250,51;9725028841833
2013-02-15;25.458,35;6479842283992;29.282,77;5480628106824;28.465,64;7852290884514;28.577,79;115829886564;52.496,89;1001446610101;25.258,40;9729596413394
