
Valores Confirmados

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2007-01-01;18.465,75;69046984001;18.468,12;147325822847;16.027,68;202520321197;30.302,53;24504228660;17.355,11;224476495525;17.036,08;75562493206
2007-01-02;18.453,28;69000335205;18.457,92;147241865267;16.016,43;202235600986;30.282,43;24487980485;17.343,61;224154258137;17.022,32;75388739777
2007-01-03;18.457,18;68675800278;18.459,89;146396778210;16.015,78;201919897588;30.288,00;24277676073;17.345,50;224795023716;17.022,74;75216057569
2007-01-04;18.478,91;68645878570;18.472,86;146339984711;16.034,12;201735976147;30.336,24;24246812025;17.373,62;224346709331;17.050,00;75336547900
2007-01-05;18.478,73;68548487641;18.461,44;146092735432;16.032,13;201666120503;30.334,94;24050637880;17.362,44;223666961426;17.044,17;75288615776
2007-01-06;18.478,73;68548487641;18.461,44;146092735432;16.032,13;201666120503;30.334,94;24050637880;17.362,44;223666961426;17.044,17;75288615776
2007-01-07;18.478,73;68548487641;18.461,44;146092735432;16.032,13;201666120503;30.334,94;24050637880;17.362,44;223666961426;17.044,17;75288615776
2007-01-08;18.488,23;68261513766;18.475,79;146122680321;16.039,66;201762593422;30.346,30;24059221885;17.369,34;223238913688;17.053,60;74856182423
2007-01-09;18.483,88;68206856626;18.470,41;145727164066;16.039,61;201335340714;30.333,34;24048559659;17.366,36;224806728928;17.049,33;74821504388
2007-01-10;18.481,45;68305105721;18.476,75;145571307101;16.038,18;201307570715;30.332,28;24047593273;17.367,66;225711163630;17.052,02;74836170593
2007-01-11;18.477,63;68283321963;18.468,33;144881965397;16.041,29;200936729874;30.309,80;23950474359;17.358,77;224630385468;17.043,59;74635019691
2007-01-12;18.444,21;67636780123;18.461,24;144680006092;16.035,27;200951359246;30.272,03;23950446290;17.344,14;224794669394;17.020,86;74592732746
2007-01-13;18.444,21;67636780123;18.461,24;144680006092;16.035,27;200951359246;30.272,03;23950446290;17.344,14;224794669394;17.020,86;74592732746
2007-01-14;18.444,21;67636780123;18.461,24;144680006092;16.035,27;200951359246;30.272,03;23950446290;17.344,14;224794669394;17.020,86;74592732746
2007-01-15;18.499,19;67954704201;18.494,10;144837139808;16.046,98;201096958114;30.331,00;23743619806;17.375,27;224996356564;17.047,92;74523904733
2007-01-16;18.523,33;68081475994;18.511,90;144790549329;16.044,44;201219225461;30.363,90;23799908952;17.382,70;225340694808;17.061,44;74594268344
2007-01-17;18.530,23;67684330016;18.516,62;144502553229;16.052,87;201413826318;30.358,75;23827211098;17.388,07;225285455237;17.066,30;74525050729
2007-01-18;18.524,34;67496122327;18.511,75;144384929364;16.062,93;201254713031;30.355,47;23853648023;17.386,98;224826995507;17.062,28;74567373490
2007-01-19;18.538,13;67515895814;18.519,25;144375337393;16.070,73;201533421341;30.367,38;23862937866;17.396,03;225051494559;17.071,57;74632443508
2007-01-20;18.538,13;67515895814;18.519,25;144375337393;16.070,73;201533421341;30.367,38;23862937866;17.396,03;225051494559;17.071,57;74632443508
2007-01-21;18.538,13;67515895814;18.519,25;144375337393;16.070,73;201533421341;30.367,38;23862937866;17.396,03;225051494559;17.071,57;74632443508
2007-01-22;18.534,71;67477552373;18.524,67;144780528872;16.076,90;201583208313;30.379,04;23871860606;17.395,69;222756931265;17.080,89;74495211515
2007-01-23;18.531,83;67445170222;18.527,44;144698033600;16.081,06;201819948804;30.383,98;23888697763;17.398,58;222137730935;17.082,64;74530268142
2007-01-24;18.525,89;67016794279;18.520,70;144622416115;16.077,41;201779893537;30.370,72;23903432806;17.386,94;221977905448;17.071,70;74497575886
2007-01-25;18.527,45;66867760168;18.532,17;144676236793;16.084,66;200819162814;30.380,73;23908749884;17.394,66;221123060409;17.081,19;74546749853
2007-01-26;18.526,48;66502595759;18.535,39;144166567529;16.085,74;200877452665;30.388,64;23926722973;17.392,93;220943222711;17.082,34;74556402207
2007-01-27;18.526,48;66502595759;18.535,39;144166567529;16.085,74;200877452665;30.388,64;23926722973;17.392,93;220943222711;17.082,34;74556402207
2007-01-28;18.526,48;66502595759;18.535,39;144166567529;16.085,74;200877452665;30.388,64;23926722973;17.392,93;220943222711;17.082,34;74556402207
2007-01-29;18.515,77;66362074499;18.534,95;143723417954;16.091,57;200598839738;30.381,58;23926850238;17.399,06;221102639795;17.081,59;74210346608
2007-01-30;18.506,06;66283769335;18.528,11;143186743804;16.088,16;200500360528;30.366,64;23919999222;17.395,89;223500551474;17.068,53;74206389408
2007-01-31;18.466,53;65928890003;18.498,41;142820549569;16.058,00;200163047499;30.357,71;23916330847;17.370,81;223541544712;17.058,78;74166974061
2007-02-01;18.455,27;65854159899;18.487,60;142667566218;16.050,48;198797707325;30.343,01;23888922474;17.360,45;223214864965;17.048,74;74055192076
2007-02-02;18.473,56;65818094735;18.497,30;142521330444;16.060,95;198684821080;30.349,30;23895883809;17.374,57;220895549778;17.063,09;74117565598
2007-02-03;18.473,56;65818094735;18.497,30;142521330444;16.060,95;198684821080;30.349,30;23895883809;17.374,57;220895549778;17.063,09;74117565598
2007-02-04;18.473,56;65818094735;18.497,30;142521330444;16.060,95;198684821080;30.349,30;23895883809;17.374,57;220895549778;17.063,09;74117565598
2007-02-05;18.486,43;65837865949;18.516,03;142411619275;16.070,97;198849385701;30.387,67;23702861897;17.395,64;219371342381;17.081,73;74198488915
2007-02-06;18.501,16;65764166477;18.525,48;142212964191;16.084,03;198590608246;30.419,01;23659083766;17.416,73;218897564333;17.099,79;73947379980
2007-02-07;18.506,43;65593312954;18.529,57;142005959208;16.090,50;198033610965;30.433,72;23670231725;17.415,89;218779426739;17.101,48;73956855190
2007-02-08;18.523,93;65446201597;18.538,71;141866357608;16.102,83;197759627526;30.434,89;23638999669;17.432,02;220191624074;17.113,75;74012971621
2007-02-09;18.532,64;65542738833;18.545,39;141621855310;16.105,90;197312891711;30.446,76;23526310998;17.439,32;218678872594;17.128,32;73921689091
2007-02-10;18.532,64;65542738833;18.545,39;141621855310;16.105,90;197312891711;30.446,76;23526310998;17.439,32;218678872594;17.128,32;73921689091
2007-02-11;18.532,64;65542738833;18.545,39;141621855310;16.105,90;197312891711;30.446,76;23526310998;17.439,32;218678872594;17.128,32;73921689091
2007-02-12;18.532,73;65509763834;18.550,18;141461219132;16.117,69;197474151588;30.455,71;23533106242;17.447,37;218608755432;17.134,38;73807212511
2007-02-13;18.528,89;65520724260;18.558,24;141454391193;16.124,96;197095066812;30.481,74;23549993287;17.447,85;219154219910;17.131,46;73798016995
2007-02-14;18.528,87;65404286344;18.563,25;141485832563;16.122,62;197114900067;30.478,74;23545226795;17.450,17;219405408349;17.127,07;73789226810
2007-02-15;18.499,38;64732309838;18.566,81;141238664544;16.105,30;195936404503;30.468,95;23505847130;17.437,55;219962834437;17.111,77;73703397915
2007-02-16;18.511,75;64851844649;18.572,08;141160178769;16.105,70;196101126614;30.475,26;23425153804;17.440,73;217625804754;17.112,49;73778221060
2007-02-17;18.511,75;64851844649;18.572,08;141160178769;16.105,70;196101126614;30.475,26;23425153804;17.440,73;217625804754;17.112,49;73778221060
2007-02-18;18.511,75;64851844649;18.572,08;141160178769;16.105,70;196101126614;30.475,26;23425153804;17.440,73;217625804754;17.112,49;73778221060
2007-02-19;18.520,95;64837229718;18.578,58;141202511161;16.110,65;196023744679;30.482,06;23442704142;17.450,20;217886611384;17.122,30;73769011892
2007-02-20;18.531,77;64489164709;18.582,63;140937339723;16.114,24;195739189667;30.482,29;23443312349;17.454,71;217996674178;17.129,05;73831973816
2007-02-21;18.526,47;64463020136;18.585,52;140601127303;16.120,86;195956633411;30.483,51;23466901850;17.457,29;220511353795;17.132,35;73889479473
2007-02-22;18.539,89;64364053937;18.590,70;140485399481;16.124,71;196405304987;30.491,33;23509707022;17.462,32;221320915930;17.136,09;73908006364
2007-02-23;18.549,10;64348097636;18.589,80;140400976554;16.129,63;196473722365;30.496,33;23491741763;17.464,89;222623041078;17.139,22;73931334432
2007-02-24;18.549,10;64348097636;18.589,80;140400976554;16.129,63;196473722365;30.496,33;23491741763;17.464,89;222623041078;17.139,22;73931334432
2007-02-25;18.549,10;64348097636;18.589,80;140400976554;16.129,63;196473722365;30.496,33;23491741763;17.464,89;222623041078;17.139,22;73931334432
2007-02-26;18.559,73;64508354714;18.593,48;140404330971;16.129,13;196528370516;30.491,68;23504457610;17.461,71;223013089102;17.137,10;73683348146
2007-02-27;18.570,42;64894103643;18.609,66;140604034932;16.140,22;196868524554;30.521,82;23536909311;17.475,04;222811495355;17.154,89;73765302561
