
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA
2010-01-20;21.260,97;5473371452710;24.006,34;4447095648931;23.261,14;6265994680226;43.228,69;852961168835;21.174,10;8228220154844
2010-01-21;21.212,77;5460194483126;23.957,08;4439739924501;23.214,15;6252115534844;43.148,26;851350839679;21.125,73;8209434115645
2010-01-22;21.138,24;5440320959454;23.883,46;4425309255979;23.144,61;6234177678288;43.042,85;849340091846;21.040,43;8175451126376
2010-01-23;21.138,24;5440320959454;23.883,46;4425309255979;23.144,61;6234177678288;43.042,85;849340091846;21.040,43;8175451126376
2010-01-24;21.138,24;5440320959454;23.883,46;4425309255979;23.144,61;6234177678288;43.042,85;849340091846;21.040,43;8175451126376
2010-01-25;21.057,03;5419215540409;23.794,40;4408533992416;23.077,01;6215081931021;42.912,80;846749967269;20.963,03;8144464619570
2010-01-26;21.072,12;5422604523677;23.808,28;4410645926108;23.079,87;6216969575391;42.939,07;847273882193;20.972,52;8146287095904
2010-01-27;21.008,70;5406408689271;23.745,58;4399577614546;23.024,31;6203290764232;42.879,25;846146949985;20.920,80;8126266564931
2010-01-28;21.028,83;5410993347211;23.780,02;4405996590940;23.049,80;6208753147596;42.893,55;846514999174;20.939,82;8133805737822
2010-01-29;21.097,97;5421854874703;23.872,09;4419864232854;23.129,30;6228123831681;43.005,42;847318934088;21.005,58;8160489135815
2010-01-30;21.097,97;5421854874703;23.872,09;4419864232854;23.129,30;6228123831681;43.005,42;847318934088;21.005,58;8160489135815
2010-01-31;21.097,97;5421854874703;23.872,09;4419864232854;23.129,30;6228123831681;43.005,42;847318934088;21.005,58;8160489135815
2010-02-01;21.001,06;5391517988726;23.768,11;4403872897738;23.014,99;6197946298401;42.861,96;842756634650;20.917,83;8124030870623
2010-02-02;21.104,80;5417494993250;23.871,65;4423639154291;23.128,42;6228250142838;43.007,86;845555905020;21.016,00;8156293952496
2010-02-03;21.190,90;5439074229113;23.968,46;4441954693613;23.222,45;6253844045470;43.164,81;849614849485;21.101,86;8189518487549
2010-02-04;21.301,30;5466953725397;24.090,26;4464784901171;23.339,45;6286934185739;43.338,01;853028379240;21.194,29;8224818600290
2010-02-05;21.201,28;5441684605416;23.947,84;4438180265006;23.219,72;6253391123617;43.111,27;848576265090;21.063,20;8174282929623
2010-02-06;21.201,28;5441684605416;23.947,84;4438180265006;23.219,72;6253391123617;43.111,27;848576265090;21.063,20;8174282929623
2010-02-07;21.201,28;5441684605416;23.947,84;4438180265006;23.219,72;6253391123617;43.111,27;848576265090;21.063,20;8174282929623
2010-02-08;20.962,30;5380440236147;23.690,85;4391018509391;22.948,95;6180092236760;42.684,19;840231658017;20.829,40;8081806041213
2010-02-09;20.932,87;5372259797660;23.669,78;4387155742632;22.927,27;6173298170088;42.642,46;839387164265;20.809,93;8076361857869
2010-02-10;21.048,96;5402299004238;23.816,92;4412855070978;23.057,12;6208908293663;42.866,33;843785780984;20.937,54;8123655264179
2010-02-11;21.015,29;5394822406844;23.793,30;4408753634732;23.021,23;6195761499417;42.825,72;843161275166;20.915,59;8115216519803
2010-02-12;21.048,41;5403301511393;23.829,63;4419381854530;23.056,25;6208533705831;42.892,17;844258767753;20.955,41;8130829976207
2010-02-13;21.048,41;5403301511393;23.829,63;4419381854530;23.056,25;6208533705831;42.892,17;844258767753;20.955,41;8130829976207
2010-02-14;21.048,41;5403301511393;23.829,63;4419381854530;23.056,25;6208533705831;42.892,17;844258767753;20.955,41;8130829976207
2010-02-15;21.027,87;5402381683286;23.813,02;4417969360391;23.038,82;6208499302119;42.885,14;842116150470;20.943,69;8136461318484
2010-02-16;21.003,65;5398510160826;23.805,88;4418851194593;23.020,04;6209541114114;42.877,30;843875643768;20.929,79;8130622340939
2010-02-17;21.110,64;5427528550476;23.929,88;4445524560495;23.155,94;6248156378382;43.078,44;848116883448;21.043,00;8178534914274
2010-02-18;21.230,00;5459357335875;24.056,95;4472032104823;23.270,82;6281080639619;43.294,15;852647596557;21.157,84;8226611245152
2010-02-19;21.290,06;5475695561676;24.107,64;4482979444877;23.335,96;6299024397186;43.376,58;854296742859;21.205,54;8245042940824
2010-02-20;21.290,06;5475695561676;24.107,64;4482979444877;23.335,96;6299024397186;43.376,58;854296742859;21.205,54;8245042940824
2010-02-21;21.290,06;5475695561676;24.107,64;4482979444877;23.335,96;6299024397186;43.376,58;854296742859;21.205,54;8245042940824
2010-02-22;21.281,10;5472926913746;24.087,48;4480169820988;23.317,18;6293714008316;43.355,76;853888378108;21.192,91;8238825720591
2010-02-23;21.284,70;5474446292124;24.106,98;4484565113995;23.334,55;6300221399272;43.377,02;854352635444;21.202,45;8242360655157
2010-02-24;21.214,34;5456700598275;24.022,10;4468627999052;23.251,99;6276431659143;43.252,93;851931726654;21.127,53;8213437291840
2010-02-25;21.223,56;5458361349330;24.031,77;4470935230578;23.249,46;6275391878652;43.260,14;852222651620;21.136,26;8217241578868
2010-02-26;21.150,78;5436782583294;23.946,85;4452096751573;23.165,70;6250403197752;43.142,97;848807827970;21.067,29;8191940033087
2010-02-27;21.150,78;5436782583294;23.946,85;4452096751573;23.165,70;6250403197752;43.142,97;848807827970;21.067,29;8191940033087
2010-02-28;21.150,78;5436782583294;23.946,85;4452096751573;23.165,70;6250403197752;43.142,97;848807827970;21.067,29;8191940033087
2010-03-01;21.231,73;5456003110180;24.054,51;4472616631829;23.257,03;6274826584615;43.286,84;849725489604;21.146,58;8218570327991
2010-03-02;21.241,03;5457603109498;24.075,70;4476638072817;23.269,36;6277949414877;43.280,01;849585102043;21.159,14;8220224103895
2010-03-03;21.297,85;5471183371422;24.161,61;4491795824854;23.357,65;6303612157870;43.421,88;853077793354;21.229,11;8247383420291
2010-03-04;21.272,91;5464384177305;24.151,13;4490077972461;23.354,23;6302865686486;43.427,45;852924424871;21.227,05;8246746799203
2010-03-05;21.260,17;5460915073478;24.122,97;4483839445204;23.330,75;6293832347498;43.425,12;852710324276;21.204,92;8239632233979
2010-03-06;21.260,17;5460915073478;24.122,97;4483839445204;23.330,75;6293832347498;43.425,12;852710324276;21.204,92;8239632233979
2010-03-07;21.260,17;5460915073478;24.122,97;4483839445204;23.330,75;6293832347498;43.425,12;852710324276;21.204,92;8239632233979
2010-03-08;21.345,09;5483267760213;24.204,88;4499191175298;23.412,81;6316615129118;43.543,81;855087015016;21.265,55;8263082750719
2010-03-09;21.373,81;5491563867857;24.244,71;4505365314649;23.466,42;6330395269094;43.621,19;856592131659;21.301,96;8275644151747
2010-03-10;21.416,55;5502122728414;24.267,02;4509808823234;23.497,90;6339699820507;43.683,51;857723031330;21.333,22;8286167963994
2010-03-11;21.484,85;5517958639834;24.332,11;4521879932449;23.577,36;6360862784393;43.789,33;859924605160;21.397,55;8311316811081
2010-03-12;21.543,14;5532447348631;24.394,03;4532455018545;23.648,36;6382156857932;43.878,53;861559884921;21.455,87;8337064126094
2010-03-13;21.543,14;5532447348631;24.394,03;4532455018545;23.648,36;6382156857932;43.878,53;861559884921;21.455,87;8337064126094
2010-03-14;21.543,14;5532447348631;24.394,03;4532455018545;23.648,36;6382156857932;43.878,53;861559884921;21.455,87;8337064126094
2010-03-15;21.513,81;5531355056757;24.358,26;4532728997994;23.631,08;6385503627208;43.855,95;858606899463;21.427,51;8336000387970
2010-03-16;21.460,01;5519289544391;24.294,05;4522286698260;23.564,81;6370609382273;43.761,88;858421633505;21.376,96;8316422702664
2010-03-17;21.559,41;5546418833003;24.405,46;4544511778643;23.687,39;6407112133185;43.925,81;862248064345;21.477,80;8358291708417
2010-03-18;21.684,40;5580477597300;24.560,58;4574755545723;23.829,44;6443660285501;44.148,99;866981796534;21.606,07;8411453496260
2010-03-19;21.653,29;5572877146169;24.517,60;4568496920565;23.783,77;6431471431449;44.092,91;865968717880;21.574,28;8400188477486
2010-03-20;21.653,29;5572877146169;24.517,60;4568496920565;23.783,77;6431471431449;44.092,91;865968717880;21.574,28;8400188477486
2010-03-21;21.653,29;5572877146169;24.517,60;4568496920565;23.783,77;6431471431449;44.092,91;865968717880;21.574,28;8400188477486
2010-03-22;21.624,75;5565933975456;24.477,23;4561611095427;23.733,74;6418201608772;44.000,57;864218045945;21.531,68;8383725149331
2010-03-23;21.649,22;5572174020734;24.490,72;4565066371636;23.751,89;6423711741739;44.055,79;865390465916;21.552,32;8392010167459
2010-03-24;21.691,10;5583555610591;24.541,97;4575274314505;23.807,94;6439543123755;44.121,23;866820633897;21.600,21;8410727696918
2010-03-25;21.667,98;5577440924198;24.521,36;4573669815331;23.764,17;6429236905062;44.060,92;865753182943;21.564,32;8396613808717
2010-03-26;21.648,98;5573479046739;24.513,99;4572722295943;23.744,05;6422953855004;44.031,73;865207917114;21.544,94;8389724325640
2010-03-27;21.648,98;5573479046739;24.513,99;4572722295943;23.744,05;6422953855004;44.031,73;865207917114;21.544,94;8389724325640
2010-03-28;21.648,98;5573479046739;24.513,99;4572722295943;23.744,05;6422953855004;44.031,73;865207917114;21.544,94;8389724325640
2010-03-29;21.657,93;5575800641745;24.525,72;4575857280210;23.756,18;6427557098415;44.043,29;865452863595;21.554,39;8389808282903
2010-03-30;21.728,22;5593273794176;24.605,49;4591497881044;23.837,07;6447754086665;44.149,22;867579131389;21.622,78;8416498273999
2010-03-31;21.746,76;5596152399488;24.624,73;4593042862420;23.847,95;6447189891230;44.188,08;867321424345;21.631,99;8421292681529
2010-04-01;21.744,05;5594503938510;24.611,01;4590890444935;23.850,55;6447107850265;44.203,57;865747330844;21.624,27;8414979691556
2010-04-02;21.744,05;5594503938510;24.611,01;4590890444935;23.850,55;6447107850265;44.203,57;865747330844;21.624,27;8414979691556
2010-04-03;21.744,05;5594503938510;24.611,01;4590890444935;23.850,55;6447107850265;44.203,57;865747330844;21.624,27;8414979691556
2010-04-04;21.744,05;5594503938510;24.611,01;4590890444935;23.850,55;6447107850265;44.203,57;865747330844;21.624,27;8414979691556
2010-04-05;21.819,61;5612099836828;24.704,58;4608178880898;23.942,04;6471713574928;44.353,50;870001839337;21.706,91;8442357100260
2010-04-06;21.859,25;5621764783342;24.751,17;4615597865136;23.976,15;6481957112190;44.426,44;871540747082;21.745,47;8456623435374
2010-04-07;21.938,88;5642002753994;24.848,88;4633417891987;24.066,13;6505643606757;44.552,67;874089586012;21.817,90;8485473343130
2010-04-08;21.905,78;5633328228256;24.810,30;4626587980820;24.041,10;6499646102677;44.510,33;872983470166;21.789,75;8475376635046
2010-04-09;21.854,21;5620146942468;24.752,11;4616509233569;23.960,69;6477027807408;44.399,97;870792797915;21.735,92;8456319078256
2010-04-10;21.854,21;5620146942468;24.752,11;4616509233569;23.960,69;6477027807408;44.399,97;870792797915;21.735,92;8456319078256
2010-04-11;21.854,21;5620146942468;24.752,11;4616509233569;23.960,69;6477027807408;44.399,97;870792797915;21.735,92;8456319078256
2010-04-12;21.883,11;5626673893789;24.805,34;4624578542922;24.008,00;6487852930508;44.471,18;872329183126;21.771,85;8470499892705
2010-04-13;21.883,57;5627478669029;24.810,63;4626486990248;24.018,81;6491063504134;44.493,83;872616116834;21.782,55;8475421862257
2010-04-14;21.855,98;5622141845477;24.782,51;4624264102807;23.984,68;6485591314748;44.431,64;871642520607;21.752,10;8464972500572
2010-04-15;21.939,37;5642849008005;24.875,24;4648417162713;24.072,67;6509096826266;44.579,11;871088441406;21.836,84;8495579196997
2010-04-16;22.021,11;5665289905988;24.938,71;4663338300039;24.136,07;6529798758846;44.678,50;875355018336;21.909,57;8522474123635
2010-04-17;22.021,11;5665289905988;24.938,71;4663338300039;24.136,07;6529798758846;44.678,50;875355018336;21.909,57;8522474123635
2010-04-18;22.021,11;5665289905988;24.938,71;4663338300039;24.136,07;6529798758846;44.678,50;875355018336;21.909,57;8522474123635
2010-04-19;21.924,49;5647398182780;24.820,66;4643047832841;24.036,87;6512781762124;44.507,63;872371490707;21.807,55;8500073967219
2010-04-20;21.858,74;5631036886983;24.749,76;4630844885168;23.951,62;6489960390209;44.380,36;870444094339;21.739,54;8474426179450
2010-04-21;21.982,86;5662352053387;24.887,56;4656958031001;24.075,48;6524113076276;44.563,43;874209308431;21.851,65;8518561212726
2010-04-22;21.971,99;5658525629588;24.868,26;4654193517562;24.061,89;6519189227894;44.550,87;874100407538;21.837,05;8512535894116
2010-04-23;21.900,67;5640286957329;24.795,08;4641412337425;23.984,16;6498293418583;44.417,20;871518001752;21.769,42;8486204966213
2010-04-24;21.900,67;5640286957329;24.795,08;4641412337425;23.984,16;6498293418583;44.417,20;871518001752;21.769,42;8486204966213
2010-04-25;21.900,67;5640286957329;24.795,08;4641412337425;23.984,16;6498293418583;44.417,20;871518001752;21.769,42;8486204966213
2010-04-26;21.954,88;5653763049910;24.867,50;4656071328100;24.031,20;6509735189213;44.522,59;873621026003;21.816,98;8503635025673
2010-04-27;21.981,56;5665573613775;24.887,44;4660685986788;24.051,60;6516902270861;44.557,42;874232553869;21.841,80;8513440411530
2010-04-28;21.853,61;5633285497724;24.783,74;4641826893370;23.909,27;6477517747851;44.347,26;870252979653;21.717,15;8462410526753
2010-04-29;21.851,76;5631022250784;24.760,81;4638558658153;23.914,25;6477895121078;44.316,20;869703357153;21.717,74;8463383574690
2010-04-30;21.919,79;5644464083018;24.823,21;4647282414730;23.981,70;6493804741803;44.440,37;871046333578;21.782,85;8489754654940
2010-05-01;21.919,79;5644464083018;24.823,21;4647282414730;23.981,70;6493804741803;44.440,37;871046333578;21.782,85;8489754654940
2010-05-02;21.919,79;5644464083018;24.823,21;4647282414730;23.981,70;6493804741803;44.440,37;871046333578;21.782,85;8489754654940
2010-05-03;21.894,03;5635111199819;24.803,44;4641453168428;23.966,86;6490725158065;44.424,40;868632187337;21.751,82;8472825837113
2010-05-04;21.900,56;5630963877766;24.809,42;4641843827961;23.973,93;6492282986562;44.440,42;868991189604;21.763,56;8471961858883
2010-05-05;21.777,86;5599087713362;24.702,34;4622125880250;23.843,07;6456678596819;44.243,99;866322708060;21.649,83;8426820143956
2010-05-06;21.661,94;5569709215557;24.583,32;4599262082499;23.729,09;6427393918810;44.025,02;862042431486;21.544,46;8386794259959
2010-05-07;21.439,39;5512229138637;24.384,79;4562352506908;23.498,93;6362450594613;43.667,97;854894905351;21.333,21;8303301885412
2010-05-08;21.439,39;5512229138637;24.384,79;4562352506908;23.498,93;6362450594613;43.667,97;854894905351;21.333,21;8303301885412
2010-05-09;21.439,39;5512229138637;24.384,79;4562352506908;23.498,93;6362450594613;43.667,97;854894905351;21.333,21;8303301885412
2010-05-10;21.337,62;5486367815339;24.277,89;4541775470862;23.386,09;6330406234598;43.484,96;851361102601;21.235,41;8264844724915
2010-05-11;21.604,02;5554834308011;24.579,41;4598585089520;23.653,36;6401082845385;43.920,74;859968278631;21.486,43;8362432990022
2010-05-12;21.632,24;5560257269026;24.617,90;4608156281497;23.678,68;6409441534499;43.997,57;861510675390;21.514,99;8372554381154
2010-05-13;21.691,56;5576006202528;24.676,57;4619843887336;23.729,15;6417594710457;44.079,19;863578903538;21.567,66;8395685531057
2010-05-14;21.725,79;5586753932270;24.709,49;4626127382959;23.766,99;6430034072321;44.127,94;865247292724;21.605,51;8414913255214
2010-05-15;21.725,79;5586753932270;24.709,49;4626127382959;23.766,99;6430034072321;44.127,94;865247292724;21.605,51;8414913255214
2010-05-16;21.725,79;5586753932270;24.709,49;4626127382959;23.766,99;6430034072321;44.127,94;865247292724;21.605,51;8414913255214
2010-05-17;21.656,96;5574173423330;24.660,27;4624297212806;23.711,86;6426693301181;44.022,95;861384686657;21.547,63;8402728039312
2010-05-18;21.602,07;5560070066525;24.596,21;4612944856880;23.655,61;6415584626776;43.908,77;859184861760;21.485,95;8378862381729
2010-05-19;21.612,44;5563843782791;24.637,39;4623026784546;23.678,60;6422873981811;43.956,38;861152502122;21.504,02;8386590998658
2010-05-20;21.511,04;5537317327111;24.522,03;4603130121814;23.589,89;6396719471553;43.794,44;858153435357;21.407,30;8349249907745
2010-05-21;21.511,04;5537317327111;24.522,03;4603130121814;23.589,89;6396719471553;43.794,44;858153435357;21.407,30;8349249907745
2010-05-22;21.511,04;5537317327111;24.522,03;4603130121814;23.589,89;6396719471553;43.794,44;858153435357;21.407,30;8349249907745
2010-05-23;21.511,04;5537317327111;24.522,03;4603130121814;23.589,89;6396719471553;43.794,44;858153435357;21.407,30;8349249907745
2010-05-24;21.255,47;5472016992447;24.252,95;4553523456976;23.364,80;6335752955289;43.411,60;850702608540;21.180,49;8259564310660
2010-05-25;21.192,53;5455947294448;24.169,99;4537815996904;23.291,62;6316875680739;43.265,05;847838300257;21.102,65;8228382241303
2010-05-26;21.046,21;5417903451634;24.024,49;4508942788082;23.148,47;6278599100779;42.997,24;842351839330;20.959,48;8173204613530
2010-05-27;21.140,76;5442686459148;24.166,43;4535893414740;23.264,54;6302204400036;43.168,17;845647000674;21.062,23;8213171795232
2010-05-28;21.292,77;5481346432571;24.294,90;4561084350391;23.419,64;6343945853414;43.414,81;850483973877;21.192,76;8263904743409
2010-05-29;21.292,77;5481346432571;24.294,90;4561084350391;23.419,64;6343945853414;43.414,81;850483973877;21.192,76;8263904743409
2010-05-30;21.292,77;5481346432571;24.294,90;4561084350391;23.419,64;6343945853414;43.414,81;850483973877;21.192,76;8263904743409
2010-05-31;21.348,99;5492081560740;24.353,01;4566014355775;23.472,89;6352363649998;43.531,08;851609237940;21.244,23;8283858197651
2010-06-01;21.425,32;5507866909374;24.434,98;4581070048597;23.562,06;6375725114978;43.696,56;853243027854;21.326,41;8312208220351
2010-06-02;21.344,73;5485014316154;24.357,31;4564976615593;23.503,53;6358433271350;43.593,04;851460052446;21.262,49;8282053259502
2010-06-03;21.418,69;5503442706974;24.419,95;4576183475583;23.559,81;6372913523424;43.676,42;854256954447;21.323,29;8307527093252
2010-06-04;21.506,56;5526450402846;24.533,57;4597122728985;23.649,57;6394898177477;43.843,53;857516159670;21.408,32;8339432333404
2010-06-05;21.506,56;5526450402846;24.533,57;4597122728985;23.649,57;6394898177477;43.843,53;857516159670;21.408,32;8339432333404
2010-06-06;21.506,56;5526450402846;24.533,57;4597122728985;23.649,57;6394898177477;43.843,53;857516159670;21.408,32;8339432333404
2010-06-07;21.413,10;5501977627423;24.463,37;4582132725279;23.586,29;6376605409907;43.717,55;855128044391;21.346,11;8315076400766
2010-06-08;21.348,09;5486351528875;24.402,09;4569411561993;23.532,44;6362052186942;43.604,25;852936777255;21.295,77;8296409738073
2010-06-09;21.389,43;5496203526757;24.429,11;4574889930380;23.564,25;6374301616311;43.646,18;853653150782;21.321,90;8305128747138
2010-06-10;21.382,18;5493487517992;24.436,27;4577158801887;23.577,08;6375758442103;43.681,75;854432165952;21.319,99;8306615767684
2010-06-11;21.471,86;5513569864766;24.543,82;4595042123156;23.658,39;6397369135502;43.843,23;857353432544;21.395,83;8337026942184
2010-06-12;21.471,86;5513569864766;24.543,82;4595042123156;23.658,39;6397369135502;43.843,23;857353432544;21.395,83;8337026942184
2010-06-13;21.471,86;5513569864766;24.543,82;4595042123156;23.658,39;6397369135502;43.843,23;857353432544;21.395,83;8337026942184
2010-06-14;21.519,16;5528999363059;24.598,57;4603376852868;23.716,59;6414306875409;43.941,89;859631749494;21.446,29;8366825504456
2010-06-15;21.593,29;5550186813584;24.683,06;4627614264294;23.801,52;6440004829804;44.117,16;860717183751;21.510,59;8393270735262
2010-06-16;21.699,55;5580658875175;24.786,89;4649280637027;23.892,84;6469081451829;44.284,87;864551021625;21.606,99;8433235920510
2010-06-17;21.698,42;5583535293921;24.778,77;4651536081683;23.890,19;6470716546909;44.296,98;866565703279;21.599,82;8434170492871
2010-06-18;21.743,28;5596659820461;24.848,50;4665803868657;23.930,97;6487026960606;44.394,81;868470527303;21.647,95;8453633041387
2010-06-19;21.743,28;5596659820461;24.848,50;4665803868657;23.930,97;6487026960606;44.394,81;868470527303;21.647,95;8453633041387
2010-06-20;21.743,28;5596659820461;24.848,50;4665803868657;23.930,97;6487026960606;44.394,81;868470527303;21.647,95;8453633041387
2010-06-21;21.856,91;5626266188674;24.972,33;4689276019885;24.024,70;6513875274517;44.562,11;871661996198;21.751,37;8493562068452
2010-06-22;21.959,83;5653463349247;25.084,29;4711758933496;24.121,96;6539243702276;44.749,59;875190170161;21.841,63;8529827893073
2010-06-23;21.911,67;5641069808923;25.032,33;4703085224424;24.068,39;6525905143162;44.677,59;873934015501;21.794,86;8512249292819
2010-06-24;21.896,06;5634845878695;25.021,02;4703623755793;24.054,62;6524627950176;44.654,46;873579723990;21.785,20;8509918710186
2010-06-25;21.894,97;5635738125111;24.986,25;4697997566051;24.039,57;6521077134148;44.619,22;873067434036;21.765,99;8499987161933
2010-06-26;21.894,97;5635738125111;24.986,25;4697997566051;24.039,57;6521077134148;44.619,22;873067434036;21.765,99;8499987161933
2010-06-27;21.894,97;5635738125111;24.986,25;4697997566051;24.039,57;6521077134148;44.619,22;873067434036;21.765,99;8499987161933
2010-06-28;21.894,97;5635738125111;24.986,25;4697997566051;24.039,57;6521077134148;44.619,22;873067434036;21.765,99;8499987161933
2010-06-29;21.903,60;5636791580607;24.993,52;4700435166764;24.059,08;6529036054121;44.661,74;873992578678;21.792,13;8510255894270
2010-06-30;21.783,79;5602723493952;24.829,88;4668748840989;23.902,92;6484493806874;44.401,68;868039303239;21.646,74;8454571945542
2010-07-01;21.798,26;5603444413011;24.829,19;4674387794836;23.909,75;6486741630847;44.412,01;866380657550;21.651,89;8451510667259
2010-07-02;21.712,75;5580338990899;24.736,48;4656426376955;23.845,44;6468791469777;44.301,29;864263234605;21.572,14;8414552099730
2010-07-03;21.712,75;5580338990899;24.736,48;4656426376955;23.845,44;6468791469777;44.301,29;864263234605;21.572,14;8414552099730
2010-07-04;21.712,75;5580338990899;24.736,48;4656426376955;23.845,44;6468791469777;44.301,29;864263234605;21.572,14;8414552099730
2010-07-05;21.666,24;5567806437538;24.688,71;4646410083546;23.794,30;6455304380673;44.239,30;863110821200;21.534,54;8399140435831
2010-07-06;21.674,24;5569825362141;24.693,66;4645024422394;23.786,30;6448891733436;44.235,00;864854862598;21.535,71;8401435576215
2010-07-07;21.741,23;5585718933118;24.786,11;4660819820912;23.865,78;6472327873692;44.386,52;867528663451;21.606,69;8428102779894
2010-07-08;21.850,46;5613808343542;24.924,59;4686709963085;23.972,60;6499845255263;44.592,79;871730895550;21.717,20;8472835535945
2010-07-09;21.964,13;5642232957729;25.061,86;4711263577116;24.085,68;6530660390669;44.802,46;875894669871;21.821,39;8509856389703
2010-07-10;21.964,13;5642232957729;25.061,86;4711263577116;24.085,68;6530660390669;44.802,46;875894669871;21.821,39;8509856389703
2010-07-11;21.964,13;5642232957729;25.061,86;4711263577116;24.085,68;6530660390669;44.802,46;875894669871;21.821,39;8509856389703
2010-07-12;22.052,74;5665502036602;25.169,53;4728660594420;24.172,52;6552227643291;44.972,87;879313622850;21.907,89;8542057628920
2010-07-13;22.063,26;5667409262640;25.183,27;4732358999242;24.190,42;6559368604556;44.992,98;879411157763;21.922,36;8548991114162
2010-07-14;22.110,18;5681819254273;25.227,76;4744826760482;24.224,45;6573043300590;45.071,05;881349884964;21.963,56;8565475766501
2010-07-15;22.147,74;5695460494811;25.267,28;4762754407523;24.266,35;6589028328359;45.154,92;881188352694;22.000,25;8578656554964
2010-07-16;22.147,74;5695460494811;25.267,28;4762754407523;24.266,35;6589028328359;45.154,92;881188352694;22.000,25;8578656554964
2010-07-17;22.147,74;5695460494811;25.267,28;4762754407523;24.266,35;6589028328359;45.154,92;881188352694;22.000,25;8578656554964
2010-07-18;22.147,74;5695460494811;25.267,28;4762754407523;24.266,35;6589028328359;45.154,92;881188352694;22.000,25;8578656554964
2010-07-19;22.027,56;5672144358517;25.129,52;4740714509306;24.147,43;6565692931065;44.975,47;878686823317;21.885,37;8551554678938
2010-07-20;22.034,86;5675322889913;25.129,22;4742060211059;24.149,32;6568405711706;44.986,77;878869203602;21.884,98;8554115825265
2010-07-21;22.074,97;5685414045731;25.183,76;4753978207488;24.212,53;6585692364136;45.071,48;882444617433;21.941,07;8577400635422
2010-07-22;22.083,09;5688086313135;25.207,07;4760519889348;24.237,35;6595800287172;45.101,19;882985259578;21.952,58;8581831245093
2010-07-23;22.155,43;5706688632769;25.278,18;4775273344666;24.312,28;6617111545435;45.247,55;885992562797;22.012,91;8605656568215
2010-07-24;22.155,43;5706688632769;25.278,18;4775273344666;24.312,28;6617111545435;45.247,55;885992562797;22.012,91;8605656568215
2010-07-25;22.155,43;5706688632769;25.278,18;4775273344666;24.312,28;6617111545435;45.247,55;885992562797;22.012,91;8605656568215
2010-07-26;22.221,60;5724017798832;25.367,07;4793586079396;24.380,90;6634762805172;45.386,05;888766234963;22.084,93;8634638576795
2010-07-27;22.297,60;5744485429083;25.455,55;4812039793745;24.459,29;6657001771188;45.541,74;891809046443;22.157,13;8663544171781
2010-07-28;22.349,23;5758552678484;25.519,37;4824017632482;24.516,36;6671516607240;45.646,74;893921449197;22.211,33;8684672234863
