
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-06-24;14.784,22;992287129344;14.840,13;1282051030988;14.133,46;1936581887160;14.122,95;251174426367;14.407,96;2457009358794;14.323,59;864745239303
2005-06-25;14.784,22;992287129344;14.840,13;1282051030988;14.133,46;1936581887160;14.122,95;251174426367;14.407,96;2457009358794;14.323,59;864745239303
2005-06-26;14.784,22;992287129344;14.840,13;1282051030988;14.133,46;1936581887160;14.122,95;251174426367;14.407,96;2457009358794;14.323,59;864745239303
2005-06-27;14.784,22;992287129344;14.840,13;1282051030988;14.133,46;1936581887160;14.122,95;251174426367;14.407,96;2457009358794;14.323,59;864745239303
2005-06-28;14.739,59;989313743070;14.798,15;1278992522254;14.092,46;1934082880002;14.073,06;250482138675;14.353,80;2450673298359;14.280,38;864560034211
2005-06-29;14.698,55;986408934104;14.756,15;1275990962208;14.049,65;1928157948562;14.034,51;250061398777;14.317,76;2445967154004;14.239,84;862075520777
2005-06-30;14.728,33;987439589725;14.790,19;1276762240157;14.079,50;1932786594672;14.064,18;249986872024;14.349,58;2453727106913;14.267,48;862924629372
2005-07-01;14.733,84;988159653974;14.789,25;1278668005722;14.086,81;1936020918552;14.073,26;247944297509;14.352,13;2454064419336;14.271,53;861316734672
2005-07-02;14.733,84;988159653974;14.789,25;1278668005722;14.086,81;1936020918552;14.073,26;247944297509;14.352,13;2454064419336;14.271,53;861316734672
2005-07-03;14.733,84;988159653974;14.789,25;1278668005722;14.086,81;1936020918552;14.073,26;247944297509;14.352,13;2454064419336;14.271,53;861316734672
2005-07-04;14.698,31;985824466306;14.752,14;1275635163177;14.046,16;1930337056712;14.037,93;249571197584;14.315,85;2440916339943;14.234,40;859133274711
2005-07-05;14.746,74;989075487841;14.804,78;1280498650332;14.092,25;1936507034758;14.078,15;250287762777;14.356,90;2447661482527;14.279,00;861764149886
2005-07-06;14.735,09;988298004899;14.791,06;1279743636167;14.083,22;1934727617737;14.069,40;250183249303;14.341,36;2444980147309;14.269,91;861072101233
2005-07-07;14.750,75;989267388688;14.810,49;1281733601966;14.101,48;1938852630893;14.088,83;250527211685;14.361,19;2448366497829;14.289,70;862354735980
2005-07-08;14.754,81;989546137695;14.802,43;1281489119764;14.104,83;1939241707860;14.090,72;250560038379;14.361,92;2448869961649;14.290,92;862411543129
2005-07-09;14.754,81;989546137695;14.802,43;1281489119764;14.104,83;1939241707860;14.090,72;250560038379;14.361,92;2448869961649;14.290,92;862411543129
2005-07-10;14.754,81;989546137695;14.802,43;1281489119764;14.104,83;1939241707860;14.090,72;250560038379;14.361,92;2448869961649;14.290,92;862411543129
2005-07-11;14.718,15;987086935913;14.767,41;1278901568240;14.067,24;1934324021395;14.057,86;249919738351;14.326,84;2442906716117;14.257,41;860352887544
2005-07-12;14.777,77;991168055601;14.829,64;1284919114185;14.122,65;1941953324719;14.114,01;250941174492;14.387,58;2453192894258;14.314,41;863955003026
2005-07-13;14.820,75;994020485225;14.873,33;1289149184804;14.167,11;1948510655293;14.160,71;251795167640;14.428,61;2460705201594;14.361,88;866792707864
2005-07-14;14.863,55;997069740869;14.923,81;1294527035723;14.202,92;1954445633465;14.206,73;252618352981;14.470,82;2467884879195;14.406,07;870150832708
2005-07-15;14.892,55;1001392910502;14.944,73;1302727228006;14.229,38;1960798984845;14.235,20;249281605224;14.499,30;2467795846212;14.429,34;870668292421
2005-07-16;14.892,55;1001392910502;14.944,73;1302727228006;14.229,38;1960798984845;14.235,20;249281605224;14.499,30;2467795846212;14.429,34;870668292421
2005-07-17;14.892,55;1001392910502;14.944,73;1302727228006;14.229,38;1960798984845;14.235,20;249281605224;14.499,30;2467795846212;14.429,34;870668292421
2005-07-18;14.898,71;1005031320320;14.957,76;1304262492250;14.236,83;1968131263361;14.241,58;252856140541;14.506,31;2473063825799;14.431,12;870798346446
2005-07-19;14.865,99;1003220524434;14.921,98;1301156143040;14.202,47;1963265580551;14.214,71;252736592300;14.474,82;2467696139511;14.403,70;869136778500
2005-07-20;14.882,32;1004857601896;14.939,24;1304727497266;14.219,91;1965851006774;14.230,33;253013204691;14.485,48;2472450646535;14.418,07;869998399872
2005-07-21;14.980,31;1010875625446;15.033,85;1314489441691;14.317,19;1982283620237;14.330,91;254913659346;14.583,56;2490517842233;14.517,71;878452116208
2005-07-22;14.957,81;1009741837721;15.008,69;1314011012381;14.289,70;1978523085496;14.310,55;254551055054;14.560,45;2487243282081;14.493,68;876991291605
2005-07-23;14.957,81;1009741837721;15.008,69;1314011012381;14.289,70;1978523085496;14.310,55;254551055054;14.560,45;2487243282081;14.493,68;876991291605
2005-07-24;14.957,81;1009741837721;15.008,69;1314011012381;14.289,70;1978523085496;14.310,55;254551055054;14.560,45;2487243282081;14.493,68;876991291605
2005-07-25;14.979,74;1011266782754;15.033,93;1317057352693;14.310,71;1983818816295;14.332,34;254975602184;14.582,02;2494048246208;14.513,49;878181410307
2005-07-26;15.034,26;1015414408123;15.094,24;1323189277730;14.361,96;1990990249120;14.383,46;255903611429;14.635,72;2504272947711;14.568,04;881433986216
2005-07-27;14.992,05;1012681672392;15.048,22;1319515067177;14.319,91;1986019511327;14.346,05;255450560274;14.595,22;2497462724477;14.529,58;878990822443
2005-07-28;15.011,99;1014057271578;15.064,09;1321158149638;14.336,28;1992525890199;14.367,34;256104942281;14.619,29;2503083734016;14.550,86;880264886615
2005-07-29;15.070,97;1016359445923;15.121,74;1324709491032;14.396,51;1999954977633;14.422,41;256516721619;14.672,64;2514037206465;14.607,54;885190862645
2005-07-30;15.070,97;1016359445923;15.121,74;1324709491032;14.396,51;1999954977633;14.422,41;256516721619;14.672,64;2514037206465;14.607,54;885190862645
2005-07-31;15.070,97;1016359445923;15.121,74;1324709491032;14.396,51;1999954977633;14.422,41;256516721619;14.672,64;2514037206465;14.607,54;885190862645
2005-08-01;15.116,35;1019422862485;15.163,40;1332704534172;14.436,48;2006267203387;14.466,77;255235776350;14.710,85;2519085299306;14.649,38;884985392070
2005-08-02;15.149,72;1021673394177;15.183,11;1336268130776;14.469,02;2010898296791;14.499,01;255813226719;14.742,63;2515759999577;14.681,22;887726706714
2005-08-03;15.205,28;1025935025435;15.240,05;1342622248752;14.515,18;2017546953864;14.552,03;259332824511;14.794,56;2524483450370;14.733,55;891078639619
2005-08-04;15.269,48;1030001319689;15.306,65;1349641703840;14.571,55;2029960232956;14.611,79;260397277167;14.853,15;2534537757189;14.793,50;894696574184
2005-08-05;15.200,76;1025448042709;15.238,07;1344545615874;14.507,20;2021117630287;14.548,16;259831849150;14.795,49;2524570413227;14.731,19;891047236413
2005-08-06;15.200,76;1025448042709;15.238,07;1344545615874;14.507,20;2021117630287;14.548,16;259831849150;14.795,49;2524570413227;14.731,19;891047236413
2005-08-07;15.200,76;1025448042709;15.238,07;1344545615874;14.507,20;2021117630287;14.548,16;259831849150;14.795,49;2524570413227;14.731,19;891047236413
2005-08-08;15.116,09;1019737233400;15.139,66;1336500204406;14.415,78;2008237233165;14.460,61;258268226638;14.698,43;2508120855944;14.638,01;885388750291
2005-08-09;15.132,97;1020949854322;15.147,77;1338110536177;14.429,08;2010431025784;14.471,46;258467045552;14.706,67;2509410083685;14.649,91;886202129902
2005-08-10;15.178,98;1024118558708;15.194,13;1342873818993;14.475,33;2016930632196;14.516,61;259319314839;14.751,47;2516880696659;14.695,35;889069528797
2005-08-11;15.169,97;1023571648043;15.179,33;1341857206023;14.465,18;2018935858318;14.506,43;259162490193;14.744,07;2515581968291;14.685,50;888465756839
2005-08-12;15.172,82;1023654467850;15.185,72;1343007173330;14.468,50;2019701021223;14.503,00;259101827456;14.747,70;2517434815576;14.689,57;888935103141
2005-08-13;15.172,82;1023654467850;15.185,72;1343007173330;14.468,50;2019701021223;14.503,00;259101827456;14.747,70;2517434815576;14.689,57;888935103141
2005-08-14;15.172,82;1023654467850;15.185,72;1343007173330;14.468,50;2019701021223;14.503,00;259101827456;14.747,70;2517434815576;14.689,57;888935103141
2005-08-15;15.172,82;1023654467850;15.185,72;1343007173330;14.468,50;2019701021223;14.503,00;259101827456;14.747,70;2517434815576;14.689,57;888935103141
2005-08-16;15.158,83;1023917062152;15.184,79;1349471698568;14.460,68;2019556966071;14.493,97;253291139064;14.743,55;2517429722511;14.682,86;886216318030
2005-08-17;15.096,59;1020145735895;15.120,97;1345079565674;14.400,65;2011117068702;14.433,56;255401264659;14.687,55;2507893945656;14.621,64;883125442668
2005-08-18;15.095,39;1021030115599;15.115,79;1347414517964;14.396,42;2016871195704;14.422,75;255791012920;14.682,51;2507076422248;14.615,00;882723167169
2005-08-19;15.148,45;1026564447962;15.170,94;1354659775483;14.441,18;2023176124499;14.467,32;256600415230;14.731,58;2515420055248;14.662,17;885568248630
2005-08-20;15.148,45;1026564447962;15.170,94;1354659775483;14.441,18;2023176124499;14.467,32;256600415230;14.731,58;2515420055248;14.662,17;885568248630
2005-08-21;15.148,45;1026564447962;15.170,94;1354659775483;14.441,18;2023176124499;14.467,32;256600415230;14.731,58;2515420055248;14.662,17;885568248630
2005-08-22;15.153,61;1026941148416;15.169,57;1355508134325;14.449,88;2027730556794;14.467,98;256716481057;14.739,42;2520978668948;14.666,93;885846481750
2005-08-23;15.073,08;1021876016266;15.084,66;1349361369413;14.374,28;2019617272179;14.393,58;255382504004;14.665,89;2508576981392;14.590,30;883171922524
2005-08-24;15.158,35;1027538293338;15.172,15;1358391617970;14.449,44;2030209558611;14.468,53;256743841225;14.743,56;2524957643126;14.669,28;887943537746
2005-08-25;15.213,85;1031434359195;15.227,83;1364776880478;14.503,53;2040033384475;14.520,19;257721776015;14.797,13;2537949020187;14.723,66;891125780824
2005-08-26;15.122,61;1025460969459;15.131,58;1357183345814;14.418,95;2030374663723;14.439,27;256362468415;14.709,99;2523692662721;14.637,87;885943198682
2005-08-27;15.122,61;1025460969459;15.131,58;1357183345814;14.418,95;2030374663723;14.439,27;256362468415;14.709,99;2523692662721;14.637,87;885943198682
2005-08-28;15.122,61;1025460969459;15.131,58;1357183345814;14.418,95;2030374663723;14.439,27;256362468415;14.709,99;2523692662721;14.637,87;885943198682
2005-08-29;15.164,17;1028303974748;15.177,78;1361852068508;14.451,72;2035064965011;14.476,67;257162600409;14.746,74;2530985186067;14.676,59;888275707233
2005-08-30;15.173,19;1029120607854;15.188,09;1363235307400;14.459,70;2036279949915;14.478,04;257348517167;14.755,23;2534314341519;14.685,42;888806050145
2005-08-31;15.102,88;1023331845971;15.118,90;1354597696484;14.392,51;2024507302078;14.417,25;255487779793;14.693,93;2523795580868;14.620,81;886690590504
2005-09-01;15.088,24;1021659029339;15.094,89;1358805630162;14.387,71;2026002104782;14.398,24;252454193498;14.681,56;2520393152392;14.603,69;880948517923
2005-09-02;15.161,20;1026529963440;15.175,36;1366485225712;14.458,86;2035980883529;14.466,71;255074004363;14.751,81;2523081572816;14.679,27;885639544959
2005-09-03;15.161,20;1026529963440;15.175,36;1366485225712;14.458,86;2035980883529;14.466,71;255074004363;14.751,81;2523081572816;14.679,27;885639544959
2005-09-04;15.161,20;1026529963440;15.175,36;1366485225712;14.458,86;2035980883529;14.466,71;255074004363;14.751,81;2523081572816;14.679,27;885639544959
2005-09-05;15.166,50;1026791277129;15.178,24;1367440089106;14.466,91;2036907964677;14.477,50;255688630932;14.756,11;2526630548478;14.683,34;885837180568
2005-09-06;15.205,84;1029476322313;15.213,98;1371326423898;14.505,36;2042597627327;14.511,11;257282460681;14.794,12;2533115302144;14.719,78;888675885337
2005-09-07;15.216,39;1030931120019;15.226,91;1373612606504;14.512,03;2043507641912;14.516,89;257390517671;14.798,61;2533802529747;14.728,68;889220798428
2005-09-08;15.287,39;1035475505539;15.307,39;1381222902382;14.579,66;2055438299777;14.581,72;258537999925;14.861,33;2544564114705;14.793,01;892944250444
2005-09-09;15.227,99;1031553350759;15.250,90;1376704990478;14.521,47;2047066867002;14.531,30;257645221304;14.802,66;2534401926666;14.740,09;889690461800
2005-09-10;15.227,99;1031553350759;15.250,90;1376704990478;14.521,47;2047066867002;14.531,30;257645221304;14.802,66;2534401926666;14.740,09;889690461800
2005-09-11;15.227,99;1031553350759;15.250,90;1376704990478;14.521,47;2047066867002;14.531,30;257645221304;14.802,66;2534401926666;14.740,09;889690461800
2005-09-12;15.283,49;1035312337608;15.293,06;1380650330774;14.573,36;2054566419272;14.584,30;258609777900;14.861,30;2545474477277;14.790,53;892861955574
2005-09-13;15.340,95;1039195665188;15.360,78;1387667276346;14.626,86;2062096880189;14.639,18;259582332761;14.918,14;2555949741683;14.847,33;896241369235
2005-09-14;15.379,87;1042166064109;15.397,65;1391371481672;14.663,66;2067935692428;14.672,68;260178630232;14.952,44;2561811784880;14.882,17;898385272445
2005-09-15;15.330,89;1040207144920;15.338,79;1393312214856;14.618,37;2063219289647;14.628,57;254560074744;14.905,90;2548287105148;14.831,40;892997654850
2005-09-16;15.344,18;1043779797971;15.356,02;1396793492421;14.625,50;2064377359703;14.648,21;255501628094;14.922,85;2551176486827;14.847,07;894218252453
2005-09-17;15.344,18;1043779797971;15.356,02;1396793492421;14.625,50;2064377359703;14.648,21;255501628094;14.922,85;2551176486827;14.847,07;894218252453
2005-09-18;15.344,18;1043779797971;15.356,02;1396793492421;14.625,50;2064377359703;14.648,21;255501628094;14.922,85;2551176486827;14.847,07;894218252453
2005-09-19;15.344,18;1043779797971;15.356,02;1396793492421;14.625,50;2064377359703;14.648,21;255501628094;14.922,85;2551176486827;14.847,07;894218252453
2005-09-20;15.353,36;1044424360491;15.359,10;1398456439853;14.634,67;2071756766623;14.659,65;259202187195;14.924,61;2555786152703;14.852,76;894556916271
2005-09-21;15.432,48;1051139514395;15.435,70;1406883909372;14.704,98;2081736976430;14.732,19;260576631415;15.000,30;2569158794019;14.925,17;899733368814
2005-09-22;15.477,33;1054145235706;15.468,27;1410441039505;14.746,54;2088192932220;14.767,26;261683372134;15.040,50;2579564339560;14.963,16;902010129673
2005-09-23;15.515,54;1057485290916;15.507,14;1414861388012;14.781,14;2095494388125;14.802,78;262312260156;15.074,26;2585814051925;14.997,69;904087526506
2005-09-24;15.515,54;1057485290916;15.507,14;1414861388012;14.781,14;2095494388125;14.802,78;262312260156;15.074,26;2585814051925;14.997,69;904087526506
2005-09-25;15.515,54;1057485290916;15.507,14;1414861388012;14.781,14;2095494388125;14.802,78;262312260156;15.074,26;2585814051925;14.997,69;904087526506
2005-09-26;15.493,19;1056079158840;15.490,01;1414040575631;14.762,35;2094549694927;14.783,10;261944551762;15.054,63;2586988462229;14.975,12;905868767877
2005-09-27;15.503,71;1057241169633;15.493,16;1414703726742;14.775,89;2096544298653;14.794,03;262238742177;15.068,26;2592481114478;14.985,16;906474314761
2005-09-28;15.527,04;1058969033361;15.518,46;1417015563009;14.795,59;2102688302949;14.815,36;262808409360;15.091,29;2597617361935;15.004,29;907624892277
2005-09-29;15.518,24;1058700660365;15.499,99;1415731883962;14.783,41;2103286938934;14.801,81;262718838324;15.075,32;2596189116695;14.990,65;906725210238
2005-09-30;15.508,39;1055783247695;15.495,11;1413537887640;14.768,76;2098049719692;14.794,98;262092910983;15.065,69;2594683009073;14.984,12;908206428328
2005-10-01;15.508,39;1055783247695;15.495,11;1413537887640;14.768,76;2098049719692;14.794,98;262092910983;15.065,69;2594683009073;14.984,12;908206428328
2005-10-02;15.508,39;1055783247695;15.495,11;1413537887640;14.768,76;2098049719692;14.794,98;262092910983;15.065,69;2594683009073;14.984,12;908206428328
2005-10-03;15.515,58;1056192290046;15.507,73;1417786506349;14.775,41;2099415583715;14.804,59;259402818590;15.071,36;2596952511187;14.990,41;904108371308
2005-10-04;15.551,50;1058752626962;15.546,02;1421110686135;14.816,47;2105224204766;14.840,65;263107590002;15.109,99;2594163376996;15.026,74;907145552699
2005-10-05;15.599,88;1062254168953;15.583,35;1424174829069;14.863,26;2112114858150;14.885,82;264084608029;15.166,17;2603866552678;15.075,82;910059032234
2005-10-06;15.610,94;1062809383745;15.597,21;1424657337644;14.873,92;2116171927906;14.893,93;264270506724;15.167,40;2604176616817;15.083,16;910495523597
2005-10-07;15.508,16;1056063886306;15.498,06;1413716695369;14.786,61;2103759921674;14.799,52;262594437383;15.057,18;2585190418349;14.993,99;905240978216
2005-10-08;15.508,16;1056063886306;15.498,06;1413716695369;14.786,61;2103759921674;14.799,52;262594437383;15.057,18;2585190418349;14.993,99;905240978216
2005-10-09;15.508,16;1056063886306;15.498,06;1413716695369;14.786,61;2103759921674;14.799,52;262594437383;15.057,18;2585190418349;14.993,99;905240978216
2005-10-10;15.508,16;1056063886306;15.498,06;1413716695369;14.786,61;2103759921674;14.799,52;262594437383;15.057,18;2585190418349;14.993,99;905240978216
2005-10-11;15.426,07;1050466865347;15.414,63;1404113345295;14.700,44;2091432707147;14.717,03;261131482156;14.980,27;2571916904338;14.909,49;900024096135
2005-10-12;15.403,25;1049281073809;15.391,44;1401462876228;14.672,20;2087829164632;14.695,81;260762561932;14.944,24;2565701419834;14.875,47;897948396154
2005-10-13;15.436,18;1051566360465;15.420,55;1404011199027;14.707,54;2095209386887;14.722,20;261232485230;14.971,56;2570879390006;14.910,42;900046925488
2005-10-14;15.405,37;1049933255185;15.398,40;1401937388285;14.675,96;2090777314703;14.693,51;260762522122;14.936,98;2564858224341;14.877,97;898079314232
2005-10-15;15.405,37;1049933255185;15.398,40;1401937388285;14.675,96;2090777314703;14.693,51;260762522122;14.936,98;2564858224341;14.877,97;898079314232
2005-10-16;15.405,37;1049933255185;15.398,40;1401937388285;14.675,96;2090777314703;14.693,51;260762522122;14.936,98;2564858224341;14.877,97;898079314232
2005-10-17;15.323,70;1046351589031;15.328,20;1403748730140;14.606,85;2089760262854;14.612,12;255910977906;14.854,75;2548633349955;14.803,21;892706249827
2005-10-18;15.254,44;1042113211674;15.270,49;1398753475298;14.533,77;2079289192834;14.553,31;257602262505;14.788,10;2537224337572;14.733,79;889215558129
2005-10-19;15.254,72;1043763112998;15.274,11;1400716563506;14.534,46;2080336213747;14.558,98;258163932904;14.795,98;2538579171260;14.735,16;889330389330
2005-10-20;15.217,14;1042008743173;15.219,46;1396902787428;14.508,41;2077598660770;14.524,22;257546792593;14.764,53;2533341338899;14.698,21;887096468774
2005-10-21;15.106,21;1035013582761;15.134,91;1389592361358;14.404,41;2062710112720;14.426,94;255882183270;14.661,69;2521310596881;14.594,54;880833637872
2005-10-22;15.106,21;1035013582761;15.134,91;1389592361358;14.404,41;2062710112720;14.426,94;255882183270;14.661,69;2521310596881;14.594,54;880833637872
2005-10-23;15.106,21;1035013582761;15.134,91;1389592361358;14.404,41;2062710112720;14.426,94;255882183270;14.661,69;2521310596881;14.594,54;880833637872
2005-10-24;15.111,43;1035369857909;15.126,68;1389136474844;14.419,95;2066535426933;14.432,22;255972731696;14.671,02;2523430494341;14.606,48;882410194058
2005-10-25;15.147,15;1038134085013;15.164,65;1392592513780;14.455,38;2071681126252;14.456,02;256411242842;14.699,26;2528901082704;14.645,21;884772316438
2005-10-26;15.188,58;1041363423807;15.203,78;1397263696079;14.499,38;2079835390450;14.493,23;257241801557;14.739,30;2539206270763;14.687,24;887310513036
2005-10-27;15.213,78;1043292519050;15.228,51;1400015971204;14.527,17;2087254540360;14.519,66;257786320701;14.761,05;2544450132590;14.706,24;889756487505
2005-10-28;15.188,07;1041631432055;15.199,15;1397593751010;14.494,90;2082676235262;14.487,52;257317991782;14.730,69;2542190438732;14.678,75;888064185537
2005-10-29;15.188,07;1041631432055;15.199,15;1397593751010;14.494,90;2082676235262;14.487,52;257317991782;14.730,69;2542190438732;14.678,75;888064185537
2005-10-30;15.188,07;1041631432055;15.199,15;1397593751010;14.494,90;2082676235262;14.487,52;257317991782;14.730,69;2542190438732;14.678,75;888064185537
2005-10-31;15.050,43;1030024991829;15.059,84;1382426925480;14.356,57;2060525500908;14.354,64;254327511174;14.592,45;2520542355830;14.535,74;879619413503
2005-11-01;15.050,43;1030024991829;15.059,84;1382426925480;14.356,57;2060525500908;14.354,64;254327511174;14.592,45;2520542355830;14.535,74;879619413503
2005-11-02;15.057,49;1030220268731;15.086,57;1386763689304;14.362,70;2061948830919;14.357,53;252507012248;14.603,41;2522150085081;14.541,76;878342478903
2005-11-03;15.216,63;1041380983246;15.229,94;1400202929793;14.514,60;2083728179719;14.505,02;257112084122;14.759,23;2539053558384;14.695,46;888403918457
2005-11-04;15.244,08;1043996317251;15.275,59;1404929466207;14.541,69;2087709923990;14.537,49;257683873105;14.783,83;2543644813482;14.715,30;889596537326
2005-11-05;15.244,08;1043996317251;15.275,59;1404929466207;14.541,69;2087709923990;14.537,49;257683873105;14.783,83;2543644813482;14.715,30;889596537326
2005-11-06;15.244,08;1043996317251;15.275,59;1404929466207;14.541,69;2087709923990;14.537,49;257683873105;14.783,83;2543644813482;14.715,30;889596537326
2005-11-07;15.207,94;1041314118341;15.235,61;1400981137797;14.516,42;2084506615736;14.512,52;257909563070;14.751,99;2538385656450;14.688,43;888190982630
2005-11-08;15.130,12;1035952546010;15.152,34;1393553511888;14.441,89;2073920251022;14.428,84;256419162622;14.678,18;2525688825795;14.611,85;883534561244
2005-11-09;15.117,63;1034999063917;15.143,89;1392607576359;14.431,65;2072107254603;14.411,93;256123026282;14.663,03;2522902086535;14.597,14;882501252488
2005-11-10;15.054,93;1030889943150;15.081,61;1386893572978;14.374,95;2065069944379;14.351,25;255044684042;14.600,20;2512070876687;14.537,64;878878086503
2005-11-11;15.116,79;1035424780751;15.139,97;1392189914662;14.431,42;2072963520190;14.405,16;256032510740;14.656,20;2521776163188;14.592,07;882159056662
2005-11-12;15.116,79;1035424780751;15.139,97;1392189914662;14.431,42;2072963520190;14.405,16;256032510740;14.656,20;2521776163188;14.592,07;882159056662
2005-11-13;15.116,79;1035424780751;15.139,97;1392189914662;14.431,42;2072963520190;14.405,16;256032510740;14.656,20;2521776163188;14.592,07;882159056662
2005-11-14;15.084,74;1033230578288;15.114,84;1389711613397;14.403,17;2069071757473;14.376,33;255518518454;14.627,91;2518472331053;14.563,94;880455000325
2005-11-15;15.163,55;1041009920450;15.192,03;1402699738530;14.481,81;2082257418603;14.450,91;252670188284;14.707,28;2527468896305;14.638,50;882380962180
2005-11-16;15.113,81;1039519595858;15.138,23;1399618986401;14.436,31;2075761572273;14.404,90;255173032272;14.660,46;2519367820200;14.593,46;880080498032
2005-11-17;15.099,21;1039606017030;15.120,94;1399436393804;14.425,79;2074152091776;14.386,13;255474446402;14.646,56;2516984244260;14.576,22;879066494316
2005-11-18;15.143,83;1043393582203;15.174,31;1404783206876;14.473,85;2081145063248;14.433,70;256330869956;14.690,37;2524541095315;14.626,25;882449487929
2005-11-19;15.143,83;1043393582203;15.174,31;1404783206876;14.473,85;2081145063248;14.433,70;256330869956;14.690,37;2524541095315;14.626,25;882449487929
2005-11-20;15.143,83;1043393582203;15.174,31;1404783206876;14.473,85;2081145063248;14.433,70;256330869956;14.690,37;2524541095315;14.626,25;882449487929
2005-11-21;15.278,29;1053190580625;15.314,37;1418032630895;14.599,01;2105754901739;14.561,77;258711326844;14.822,92;2547318583119;14.756,08;890191895457
2005-11-22;15.278,85;1053485985073;15.305,47;1417386373986;14.600,55;2104903496522;14.570,00;258853864195;14.815,63;2551694401998;14.757,24;890259314976
2005-11-23;15.300,02;1055355854419;15.323,00;1419877408345;14.620,75;2109564193823;14.583,41;259127541845;14.836,06;2556301760227;14.779,23;891619434620
2005-11-24;15.271,21;1053481045361;15.291,61;1417399583080;14.591,89;2106864807314;14.556,41;258771896695;14.808,91;2552645457661;14.754,48;891051067398
2005-11-25;15.326,86;1057692085802;15.348,90;1423501843556;14.653,43;2117778493361;14.615,34;259902241981;14.867,04;2563151672316;14.813,87;894632809443
2005-11-26;15.326,86;1057692085802;15.348,90;1423501843556;14.653,43;2117778493361;14.615,34;259902241981;14.867,04;2563151672316;14.813,87;894632809443
2005-11-27;15.326,86;1057692085802;15.348,90;1423501843556;14.653,43;2117778493361;14.615,34;259902241981;14.867,04;2563151672316;14.813,87;894632809443
2005-11-28;15.300,90;1055923213010;15.325,01;1421424627063;14.626,19;2114021495580;14.586,18;259490967631;14.836,35;2559991561582;14.785,06;894553140204
2005-11-29;15.309,80;1056741669176;15.325,14;1421830445181;14.636,60;2115467634523;14.589,42;259620827000;14.846,40;2567016233994;14.792,97;895015553064
2005-11-30;15.270,89;1051797199414;15.277,06;1412260995022;14.592,47;2110269197253;14.546,12;258316750346;14.798,29;2558825450747;14.747,26;889766994746
2005-12-01;15.258,29;1050883173413;15.268,20;1414735558410;14.577,86;2104969748405;14.534,61;256081279014;14.790,93;2560433462912;14.734,23;885524931422
2005-12-02;15.220,05;1048421132816;15.236,26;1411997632749;14.543,03;2100111945357;14.501,00;255489261139;14.749,03;2542704987126;14.697,29;883326057405
2005-12-03;15.220,05;1048421132816;15.236,26;1411997632749;14.543,03;2100111945357;14.501,00;255489261139;14.749,03;2542704987126;14.697,29;883326057405
2005-12-04;15.220,05;1048421132816;15.236,26;1411997632749;14.543,03;2100111945357;14.501,00;255489261139;14.749,03;2542704987126;14.697,29;883326057405
2005-12-05;15.286,18;1052842927933;15.298,29;1417768603365;14.602,82;2108765953913;14.560,38;259305987227;14.809,62;2553324941200;14.757,13;886907472334
2005-12-06;15.388,20;1059864299216;15.388,51;1426297037616;14.704,29;2123421751058;14.659,08;261039025378;14.914,72;2571681557133;14.859,80;893332546077
2005-12-07;15.355,59;1057374136780;15.350,53;1423108529361;14.671,52;2120639862616;14.623,05;260369089864;14.871,48;2564133893318;14.824,29;891499357570
2005-12-08;15.355,59;1057374136780;15.350,53;1423108529361;14.671,52;2120639862616;14.623,05;260369089864;14.871,48;2564133893318;14.824,29;891499357570
2005-12-09;15.354,28;1057344454113;15.354,76;1423636407007;14.667,87;2120060862998;14.622,03;260355073629;14.864,73;2563315670413;14.819,33;891220477327
2005-12-10;15.354,28;1057344454113;15.354,76;1423636407007;14.667,87;2120060862998;14.622,03;260355073629;14.864,73;2563315670413;14.819,33;891220477327
2005-12-11;15.354,28;1057344454113;15.354,76;1423636407007;14.667,87;2120060862998;14.622,03;260355073629;14.864,73;2563315670413;14.819,33;891220477327
2005-12-12;15.389,80;1059835859417;15.385,56;1426263755348;14.709,64;2125943921865;14.653,17;260915880416;14.902,37;2570622463653;14.854,57;893291556112
2005-12-13;15.319,59;1055296925412;15.320,85;1420534478165;14.635,40;2115414495423;14.586,46;259729216195;14.832,34;2558476799991;14.783,62;888987455782
2005-12-14;15.333,38;1056163625140;15.337,66;1422621830030;14.647,51;2117195107705;14.599,37;259974287187;14.839,55;2560640600145;14.796,99;889899102007
2005-12-15;15.408,10;1064777634350;15.408,38;1434086546459;14.722,12;2129777668615;14.666,03;255877540509;14.912,72;2572774600424;14.871,86;891894019384
2005-12-16;15.387,32;1064582554404;15.390,44;1433484438676;14.696,05;2125728960857;14.646,83;258783700324;14.890,51;2568953610725;14.846,71;891364731279
2005-12-17;15.387,32;1064582554404;15.390,44;1433484438676;14.696,05;2125728960857;14.646,83;258783700324;14.890,51;2568953610725;14.846,71;891364731279
2005-12-18;15.387,32;1064582554404;15.390,44;1433484438676;14.696,05;2125728960857;14.646,83;258783700324;14.890,51;2568953610725;14.846,71;891364731279
2005-12-19;15.435,06;1068283686142;15.411,11;1437257510285;14.722,16;2135509001378;14.680,14;259460443917;14.931,17;2580830460852;14.877,70;893267682648
