
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2019-01-01;36.463,24;3956929890094;38.101,94;3676763998136;38.471,59;5593550704312;36.491,63;2417338690830;36.306,69;1129365981060;35.882,33;4781915797278
2019-01-02;36.527,01;3937604548121;38.160,37;3644185160131;38.541,17;5539767783368;36.561,54;2400973786747;36.372,62;1128211834226;35.949,56;4775577181348
2019-01-03;36.584,62;3929612868238;38.222,47;3626706494218;38.588,46;5488025796195;36.605,84;2390920775390;36.425,36;1129569390046;36.002,64;4776330506972
2019-01-04;36.515,82;3919727728412;38.160,52;3612744196608;38.531,40;5469412076841;36.538,88;2384642418402;36.366,71;1127776979172;35.930,21;4764494694548
2019-01-05;36.515,82;3919727728412;38.160,52;3612744196608;38.531,40;5469412076841;36.538,88;2384642418402;36.366,71;1127776979172;35.930,21;4764494694548
2019-01-06;36.515,82;3919727728412;38.160,52;3612744196608;38.531,40;5469412076841;36.538,88;2384642418402;36.366,71;1127776979172;35.930,21;4764494694548
2019-01-07;36.643,60;3931533669520;38.281,95;3621399972664;38.646,70;5481788521182;36.693,18;2393955657666;36.481,02;1131442119179;36.065,19;4782373886300
2019-01-08;36.633,65;3929290982945;38.261,23;3618154398832;38.629,87;5476785078337;36.690,72;2393774668231;36.466,00;1131434722625;36.051,55;4779877811826
2019-01-09;36.762,42;3941473774298;38.390,56;3628328892756;38.769,82;5495631479838;36.810,26;2403361922142;36.603,21;1136598445653;36.187,18;4798162869062
2019-01-10;36.996,05;3968557381462;38.630,17;3651527012439;39.019,84;5531634657360;37.046,62;2421101158866;36.846,76;1145544056492;36.428,09;4831216158822
2019-01-11;37.060,82;3976857586405;38.689,83;3659331448104;39.077,03;5542850760005;37.103,06;2430026705252;36.905,74;1149972881791;36.483,35;4841162152822
2019-01-12;37.060,82;3976857586405;38.689,83;3659331448104;39.077,03;5542850760005;37.103,06;2430026705252;36.905,74;1149972881791;36.483,35;4841162152822
2019-01-13;37.060,82;3976857586405;38.689,83;3659331448104;39.077,03;5542850760005;37.103,06;2430026705252;36.905,74;1149972881791;36.483,35;4841162152822
2019-01-14;37.078,02;3982589938916;38.708,44;3664967877079;39.090,96;5547670357569;37.111,99;2442485099514;36.916,16;1155719130933;36.504,21;4849570430625
2019-01-15;36.975,87;3975465569781;38.601,45;3652550681506;38.977,76;5540879841623;37.012,33;2448466388368;36.814,06;1162212285529;36.399,93;4840278382315
2019-01-16;37.110,89;3990333436511;38.729,07;3664539614488;39.101,05;5563371592120;37.139,74;2459478888313;36.937,26;1173423966110;36.524,50;4858603341423
2019-01-17;37.197,52;3999012709627;38.817,74;3672780652463;39.191,39;5575558071782;37.222,68;2465490930095;37.019,29;1176304007511;36.609,58;4870531296547
2019-01-18;37.212,16;3998606905790;38.836,83;3673675333190;39.206,52;5576855980853;37.242,40;2466916463194;37.034,61;1177278524298;36.625,88;4872501870324
2019-01-19;37.212,16;3998606905790;38.836,83;3673675333190;39.206,52;5576855980853;37.242,40;2466916463194;37.034,61;1177278524298;36.625,88;4872501870324
2019-01-20;37.212,16;3998606905790;38.836,83;3673675333190;39.206,52;5576855980853;37.242,40;2466916463194;37.034,61;1177278524298;36.625,88;4872501870324
2019-01-21;37.367,45;4014363755403;38.992,28;3686763997497;39.360,27;5599582462076;37.406,73;2478405355333;37.181,30;1182106321545;36.772,73;4891823321905
2019-01-22;37.429,04;4017909550197;39.056,24;3694715867316;39.426,05;5607622785445;37.457,86;2482182634990;37.243,48;1184283651372;36.831,41;4900119473663
2019-01-23;37.208,92;3993939318462;38.825,89;3672633861583;39.203,37;5574178007485;37.231,54;2467573960898;37.032,39;1178051331588;36.614,78;4871164890039
2019-01-24;37.231,89;3992828001354;38.856,29;3671464337821;39.232,46;5570014882806;37.254,31;2467757043100;37.054,68;1178772966302;36.644,10;4874869641063
2019-01-25;37.327,04;3998967400907;38.953,72;3677640244653;39.327,23;5574667603580;37.357,57;2473731922701;37.139,67;1182070530906;36.737,43;4886295992242
2019-01-26;37.327,04;3998967400907;38.953,72;3677640244653;39.327,23;5574667603580;37.357,57;2473731922701;37.139,67;1182070530906;36.737,43;4886295992242
2019-01-27;37.327,04;3998967400907;38.953,72;3677640244653;39.327,23;5574667603580;37.357,57;2473731922701;37.139,67;1182070530906;36.737,43;4886295992242
2019-01-28;37.426,21;4003330747087;39.053,40;3679385411466;39.436,04;5581266789713;37.459,11;2479283074397;37.232,81;1185155559659;36.838,01;4897299375457
2019-01-29;37.462,89;4004937831955;39.085,91;3680335760328;39.471,33;5581730574080;37.482,06;2480361889651;37.257,73;1186623788909;36.872,28;4899350351987
2019-01-30;37.424,31;4013629053529;39.051,46;3697205182929;39.421,24;5631419775508;37.439,57;2499116576293;37.220,98;1186474956309;36.842,60;4899342266960
2019-01-31;37.417,72;4025116637182;39.048,89;3728175507333;39.419,60;5671467885446;37.444,39;2509577234423;37.215,36;1187109413351;36.833,34;4893060233005
2019-02-01;37.416,99;4026462318200;39.048,40;3736563516921;39.434,40;5692442489459;37.464,60;2519914601420;37.211,38;1184777873207;36.849,01;4890127253525
2019-02-02;37.416,99;4026462318200;39.048,40;3736563516921;39.434,40;5692442489459;37.464,60;2519914601420;37.211,38;1184777873207;36.849,01;4890127253525
2019-02-03;37.416,99;4026462318200;39.048,40;3736563516921;39.434,40;5692442489459;37.464,60;2519914601420;37.211,38;1184777873207;36.849,01;4890127253525
2019-02-04;37.436,99;4029798199312;39.050,50;3739698627681;39.438,17;5695233834548;37.462,27;2521073002878;37.221,73;1185602476682;36.849,46;4890403959504
2019-02-05;37.459,77;4031184190428;39.072,72;3743130549291;39.452,88;5697858515765;37.489,87;2524833144615;37.233,28;1186281174754;36.870,25;4893741515197
2019-02-06;37.499,05;4036242402202;39.122,13;3748612676078;39.509,79;5707428212898;37.538,20;2529338589183;37.278,63;1188354840365;36.918,25;4900686711024
2019-02-07;37.455,99;4031804165180;39.075,55;3744879744543;39.465,11;5700316806556;37.502,90;2528119467362;37.235,39;1187493614457;36.872,69;4895030468178
2019-02-08;37.335,82;4018710965134;38.944,43;3732469782463;39.332,64;5680733675160;37.363,59;2520959690899;37.118,92;1184589920998;36.750,72;4878428642982
2019-02-09;37.335,82;4018710965134;38.944,43;3732469782463;39.332,64;5680733675160;37.363,59;2520959690899;37.118,92;1184589920998;36.750,72;4878428642982
2019-02-10;37.335,82;4018710965134;38.944,43;3732469782463;39.332,64;5680733675160;37.363,59;2520959690899;37.118,92;1184589920998;36.750,72;4878428642982
2019-02-11;37.242,12;4007922424652;38.837,84;3722760284851;39.230,43;5667878515181;37.257,58;2516779874287;37.020,19;1182729436922;36.652,29;4866782487720
2019-02-12;37.396,45;4026148711782;38.994,87;3740424555698;39.386,19;5693057725542;37.412,82;2533090331796;37.172,54;1190624500691;36.808,33;4890289543616
2019-02-13;37.518,42;4041968945293;39.133,89;3755389005941;39.529,05;5716599390064;37.545,16;2550925518026;37.297,80;1199380024943;36.938,77;4913075826824
2019-02-14;37.613,53;4057230872138;39.229,02;3765902244939;39.632,39;5735583847659;37.642,83;2566930221196;37.387,78;1209908755486;37.025,32;4930873109791
2019-02-15;37.742,33;4075131296005;39.369,22;3774884210032;39.764,12;5755202964346;37.771,81;2583039348305;37.529,91;1220100324117;37.162,54;4943332988931
2019-02-16;37.742,33;4075131296005;39.369,22;3774884210032;39.764,12;5755202964346;37.771,81;2583039348305;37.529,91;1220100324117;37.162,54;4943332988931
2019-02-17;37.742,33;4075131296005;39.369,22;3774884210032;39.764,12;5755202964346;37.771,81;2583039348305;37.529,91;1220100324117;37.162,54;4943332988931
2019-02-18;37.687,11;4077307585232;39.315,53;3775169040786;39.710,92;5753785627795;37.738,05;2581822630494;37.472,79;1218338307349;37.101,49;4937081395396
2019-02-19;37.665,84;4074984358541;39.291,24;3771520948612;39.690,23;5752136883838;37.719,02;2581073769957;37.447,64;1217698641475;37.079,58;4934063306736
2019-02-20;37.644,92;4073072375334;39.277,12;3769882283439;39.665,79;5748967218215;37.698,71;2580043848427;37.424,27;1217718441115;37.061,85;4931054020885
2019-02-21;37.668,00;4075494671351;39.297,96;3771198238781;39.694,07;5753709745166;37.733,03;2582605592777;37.443,52;1218489027312;37.084,39;4934269811177
2019-02-22;37.655,00;4075372718330;39.276,67;3769031523522;39.679,30;5752182658866;37.710,31;2581165251024;37.428,89;1218562622714;37.060,17;4930462515746
2019-02-23;37.655,00;4075372718330;39.276,67;3769031523522;39.679,30;5752182658866;37.710,31;2581165251024;37.428,89;1218562622714;37.060,17;4930462515746
2019-02-24;37.655,00;4075372718330;39.276,67;3769031523522;39.679,30;5752182658866;37.710,31;2581165251024;37.428,89;1218562622714;37.060,17;4930462515746
2019-02-25;37.735,29;4084472232366;39.369,02;3777871797563;39.764,36;5763541762886;37.804,11;2587822552452;37.507,44;1221108902344;37.144,01;4941743587674
2019-02-26;37.827,65;4095401891513;39.459,24;3785521549720;39.867,69;5778475626787;37.889,99;2593479894203;37.594,83;1224017350407;37.234,55;4953731263997
2019-02-27;37.788,58;4090373255775;39.422,24;3781868679958;39.822,40;5772240637325;37.844,06;2590280520795;37.554,49;1223062531272;37.193,33;4948217902679
2019-02-28;37.671,19;4076599736061;39.296,70;3775768961124;39.707,07;5748294037325;37.728,92;2582240933526;37.433,57;1219314239831;37.071,10;4924983881769
2019-03-01;37.580,25;4065451631445;39.201,92;3764922879037;39.615,65;5739804782507;37.635,93;2579095310628;37.348,92;1214341411971;36.978,79;4907341103341
2019-03-02;37.580,25;4065451631445;39.201,92;3764922879037;39.615,65;5739804782507;37.635,93;2579095310628;37.348,92;1214341411971;36.978,79;4907341103341
