
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2014-01-01;28.255,03;3378625462306;29.505,49;3959233584487;29.798,30;3917497435675;29.371,58;188971014775;28.289,55;270912737870;29.527,20;3330853972441
2014-01-02;28.358,55;3393882172869;29.610,98;3974759606442;29.898,70;3936664854895;29.478,30;189850620106;28.390,60;271974545522;29.631,95;3348801948671
2014-01-03;28.329,75;3389605935537;29.599,51;3993498884412;29.873,73;3943381786785;29.465,26;192360854350;28.396,91;266849351243;29.625,89;3357744972053
2014-01-04;28.329,75;3389605935537;29.599,51;3993498884412;29.873,73;3943381786785;29.465,26;192360854350;28.396,91;266849351243;29.625,89;3357744972053
2014-01-05;28.329,75;3389605935537;29.599,51;3993498884412;29.873,73;3943381786785;29.465,26;192360854350;28.396,91;266849351243;29.625,89;3357744972053
2014-01-06;28.203,19;3382160343354;29.471,52;3981809131650;29.755,13;3933791453990;29.339,07;191795153268;28.264,89;265640572319;29.497,78;3346417252856
2014-01-07;28.200,73;3383076485507;29.470,24;3982528625787;29.759,54;3935141718917;29.320,61;191822593208;28.278,91;269466701105;29.504,27;3350013495260
2014-01-08;28.260,52;3391932470637;29.529,14;3992616952172;29.807,04;3944319836414;29.382,52;192451940441;28.328,91;270044304304;29.557,95;3358008548417
2014-01-09;28.299,20;3397655978443;29.572,26;4000412472452;29.852,80;3952075349318;29.420,11;192926180035;28.364,03;270387816376;29.600,92;3363423941216
2014-01-10;28.274,82;3395884420663;29.551,17;4000514601960;29.833,67;3951874707481;29.401,93;193117183581;28.348,35;270344387975;29.579,16;3362730540142
2014-01-11;28.274,82;3395884420663;29.551,17;4000514601960;29.833,67;3951874707481;29.401,93;193117183581;28.348,35;270344387975;29.579,16;3362730540142
2014-01-12;28.274,82;3395884420663;29.551,17;4000514601960;29.833,67;3951874707481;29.401,93;193117183581;28.348,35;270344387975;29.579,16;3362730540142
2014-01-13;28.215,02;3390844497936;29.482,17;3993824395803;29.748,76;3943198355434;29.316,22;193178137660;28.261,66;269660811194;29.494,94;3355213093121
2014-01-14;28.060,20;3380551702306;29.330,53;3983461942863;29.622,22;3933708109956;29.169,57;192684465263;28.129,71;269143320986;29.345,31;3345273340093
2014-01-15;28.132,76;3385616839968;29.405,76;4000665752733;29.693,67;3942272566661;29.242,23;195444275789;28.194,42;267195886311;29.412,84;3359293152684
2014-01-16;28.275,59;3400316136355;29.555,50;4016042521674;29.841,29;3954075619604;29.397,53;196283410691;28.336,78;268623475680;29.563,18;3374077864907
2014-01-17;28.335,66;3406075106500;29.619,93;4024122999735;29.898,85;3957430591779;29.462,33;196770363317;28.401,18;272335375528;29.631,85;3380710838550
2014-01-18;28.335,66;3406075106500;29.619,93;4024122999735;29.898,85;3957430591779;29.462,33;196770363317;28.401,18;272335375528;29.631,85;3380710838550
2014-01-19;28.335,66;3406075106500;29.619,93;4024122999735;29.898,85;3957430591779;29.462,33;196770363317;28.401,18;272335375528;29.631,85;3380710838550
2014-01-20;28.527,33;3428528918681;29.819,60;4049823945367;30.094,59;3982678462684;29.666,40;198032070189;28.597,81;274278996165;29.839,86;3404178509967
2014-01-21;28.666,59;3445391366914;29.951,62;4067139656317;30.224,87;4000054970898;29.792,16;198925454154;28.741,49;275330424868;29.975,53;3419424098911
2014-01-22;28.768,22;3456724552025;30.050,28;4080249736088;30.312,48;4011369297827;29.891,16;199695034044;28.839,31;276245509866;30.073,58;3429393667093
2014-01-23;28.779,09;3457007019405;30.072,51;4082136111868;30.330,86;4013990660270;29.926,61;199993638852;28.861,68;276503524809;30.088,38;3431191888529
2014-01-24;28.712,48;3448673550099;29.996,87;4071817071564;30.261,53;4003190330718;29.850,53;199376181034;28.812,13;276048382515;30.017,51;3423072107285
2014-01-25;28.712,48;3448673550099;29.996,87;4071817071564;30.261,53;4003190330718;29.850,53;199376181034;28.812,13;276048382515;30.017,51;3423072107285
2014-01-26;28.712,48;3448673550099;29.996,87;4071817071564;30.261,53;4003190330718;29.850,53;199376181034;28.812,13;276048382515;30.017,51;3423072107285
2014-01-27;28.383,16;3408617192060;29.655,33;4025786511328;29.901,03;3955484135441;29.508,05;197260462544;28.487,24;272940279635;29.679,86;3384354253310
2014-01-28;28.041,64;3367867846024;29.299,95;3978006412075;29.538,66;3907282344426;29.134,91;194832744660;28.140,41;269696457649;29.313,13;3340447828778
2014-01-29;28.024,02;3365066580375;29.281,56;3974990983122;29.516,16;3903406202607;29.111,38;194773092158;28.103,59;269435833331;29.282,37;3335534965300
2014-01-30;27.940,86;3277670817851;29.196,79;3853901855704;29.420,22;3783607938160;29.003,44;187132348441;28.021,38;267708952956;29.195,27;3272298488050
2014-01-31;27.903,12;3192430970438;29.167,84;3733945062868;29.400,87;3669203381556;28.986,90;180288336853;27.973,98;265723163772;29.167,39;3209553562609
2014-02-01;27.903,12;3192430970438;29.167,84;3733945062868;29.400,87;3669203381556;28.986,90;180288336853;27.973,98;265723163772;29.167,39;3209553562609
2014-02-02;27.903,12;3192430970438;29.167,84;3733945062868;29.400,87;3669203381556;28.986,90;180288336853;27.973,98;265723163772;29.167,39;3209553562609
2014-02-03;28.012,13;3164551702030;29.289,28;3642089660748;29.505,84;3580390359681;29.081,92;173715214649;28.096,31;266474987901;29.291,66;3204848315073
2014-02-04;27.881,67;3136311420095;29.155,05;3516919222729;29.366,64;3455696648022;28.952,75;168279829059;27.965,32;260872291080;29.151,12;3182810102600
2014-02-05;27.828,68;3125290539618;29.098,95;3483140833162;29.304,35;3354862019395;28.907,76;164528709290;27.921,26;260439965540;29.097,79;3172075154185
2014-02-06;27.891,80;3128340689699;29.163,36;3483131441719;29.370,64;3355429136671;28.965,68;164310438181;27.985,64;260943715095;29.159,08;3176700106987
2014-02-07;28.014,80;3137381823193;29.309,35;3493464311177;29.518,60;3363874978013;29.122,90;164676427970;28.121,87;265020417342;29.295,73;3188506370188
2014-02-08;28.014,80;3137381823193;29.309,35;3493464311177;29.518,60;3363874978013;29.122,90;164676427970;28.121,87;265020417342;29.295,73;3188506370188
2014-02-09;28.014,80;3137381823193;29.309,35;3493464311177;29.518,60;3363874978013;29.122,90;164676427970;28.121,87;265020417342;29.295,73;3188506370188
2014-02-10;28.171,85;3153828971203;29.485,72;3511730207935;29.697,56;3381144291087;29.293,51;165524372394;28.282,86;266578718505;29.465,68;3205484062160
2014-02-11;28.252,33;3163280254017;29.558,90;3520138553943;29.776,01;3389977171073;29.343,41;165903687683;28.357,10;267274076289;29.543,15;3214775134972
2014-02-12;28.434,43;3184909379643;29.761,38;3546977384487;29.992,77;3416225912280;29.568,57;167289723105;28.554,95;269644221042;29.743,21;3239715449801
2014-02-13;28.530,75;3200637856670;29.868,47;3560529556808;30.088,18;3430823934299;29.665,26;168503059478;28.644,18;270556814078;29.847,38;3254214347997
2014-02-14;28.404,49;3188229832887;29.735,05;3545076092844;29.968,36;3416890011058;29.531,99;167762517583;28.522,21;269543842350;29.721,18;3241406724879
2014-02-15;28.404,49;3188229832887;29.735,05;3545076092844;29.968,36;3416890011058;29.531,99;167762517583;28.522,21;269543842350;29.721,18;3241406724879
2014-02-16;28.404,49;3188229832887;29.735,05;3545076092844;29.968,36;3416890011058;29.531,99;167762517583;28.522,21;269543842350;29.721,18;3241406724879
2014-02-17;28.521,36;3204708471672;29.860,27;3566040241265;30.114,79;3442279187051;29.686,51;169242163654;28.637,97;270810537654;29.853,04;3259597597095
2014-02-18;28.596,76;3210954993808;29.941,06;3582981510515;30.184,71;3457589844757;29.771,15;171428762597;28.721,39;267851684904;29.928,03;3261424673447
