
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-04-23;14.655,49;416958917559;12.667,17;500864444403;24.452,79;64382641250;14.056,83;16328956333;13.920,57;340250018180;13.857,95;136841859891;14.457,52;117227111034
2003-04-24;14.640,42;416949660646;12.666,41;501418115718;24.393,47;64250309744;14.064,55;16385992898;13.925,95;340402332266;13.856,18;136865175829;14.454,24;117349662723
2003-04-25;14.665,09;417871450931;12.690,87;502829166648;24.378,54;65793873418;14.084,09;16410833116;13.944,62;340913202883;13.883,04;137436266049;14.469,10;117528484857
2003-04-26;14.665,09;417871450931;12.690,87;502829166648;24.378,54;65793873418;14.084,09;16410833116;13.944,62;340913202883;13.883,04;137436266049;14.469,10;117528484857
2003-04-27;14.665,09;417871450931;12.690,87;502829166648;24.378,54;65793873418;14.084,09;16410833116;13.944,62;340913202883;13.883,04;137436266049;14.469,10;117528484857
2003-04-28;14.702,63;421377342683;12.712,70;503730566549;24.452,87;66013138091;14.099,50;16442143248;13.962,94;344568838624;13.904,86;137650688176;14.500,44;118025703492
2003-04-29;14.700,85;421612379844;12.717,66;503966836247;24.484,60;66198555691;14.114,89;16472386807;13.964,82;345699338188;13.921,90;137919254570;14.505,80;118984773279
2003-04-30;14.679,00;421213973294;12.685,79;503824711751;24.414,27;66056530460;14.083,67;16471777880;13.930,36;344939674673;13.889,48;137759246960;14.477,72;118887815671
2003-05-01;14.679,00;421213973294;12.685,79;503824711751;24.414,27;66056530460;14.083,67;16471777880;13.930,36;344939674673;13.889,48;137759246960;14.477,72;118887815671
2003-05-02;14.684,94;420955059081;12.688,76;503956369560;24.449,61;66152143892;14.073,58;16477860748;13.937,66;345056578998;13.883,13;137682574135;14.484,19;118940969513
2003-05-03;14.684,94;420955059081;12.688,76;503956369560;24.449,61;66152143892;14.073,58;16477860748;13.937,66;345056578998;13.883,13;137682574135;14.484,19;118940969513
2003-05-04;14.684,94;420955059081;12.688,76;503956369560;24.449,61;66152143892;14.073,58;16477860748;13.937,66;345056578998;13.883,13;137682574135;14.484,19;118940969513
2003-05-05;14.698,91;421124585401;12.695,77;504224976507;24.447,64;66132538738;14.085,33;16491613932;13.949,98;345101631799;13.891,45;137695058539;14.491,85;118939112028
2003-05-06;14.707,54;421381888179;12.702,89;503740380713;24.447,00;66055128174;14.092,94;16506700651;13.963,01;345313825123;13.898,35;138128327206;14.502,67;119017685578
2003-05-07;14.729,22;421374517196;12.702,34;503336999965;24.451,66;66066469974;14.084,56;16496725304;13.963,80;345228398559;13.899,99;138082204231;14.505,93;119152745134
2003-05-08;14.711,72;420656116499;12.687,61;502726129849;24.422,58;65760699775;14.075,77;16493049180;13.947,81;344755514145;13.887,17;137734238954;14.486,68;118679223654
2003-05-09;14.735,64;420790593418;12.715,58;503590944510;24.455,13;65852034367;14.099,93;16496516409;13.980,46;344938610176;13.918,74;138054478233;14.507,67;118817001453
2003-05-10;14.735,64;420790593418;12.715,58;503590944510;24.455,13;65852034367;14.099,93;16496516409;13.980,46;344938610176;13.918,74;138054478233;14.507,67;118817001453
2003-05-11;14.735,64;420790593418;12.715,58;503590944510;24.455,13;65852034367;14.099,93;16496516409;13.980,46;344938610176;13.918,74;138054478233;14.507,67;118817001453
2003-05-12;14.727,38;420528827672;12.705,09;501717909602;24.455,39;66881174862;14.075,68;16468056843;13.974,84;344771451355;13.907,73;137965046535;14.506,54;118674943875
2003-05-13;14.729,47;420708826021;12.683,67;501079470475;24.426,85;66917068354;14.059,25;16448508376;13.966,52;344408438972;13.893,48;137785353675;14.490,58;118540029260
2003-05-14;14.713,63;420267407183;12.691,37;501511469353;24.383,31;66711182657;14.072,38;16464046848;13.965,32;344351843654;13.899,35;137835217055;14.473,28;117590223561
2003-05-15;14.732,35;420892076189;12.695,68;498970727368;24.457,19;62312108848;14.072,66;16813809326;13.961,32;344273967547;13.902,01;137890721750;14.478,36;117702628023
2003-05-16;14.761,90;421456392163;12.710,83;499696186570;24.491,66;62446833952;14.093,02;16949232565;13.977,92;347202026362;13.920,74;138994686902;14.496,26;120343493433
2003-05-17;14.761,90;421456392163;12.710,83;499696186570;24.491,66;62446833952;14.093,02;16949232565;13.977,92;347202026362;13.920,74;138994686902;14.496,26;120343493433
2003-05-18;14.761,90;421456392163;12.710,83;499696186570;24.491,66;62446833952;14.093,02;16949232565;13.977,92;347202026362;13.920,74;138994686902;14.496,26;120343493433
2003-05-19;14.781,61;422204076507;12.718,66;500150296898;24.474,11;60186557299;14.109,76;17030113505;13.988,42;349011355507;13.927,36;140471483304;14.515,22;122625513725
2003-05-20;14.782,79;422205021442;12.711,86;499825073739;24.481,69;60248521501;14.100,14;16986551852;13.990,83;349120875771;13.926,81;140568187477;14.524,84;122782344494
2003-05-21;14.782,79;422205021442;12.711,86;499825073739;24.481,69;60248521501;14.100,14;16986551852;13.990,83;349120875771;13.926,81;140568187477;14.524,84;122782344494
2003-05-22;14.813,51;413393283533;12.731,18;500999632943;24.521,72;59119145305;14.121,04;17024777061;14.018,99;353364280224;13.948,69;140884637247;14.546,40;123546257466
2003-05-23;14.793,23;413395799125;12.721,48;500618891603;24.498,68;58859579670;14.116,73;17019578399;14.002,53;353006663911;13.940,44;140738227386;14.528,94;123451759463
2003-05-24;14.793,23;413395799125;12.721,48;500618891603;24.498,68;58859579670;14.116,73;17019578399;14.002,53;353006663911;13.940,44;140738227386;14.528,94;123451759463
2003-05-25;14.793,23;413395799125;12.721,48;500618891603;24.498,68;58859579670;14.116,73;17019578399;14.002,53;353006663911;13.940,44;140738227386;14.528,94;123451759463
2003-05-26;14.806,70;418884654939;12.739,67;501377189424;24.518,66;56148774419;14.131,52;17037835604;14.023,12;353570685574;13.953,27;141057089665;14.547,23;123767932265
2003-05-27;14.814,62;419271159594;12.743,74;502281592513;24.546,52;56243398058;14.135,78;17048761498;14.033,82;353550644089;13.958,00;141055119214;14.556,40;123971116807
2003-05-28;14.830,39;419880376980;12.755,19;502713084619;24.575,17;56316976286;14.142,62;17071578422;14.044,36;353753209934;13.967,61;141147982019;14.566,97;123806290925
2003-05-29;14.814,76;419663828201;12.747,30;502164417264;24.547,58;56269648281;14.136,95;17075081823;14.038,27;354702579543;13.959,61;141066314531;14.557,12;123789528121
2003-05-30;14.816,89;419847819411;12.745,98;502712777711;24.525,86;56219953379;14.131,82;17089029452;14.031,89;354539384368;13.963,11;141191284206;14.558,74;123869683597
2003-05-31;14.816,89;419847819411;12.745,98;502712777711;24.525,86;56219953379;14.131,82;17089029452;14.031,89;354539384368;13.963,11;141191284206;14.558,74;123869683597
2003-06-01;14.816,89;419847819411;12.745,98;502712777711;24.525,86;56219953379;14.131,82;17089029452;14.031,89;354539384368;13.963,11;141191284206;14.558,74;123869683597
2003-06-02;14.830,62;420226060631;12.762,00;503190729577;24.550,41;56273230187;14.142,76;17101992010;14.056,30;355081508335;13.973,53;141251248076;14.580,23;124053804074
2003-06-03;14.802,84;419313212484;12.746,82;502580882703;24.472,80;56082328092;14.132,88;17089749887;14.033,40;354365801468;13.957,03;141076525724;14.553,58;123405668630
