
Valores Confirmados

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2006-01-01;16.670,67;2095907037572;16.874,66;2992691059334;15.878,17;4485986230376;30.023,08;748199150375;15.023,29;6114666351914;15.006,37;2292406396363
2006-01-02;16.695,86;2099073766935;16.893,19;2996088506087;15.905,57;4489740339747;30.068,76;749338619515;15.048,04;6123701011805;15.032,44;2296025839323
2006-01-03;16.704,29;2098714008959;16.899,49;2997284456915;15.920,87;4491902261985;30.089,97;745655605205;15.060,78;6128178011619;15.043,13;2293035976359
2006-01-04;16.725,02;2099581879708;16.921,61;3000356228212;15.940,09;4497021610175;30.113,24;746211152526;15.079,58;6135590649095;15.060,23;2294976131687
2006-01-05;16.805,06;2108876626018;17.015,22;3016808746273;16.016,42;4517804013400;30.270,90;752030346870;15.155,35;6166362936046;15.137,79;2306296370245
2006-01-06;16.915,34;2122066115490;17.117,62;3032939864511;16.115,14;4544716890698;30.472,72;757061017624;15.251,72;6204826064172;15.239,16;2320463264620
2006-01-07;16.915,34;2122066115490;17.117,62;3032939864511;16.115,14;4544716890698;30.472,72;757061017624;15.251,72;6204826064172;15.239,16;2320463264620
2006-01-08;16.915,34;2122066115490;17.117,62;3032939864511;16.115,14;4544716890698;30.472,72;757061017624;15.251,72;6204826064172;15.239,16;2320463264620
2006-01-09;16.999,00;2132494465247;17.198,22;3047990239620;16.199,96;4567633649888;30.621,92;760754927925;15.319,46;6229333656335;15.315,19;2331970471784
2006-01-10;17.046,59;2139536427640;17.243,56;3055643937206;16.251,77;4582552828629;30.710,12;762935378133;15.367,20;6246620599961;15.359,41;2338091670545
2006-01-11;17.080,82;2142993441561;17.280,06;3061895480281;16.289,09;4592304184825;30.778,71;764543007876;15.400,89;6259639203856;15.400,20;2344183957745
2006-01-12;17.063,34;2140760171018;17.264,11;3058722346476;16.274,39;4588722401942;30.749,56;763832130056;15.388,03;6254124058239;15.384,04;2342351196328
2006-01-13;17.104,11;2144781992040;17.301,21;3065501484874;16.315,13;4596556741033;30.822,40;765591169303;15.422,75;6269671866060;15.417,84;2346853500433
2006-01-14;17.104,11;2144781992040;17.301,21;3065501484874;16.315,13;4596556741033;30.822,40;765591169303;15.422,75;6269671866060;15.417,84;2346853500433
2006-01-15;17.104,11;2144781992040;17.301,21;3065501484874;16.315,13;4596556741033;30.822,40;765591169303;15.422,75;6269671866060;15.417,84;2346853500433
2006-01-16;17.159,46;2150158638033;17.341,32;3074506954540;16.359,73;4612758700890;30.903,98;762812376574;15.466,07;6279481218357;15.466,16;2352151015388
2006-01-17;17.153,58;2150517268577;17.338,03;3075368909669;16.355,19;4611633232070;30.900,73;764332300455;15.463,00;6278143194458;15.460,01;2352906972914
2006-01-18;17.169,07;2154006353118;17.344,08;3076918620939;16.367,53;4615638326893;30.915,57;766370045397;15.477,16;6283495090799;15.473,19;2355733796942
2006-01-19;17.147,84;2151772006762;17.323,01;3073146746510;16.353,13;4608626008360;30.878,74;765451105485;15.457,51;6276176220604;15.461,88;2351878032849
2006-01-20;17.105,39;2146628531749;17.295,53;3068167058811;16.318,54;4598191160930;30.809,60;763778479209;15.420,04;6268256802531;15.418,05;2344568326280
2006-01-21;17.105,39;2146628531749;17.295,53;3068167058811;16.318,54;4598191160930;30.809,60;763778479209;15.420,04;6268256802531;15.418,05;2344568326280
2006-01-22;17.105,39;2146628531749;17.295,53;3068167058811;16.318,54;4598191160930;30.809,60;763778479209;15.420,04;6268256802531;15.418,05;2344568326280
2006-01-23;17.168,53;2154589894821;17.356,17;3078650785896;16.373,88;4617984862280;30.928,88;766829813289;15.479,42;6285445535398;15.476,94;2361202575933
2006-01-24;17.159,58;2153545718186;17.340,16;3076101778836;16.363,61;4614893326192;30.908,42;766391079763;15.471,11;6288826414244;15.473,20;2355330791477
2006-01-25;17.101,20;2144831143883;17.299,97;3069731064418;16.308,84;4601425382029;30.812,86;764079595427;15.424,20;6270623968776;15.419,57;2347120643714
2006-01-26;17.148,55;2150812365900;17.339,15;3078112468829;16.352,99;4608385538875;30.901,42;766436028980;15.461,25;6285238834282;15.460,88;2355327955165
2006-01-27;17.230,90;2160593305182;17.407,48;3090697279550;16.426,89;4629885173829;31.036,29;769878564068;15.526,71;6313219283490;15.531,12;2365877457789
2006-01-28;17.230,90;2160593305182;17.407,48;3090697279550;16.426,89;4629885173829;31.036,29;769878564068;15.526,71;6313219283490;15.531,12;2365877457789
2006-01-29;17.230,90;2160593305182;17.407,48;3090697279550;16.426,89;4629885173829;31.036,29;769878564068;15.526,71;6313219283490;15.531,12;2365877457789
2006-01-30;17.277,25;2166589479285;17.465,27;3101242701816;16.474,43;4643011051899;31.128,76;772686923919;15.570,63;6337651972751;15.576,40;2372384507495
2006-01-31;17.328,46;2172998717355;17.506,01;3109192623881;16.524,18;4657373943901;31.220,56;774894244074;15.618,64;6356911056074;15.620,58;2379300656333
2006-02-01;17.355,02;2175767856949;17.538,63;3114480577724;16.551,82;4660440212798;31.264,84;773066757067;15.640,58;6363659484222;15.643,36;2378226633609
2006-02-02;17.376,46;2178224002762;17.557,37;3117831179465;16.570,61;4662299227929;31.301,58;773911673597;15.659,90;6372727163900;15.661,25;2379109329084
2006-02-03;17.384,96;2175999159821;17.559,30;3117847395093;16.575,86;4663690436341;31.310,22;774006447106;15.668,68;6374568728949;15.669,57;2379515694380
2006-02-04;17.384,96;2175999159821;17.559,30;3117847395093;16.575,86;4663690436341;31.310,22;774006447106;15.668,68;6374568728949;15.669,57;2379515694380
2006-02-05;17.384,96;2175999159821;17.559,30;3117847395093;16.575,86;4663690436341;31.310,22;774006447106;15.668,68;6374568728949;15.669,57;2379515694380
2006-02-06;17.343,13;2170569775035;17.515,11;3109373439015;16.535,58;4651379065751;31.249,59;773027260001;15.635,62;6353630974093;15.632,22;2373779825647
2006-02-07;17.301,09;2165359809893;17.472,03;3100928312843;16.483,76;4637588679891;31.164,17;770914221757;15.592,34;6335701564742;15.581,46;2366259178170
2006-02-08;17.323,66;2166283307098;17.498,81;3104708441935;16.516,05;4646577899704;31.214,95;772122908184;15.619,47;6346317443862;15.614,16;2370750302417
2006-02-09;17.308,97;2164951852616;17.482,89;3101494352936;16.505,71;4637876213586;31.189,11;771490605738;15.611,48;6342873943163;15.605,46;2369153970549
2006-02-10;17.271,31;2158977601519;17.462,62;3097445160582;16.467,24;4626785466285;31.130,93;769884242245;15.578,21;6328001137470;15.569,55;2363966916134
2006-02-11;17.271,31;2158977601519;17.462,62;3097445160582;16.467,24;4626785466285;31.130,93;769884242245;15.578,21;6328001137470;15.569,55;2363966916134
2006-02-12;17.271,31;2158977601519;17.462,62;3097445160582;16.467,24;4626785466285;31.130,93;769884242245;15.578,21;6328001137470;15.569,55;2363966916134
2006-02-13;17.312,56;2163997394076;17.493,83;3101846439756;16.500,52;4636565158464;31.206,80;771757253799;15.610,85;6341290783769;15.604,44;2368750465484
2006-02-14;17.332,58;2166559357814;17.517,48;3105703262195;16.519,21;4642266885333;31.244,52;772605749671;15.633,21;6350209243013;15.624,95;2368757477378
2006-02-15;17.280,48;2158539506524;17.464,16;3096735826506;16.465,84;4623303859709;31.148,22;765747375555;15.579,05;6319963553332;15.571,05;2359348782697
2006-02-16;17.272,44;2157781087938;17.466,74;3099510206816;16.457,58;4615477661044;31.140,36;767459491432;15.573,91;6318196160605;15.571,07;2358062648489
2006-02-17;17.262,47;2156363570689;17.454,49;3098054061121;16.452,17;4623586380755;31.126,00;767107511202;15.568,34;6315341006261;15.562,59;2357170702405
2006-02-18;17.262,47;2156363570689;17.454,49;3098054061121;16.452,17;4623586380755;31.126,00;767107511202;15.568,34;6315341006261;15.562,59;2357170702405
2006-02-19;17.262,47;2156363570689;17.454,49;3098054061121;16.452,17;4623586380755;31.126,00;767107511202;15.568,34;6315341006261;15.562,59;2357170702405
2006-02-20;17.255,93;2157852377467;17.447,99;3096425665473;16.449,00;4621616817007;31.123,55;767902865038;15.562,38;6312323369689;15.555,73;2355650783256
2006-02-21;17.291,69;2162789175401;17.467,63;3099295417383;16.482,29;4631549447638;31.180,13;769242020973;15.594,06;6326456609171;15.586,93;2361005859850
2006-02-22;17.285,29;2160873121526;17.455,07;3096489651858;16.478,76;4631492405384;31.165,34;768878254295;15.584,67;6328002135188;15.579,68;2359873212931
2006-02-23;17.330,87;2166895359232;17.491,27;3103970327182;16.521,93;4638678987621;31.242,40;770837921962;15.625,96;6345742518604;15.624,77;2370391504424
2006-02-24;17.355,40;2169233706613;17.526,58;3110227622558;16.544,31;4654534943758;31.298,74;772719903181;15.646,01;6354210766468;15.645,60;2370876919571
2006-02-25;17.355,40;2169233706613;17.526,58;3110227622558;16.544,31;4654534943758;31.298,74;772719903181;15.646,01;6354210766468;15.645,60;2370876919571
2006-02-26;17.355,40;2169233706613;17.526,58;3110227622558;16.544,31;4654534943758;31.298,74;772719903181;15.646,01;6354210766468;15.645,60;2370876919571
2006-02-27;17.393,59;2174176165579;17.561,28;3117977448621;16.582,34;4665983388004;31.371,03;774858932737;15.681,68;6374452813308;15.678,15;2376837854901
2006-02-28;17.437,15;2178444473407;17.610,20;3127340902738;16.627,56;4679553576852;31.450,65;776866285875;15.727,83;6394659611195;15.719,59;2382399542344
