
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-06-24;16.634,55;79505447775;16.734,92;199936057586;14.549,97;257275315343;27.729,44;32374528420;15.889,39;265301359875;15.689,35;91186894596
2005-06-25;16.634,55;79505447775;16.734,92;199936057586;14.549,97;257275315343;27.729,44;32374528420;15.889,39;265301359875;15.689,35;91186894596
2005-06-26;16.634,55;79505447775;16.734,92;199936057586;14.549,97;257275315343;27.729,44;32374528420;15.889,39;265301359875;15.689,35;91186894596
2005-06-27;16.634,55;79505447775;16.734,92;199936057586;14.549,97;257275315343;27.729,44;32374528420;15.889,39;265301359875;15.689,35;91186894596
2005-06-28;16.654,77;79606459030;16.748,33;200304185083;14.556,92;257507129314;27.752,88;32441971775;15.897,75;265534133707;15.701,31;91393777744
2005-06-29;16.660,57;81073289562;16.753,50;200364511142;14.560,83;257517199360;27.759,96;32459045847;15.905,94;265781656078;15.705,60;91403519409
2005-06-30;16.659,35;81115026932;16.757,25;200439699347;14.554,12;257358751517;27.757,81;32459546056;15.906,63;265871793722;15.700,88;91401475855
2005-07-01;16.647,24;81050459908;16.728,17;200057175575;14.546,06;256344110239;27.867,22;32482432070;15.897,63;265320301296;15.693,03;91113487338
2005-07-02;16.647,24;81050459908;16.728,17;200057175575;14.546,06;256344110239;27.867,22;32482432070;15.897,63;265320301296;15.693,03;91113487338
2005-07-03;16.647,24;81050459908;16.728,17;200057175575;14.546,06;256344110239;27.867,22;32482432070;15.897,63;265320301296;15.693,03;91113487338
2005-07-04;16.646,87;81049057615;16.751,04;200200607001;14.541,26;255939313615;27.872,43;32517964050;15.895,54;263631829098;15.694,17;91074012128
2005-07-05;16.647,76;80889785816;16.766,72;200173857583;14.544,68;256005046574;27.871,47;32516478331;15.895,75;263598841416;15.690,73;91037245873
2005-07-06;16.652,21;80644092711;16.771,70;198795256576;14.544,24;255583714575;27.880,27;32062594214;15.894,72;263406308631;15.693,54;91039119345
2005-07-07;16.667,67;80622101914;16.801,20;198694240547;14.556,66;255315966138;27.893,34;32077547497;15.906,29;263250748558;15.704,18;91042584044
2005-07-08;16.672,21;80499300398;16.784,33;197923041736;14.565,94;254945966875;27.899,74;32084907360;15.905,65;263240820937;15.707,31;90855110069
2005-07-09;16.672,21;80499300398;16.784,33;197923041736;14.565,94;254945966875;27.899,74;32084907360;15.905,65;263240820937;15.707,31;90855110069
2005-07-10;16.672,21;80499300398;16.784,33;197923041736;14.565,94;254945966875;27.899,74;32084907360;15.905,65;263240820937;15.707,31;90855110069
2005-07-11;16.682,43;80548240516;16.774,88;197165465421;14.569,68;255182818650;27.904,06;32019688120;15.911,83;263318898280;15.712,49;90883412742
2005-07-12;16.693,14;80605979791;16.767,70;196508880418;14.571,92;255023484730;27.912,33;32029542332;15.920,45;262831072485;15.719,38;90599082706
2005-07-13;16.696,07;80083543044;16.790,76;196253194668;14.576,79;255260194548;27.927,22;32047686841;15.927,15;262822228924;15.724,87;90629452875
2005-07-14;16.696,08;80103121117;16.799,91;196158426944;14.579,75;253659094469;27.953,46;32116154085;15.932,47;263019922658;15.727,65;90683398966
2005-07-15;16.703,25;80080158562;16.795,90;195873838082;14.587,13;253414024546;27.960,15;31809232440;15.936,15;262372143104;15.729,43;90444021147
2005-07-16;16.703,25;80080158562;16.795,90;195873838082;14.587,13;253414024546;27.960,15;31809232440;15.936,15;262372143104;15.729,43;90444021147
2005-07-17;16.703,25;80080158562;16.795,90;195873838082;14.587,13;253414024546;27.960,15;31809232440;15.936,15;262372143104;15.729,43;90444021147
2005-07-18;16.705,46;80257835657;16.792,97;195883705441;14.586,67;253873009322;27.965,10;31859505299;15.937,59;262692819204;15.728,87;90449776665
2005-07-19;16.703,00;80304058290;16.808,44;195777861339;14.588,57;254050314181;27.976,44;31872053864;15.935,21;262500163489;15.730,87;90466745505
2005-07-20;16.705,98;80144269071;16.818,90;195905585753;14.594,79;254208970501;27.991,32;31888667603;15.944,26;262689536120;15.732,90;90548311130
2005-07-21;16.723,11;80177468624;16.828,61;195827136498;14.608,83;252758933592;28.013,26;31916640623;15.954,79;262902321216;15.746,69;90478908083
2005-07-22;16.717,67;79745299891;16.858,03;195602550383;14.599,96;252681424420;28.006,40;31919046748;15.942,10;262714602159;15.734,68;90417137712
2005-07-23;16.717,67;79745299891;16.858,03;195602550383;14.599,96;252681424420;28.006,40;31919046748;15.942,10;262714602159;15.734,68;90417137712
2005-07-24;16.717,67;79745299891;16.858,03;195602550383;14.599,96;252681424420;28.006,40;31919046748;15.942,10;262714602159;15.734,68;90417137712
2005-07-25;16.712,06;79760436315;16.821,32;194876695345;14.597,08;252798355647;27.988,54;31900100060;15.943,39;261266354144;15.734,36;90428156278
2005-07-26;16.719,94;79784241624;16.828,01;194141109863;14.606,24;252998552696;28.008,67;31824401827;15.953,58;261169850263;15.744,54;90413484469
2005-07-27;16.722,09;79398457648;16.832,40;194117144839;14.603,32;252863094347;28.012,80;31841922399;15.955,30;261158053851;15.743,96;90407198570
2005-07-28;16.717,64;79385774487;16.837,23;194187284174;14.607,11;250911713350;27.914,27;31740179108;15.958,32;261263743650;15.748,64;90433951414
2005-07-29;16.727,07;79338792494;16.843,84;194146716202;14.612,93;250864993096;27.922,10;31749917790;15.965,89;261465779799;15.752,57;90574398345
2005-07-30;16.727,07;79338792494;16.843,84;194146716202;14.612,93;250864993096;27.922,10;31749917790;15.965,89;261465779799;15.752,57;90574398345
2005-07-31;16.727,07;79338792494;16.843,84;194146716202;14.612,93;250864993096;27.922,10;31749917790;15.965,89;261465779799;15.752,57;90574398345
2005-08-01;16.728,56;79150258150;16.847,35;194106776012;14.615,12;250767204521;27.925,76;31581276111;15.974,06;261223207101;15.754,99;90387496973
2005-08-02;16.742,32;79215357004;16.859,04;193019491984;14.624,71;250924759806;27.933,87;31599570133;15.982,71;260961929859;15.763,63;89934885388
2005-08-03;16.732,88;77720381112;16.843,70;192225024714;14.625,02;250936652590;27.935,23;31603196284;15.979,65;260913415203;15.761,84;89949259534
2005-08-04;16.742,25;77757521752;16.857,60;191687062380;14.635,43;248192158541;27.964,58;31409296456;15.987,37;261000960643;15.768,30;89905744139
2005-08-05;16.775,88;77669222428;16.897,49;191752851218;14.662,30;248657381489;28.009,48;31295500322;16.015,05;261335623106;15.792,73;90077178939
2005-08-06;16.775,88;77669222428;16.897,49;191752851218;14.662,30;248657381489;28.009,48;31295500322;16.015,05;261335623106;15.792,73;90077178939
2005-08-07;16.775,88;77669222428;16.897,49;191752851218;14.662,30;248657381489;28.009,48;31295500322;16.015,05;261335623106;15.792,73;90077178939
2005-08-08;16.766,68;77625741090;16.894,73;191337251720;14.654,34;248087570027;28.006,97;31292703962;16.015,49;261345247461;15.786,76;89739167863
2005-08-09;16.760,76;77484029459;16.879,05;190474545808;14.649,77;247718304512;28.009,91;31295413342;16.010,27;261242585911;15.786,20;89703493123
2005-08-10;16.771,55;77437480994;16.910,29;190256681849;14.656,46;247746262608;28.035,88;31326905823;16.016,83;260655571951;15.793,82;89780295460
2005-08-11;16.768,63;77423860876;16.914,00;189672058535;14.656,87;246142091447;28.040,40;31333693285;16.017,40;260612062987;15.789,25;89751649274
2005-08-12;16.777,74;77203120705;16.922,15;189461241692;14.665,40;246158985843;28.056,55;31305707578;16.027,22;260876322404;15.800,65;89823562509
2005-08-13;16.777,74;77203120705;16.922,15;189461241692;14.665,40;246158985843;28.056,55;31305707578;16.027,22;260876322404;15.800,65;89823562509
2005-08-14;16.777,74;77203120705;16.922,15;189461241692;14.665,40;246158985843;28.056,55;31305707578;16.027,22;260876322404;15.800,65;89823562509
2005-08-15;16.777,74;77203120705;16.922,15;189461241692;14.665,40;246158985843;28.056,55;31305707578;16.027,22;260876322404;15.800,65;89823562509
2005-08-16;16.807,24;77231746291;16.942,28;189285692475;14.690,70;246298627934;28.095,88;30944024473;16.052,92;258525925949;15.821,22;89639367376
2005-08-17;16.804,67;77042526423;16.941,40;189142837716;14.691,64;246363674414;28.087,09;30934031766;16.058,35;258696396790;15.818,55;89326670786
2005-08-18;16.816,69;77167732636;16.950,08;189096218860;14.704,16;246934696564;28.114,90;30996514009;16.075,85;258909237514;15.838,31;89379428160
2005-08-19;16.830,93;77117002367;16.963,74;189007777209;14.713,90;247011911770;28.140,84;31024736637;16.085,99;259118287246;15.848,18;89454766136
2005-08-20;16.830,93;77117002367;16.963,74;189007777209;14.713,90;247011911770;28.140,84;31024736637;16.085,99;259118287246;15.848,18;89454766136
2005-08-21;16.830,93;77117002367;16.963,74;189007777209;14.713,90;247011911770;28.140,84;31024736637;16.085,99;259118287246;15.848,18;89454766136
2005-08-22;16.855,30;77165837692;16.995,90;189330986810;14.739,48;245844867624;28.185,05;31079954815;16.110,83;259725444801;15.873,94;89627365304
2005-08-23;16.850,26;77179993554;16.993,33;189163577989;14.744,68;246009575294;28.173,11;31066565465;16.110,10;259663652749;15.874,43;89760112458
2005-08-24;16.863,42;76971993061;17.005,46;189116070225;14.752,92;246165121829;28.202,28;31104477813;16.119,76;259985634283;15.885,52;89866094304
2005-08-25;16.889,39;77064298337;17.038,36;188999157471;14.771,37;245481745340;28.237,35;31092705026;16.140,00;260466379499;15.911,44;90032774216
2005-08-26;16.879,29;76777805170;17.022,32;188701880595;14.767,19;245687011834;28.212,50;31093252545;16.133,28;260443889512;15.903,78;89996340432
2005-08-27;16.879,29;76777805170;17.022,32;188701880595;14.767,19;245687011834;28.212,50;31093252545;16.133,28;260443889512;15.903,78;89996340432
2005-08-28;16.879,29;76777805170;17.022,32;188701880595;14.767,19;245687011834;28.212,50;31093252545;16.133,28;260443889512;15.903,78;89996340432
2005-08-29;16.904,86;76915726199;17.049,16;189143375840;14.782,68;246011214370;28.254,65;31150489382;16.152,88;260859134159;15.924,67;90120880286
2005-08-30;16.924,06;77030367668;17.063,40;189323155941;14.795,52;246261569143;28.277,73;31184559260;16.177,08;261384473446;15.946,56;90251659387
2005-08-31;16.922,95;76538972275;17.066,16;189416933064;14.803,71;246308781914;28.275,07;31182667252;16.175,79;261362765681;15.953,23;90413880011
2005-09-01;16.929,46;76476229498;17.067,55;189189370339;14.812,76;245837958094;28.287,14;31093106506;16.187,52;261118107959;15.959,73;90199522108
2005-09-02;16.958,82;76441564183;17.094,86;188737369017;14.834,26;246127699768;28.319,66;31129374793;16.206,16;261350313248;15.979,38;90322193995
2005-09-03;16.958,82;76441564183;17.094,86;188737369017;14.834,26;246127699768;28.319,66;31129374793;16.206,16;261350313248;15.979,38;90322193995
2005-09-04;16.958,82;76441564183;17.094,86;188737369017;14.834,26;246127699768;28.319,66;31129374793;16.206,16;261350313248;15.979,38;90322193995
2005-09-05;16.961,61;76096386187;17.100,44;188027090351;14.847,84;245798737194;28.347,43;30858110020;16.216,99;258890993233;15.981,54;90261959148
2005-09-06;16.966,68;76119151693;17.087,31;187293895704;14.852,02;245873976131;28.350,04;30860829971;16.217,60;258890062882;15.985,88;89573063483
2005-09-07;16.972,98;76116062370;17.095,36;186518620333;14.850,44;245396188047;28.347,24;30619570047;16.219,60;258209595145;15.987,45;89318313508
2005-09-08;16.964,74;76036279397;17.091,93;186170411701;14.838,63;244324550699;28.342,32;30630610953;16.211,70;257973018647;15.981,70;89284454568
2005-09-09;16.948,75;78108236651;17.109,23;185895332618;14.826,40;243905189531;28.320,50;30607029189;16.197,02;257676452792;15.965,53;89143790059
2005-09-10;16.948,75;78108236651;17.109,23;185895332618;14.826,40;243905189531;28.320,50;30607029189;16.197,02;257676452792;15.965,53;89143790059
2005-09-11;16.948,75;78108236651;17.109,23;185895332618;14.826,40;243905189531;28.320,50;30607029189;16.197,02;257676452792;15.965,53;89143790059
2005-09-12;16.958,58;77979676246;17.112,44;185849606159;14.832,02;243859796042;28.343,44;30657589435;16.208,96;257767631221;15.972,29;89184334464
2005-09-13;16.958,08;77994702599;17.108,60;186268239114;14.832,67;243919861248;28.326,52;30637915831;16.208,14;257808050904;15.974,06;89152296604
2005-09-14;16.965,60;78292638701;17.120,61;186501587076;14.830,20;243824865404;28.332,83;30646533990;16.208,13;257872828110;15.977,73;89242663674
2005-09-15;16.941,51;78092076857;17.086,37;185796485015;14.804,68;242202186733;28.300,49;30133725647;16.183,58;256644543208;15.955,24;88927302999
2005-09-16;16.933,82;78327421678;17.082,78;185710717047;14.795,38;242059106003;28.282,43;30145707033;16.173,96;256499197841;15.945,37;88885963118
2005-09-17;16.933,82;78327421678;17.082,78;185710717047;14.795,38;242059106003;28.282,43;30145707033;16.173,96;256499197841;15.945,37;88885963118
2005-09-18;16.933,82;78327421678;17.082,78;185710717047;14.795,38;242059106003;28.282,43;30145707033;16.173,96;256499197841;15.945,37;88885963118
2005-09-19;16.933,82;78327421678;17.082,78;185710717047;14.795,38;242059106003;28.282,43;30145707033;16.173,96;256499197841;15.945,37;88885963118
2005-09-20;16.926,79;78290246376;17.086,25;185589734739;14.793,78;242230580789;28.284,39;30157049528;16.170,09;256626872304;15.942,34;88878603299
2005-09-21;16.930,97;76080063695;17.093,96;185387799414;14.802,28;242435875427;28.307,98;30184981002;16.176,98;256754030500;15.950,27;88624056462
2005-09-22;16.937,13;76121883892;17.099,31;185234279915;14.812,18;242610209129;28.320,86;30202063723;16.183,13;257019301483;15.951,97;88611166715
2005-09-23;16.951,46;75610724942;17.108,50;185203308075;14.823,90;242119652291;28.343,96;30228523111;16.198,07;257185483363;15.966,77;88665686173
2005-09-24;16.951,46;75610724942;17.108,50;185203308075;14.823,90;242119652291;28.343,96;30228523111;16.198,07;257185483363;15.966,77;88665686173
2005-09-25;16.951,46;75610724942;17.108,50;185203308075;14.823,90;242119652291;28.343,96;30228523111;16.198,07;257185483363;15.966,77;88665686173
2005-09-26;16.946,41;75615790555;17.094,25;184816419662;14.818,87;242124494896;28.335,85;30219963106;16.195,82;255898934968;15.965,60;88817011356
2005-09-27;16.935,02;75581403550;17.072,88;184621350134;14.800,64;241833065699;28.290,25;30181951501;16.172,13;255386772466;15.946,60;88625830706
2005-09-28;16.930,35;75395621676;17.072,99;184676835018;14.800,05;241940774228;28.286,04;30188969056;16.173,33;255541743078;15.942,73;88619900637
2005-09-29;16.910,92;75384029799;17.053,17;184515825488;14.784,77;240627170645;28.275,24;30187045865;16.154,14;255334423411;15.926,98;88592730955
2005-09-30;16.907,45;75217636680;17.066,17;184668071672;14.776,02;240448596422;28.273,73;30188985227;16.148,02;255222626589;15.923,22;88590477851
2005-10-01;16.907,45;75217636680;17.066,17;184668071672;14.776,02;240448596422;28.273,73;30188985227;16.148,02;255222626589;15.923,22;88590477851
2005-10-02;16.907,45;75217636680;17.066,17;184668071672;14.776,02;240448596422;28.273,73;30188985227;16.148,02;255222626589;15.923,22;88590477851
2005-10-03;16.888,78;75090255487;17.054,62;184447980404;14.755,73;239996290153;28.233,49;29956052526;16.122,54;254450968005;15.907,38;88455305465
2005-10-04;16.876,52;75032869333;17.036,50;184109740038;14.756,46;240010670398;28.231,96;29958160947;16.120,07;254350679568;15.898,02;88027859461
2005-10-05;16.905,96;74839420183;17.046,92;183882439067;14.781,91;240429357681;28.279,78;29837277840;16.147,06;254747546341;15.918,15;88095720970
2005-10-06;16.877,87;74567765496;17.003,83;183159847505;14.758,99;238647909172;28.221,43;29776051966;16.112,53;254163736865;15.879,34;87879394862
2005-10-07;16.856,25;74352461678;16.986,83;182656720220;14.708,18;237825214115;28.173,21;29643324351;16.073,53;253539059534;15.858,52;87612722675
2005-10-08;16.856,25;74352461678;16.986,83;182656720220;14.708,18;237825214115;28.173,21;29643324351;16.073,53;253539059534;15.858,52;87612722675
2005-10-09;16.856,25;74352461678;16.986,83;182656720220;14.708,18;237825214115;28.173,21;29643324351;16.073,53;253539059534;15.858,52;87612722675
2005-10-10;16.856,25;74352461678;16.986,83;182656720220;14.708,18;237825214115;28.173,21;29643324351;16.073,53;253539059534;15.858,52;87612722675
2005-10-11;16.863,43;74367145180;16.980,47;182031769765;14.712,25;237431071151;28.178,83;29649164844;16.080,47;252824895669;15.864,25;87636195647
2005-10-12;16.830,43;74135410890;16.945,03;181335435534;14.673,28;236769799847;28.118,29;29430139655;16.033,83;252148258911;15.819,21;87368413382
2005-10-13;16.817,45;74080736688;16.873,29;180431837526;14.645,87;235261697080;28.039,61;29346649189;16.013,49;251716392431;15.794,37;87230472108
2005-10-14;16.803,11;73773808958;16.876,60;180306887790;14.628,44;235021127150;28.028,27;29355036834;16.010,22;251527014747;15.787,07;87190309177
2005-10-15;16.803,11;73773808958;16.876,60;180306887790;14.628,44;235021127150;28.028,27;29355036834;16.010,22;251527014747;15.787,07;87190309177
2005-10-16;16.803,11;73773808958;16.876,60;180306887790;14.628,44;235021127150;28.028,27;29355036834;16.010,22;251527014747;15.787,07;87190309177
2005-10-17;16.825,29;73959374217;16.913,35;180616314704;14.656,18;235448148390;28.048,08;29156534341;16.027,41;250177247846;15.802,85;87071892959
2005-10-18;16.814,64;73899436206;16.912,81;180246692069;14.647,89;235342060131;28.024,74;29218145657;16.013,32;249970693990;15.789,27;86477306179
2005-10-19;16.743,22;72628903939;16.836,18;179410432664;14.553,53;234039933776;27.915,20;29133799154;15.935,07;248606537372;15.729,97;86133516089
2005-10-20;16.705,07;72527795997;16.792,94;178699655025;14.538,56;232954487327;27.792,01;29005041691;15.894,01;248003055914;15.692,34;85932517819
2005-10-21;16.674,40;72284597916;16.750,65;178189832702;14.513,91;232550267931;27.728,17;28938413900;15.864,94;247671428787;15.661,67;85764077233
2005-10-22;16.674,40;72284597916;16.750,65;178189832702;14.513,91;232550267931;27.728,17;28938413900;15.864,94;247671428787;15.661,67;85764077233
2005-10-23;16.674,40;72284597916;16.750,65;178189832702;14.513,91;232550267931;27.728,17;28938413900;15.864,94;247671428787;15.661,67;85764077233
2005-10-24;16.699,47;72393461965;16.764,77;178077950332;14.530,12;232901731916;27.759,04;28970152034;15.884,33;247988338521;15.684,86;85941931644
2005-10-25;16.744,91;72617019883;16.803,35;178295871557;14.588,98;233936306496;27.824,40;29093870922;15.936,01;248772931179;15.738,17;86184351956
2005-10-26;16.731,89;72498222268;16.814,48;178157910771;14.587,23;234099163474;27.804,68;29096011540;15.917,99;248773623889;15.726,65;86122481011
2005-10-27;16.717,35;72472713905;16.797,21;178088332794;14.563,16;232699055082;27.790,73;29103318660;15.901,03;248750624166;15.707,65;86094109419
2005-10-28;16.688,26;72059677941;16.760,90;177746015852;14.547,12;232527050205;27.721,18;29036399194;15.869,97;248381423277;15.677,49;85857528582
2005-10-29;16.688,26;72059677941;16.760,90;177746015852;14.547,12;232527050205;27.721,18;29036399194;15.869,97;248381423277;15.677,49;85857528582
2005-10-30;16.688,26;72059677941;16.760,90;177746015852;14.547,12;232527050205;27.721,18;29036399194;15.869,97;248381423277;15.677,49;85857528582
2005-10-31;16.615,32;71773301123;16.681,78;176925491148;14.479,57;231493952027;27.595,69;28930840096;15.830,10;247289176462;15.607,76;85604813381
2005-11-01;16.615,32;71773301123;16.681,78;176925491148;14.479,57;231493952027;27.595,69;28930840096;15.830,10;247289176462;15.607,76;85604813381
2005-11-02;16.610,34;71623764076;16.682,66;176761454248;14.472,30;231500170210;27.603,13;28892417053;15.834,63;247083900014;15.601,54;85515284979
2005-11-03;16.591,67;71544845215;16.640,31;175976331480;14.444,79;231073941761;27.503,98;28815890606;15.806,42;246652319084;15.572,89;84911543486
2005-11-04;16.517,47;70904951250;16.567,25;174796434401;14.374,25;229909291569;27.413,05;28720624054;15.754,87;245767511273;15.498,88;84506061868
2005-11-05;16.517,47;70904951250;16.567,25;174796434401;14.374,25;229909291569;27.413,05;28720624054;15.754,87;245767511273;15.498,88;84506061868
2005-11-06;16.517,47;70904951250;16.567,25;174796434401;14.374,25;229909291569;27.413,05;28720624054;15.754,87;245767511273;15.498,88;84506061868
2005-11-07;16.555,64;71037658971;16.593,36;174755416118;14.420,31;230614317320;27.451,92;28585659670;15.779,44;246078132193;15.529,42;84642958805
2005-11-08;16.552,26;70851271079;16.612,14;174725901234;14.409,21;230436368641;27.471,71;28583936552;15.779,71;246069389551;15.531,41;84493569309
2005-11-09;16.543,14;70764838202;16.581,97;174387818694;14.394,54;229714599938;27.468,30;28580325318;15.764,82;245772974645;15.515,22;84276933571
2005-11-10;16.580,04;70927034134;16.640,82;174677119669;14.424,24;229499359674;27.530,57;28657995928;15.801,10;245770780987;15.556,81;84461357867
2005-11-11;16.575,07;70900186327;16.630,84;174576438010;14.417,94;229220533536;27.519,74;28568208836;15.787,71;245571245846;15.552,29;84316355703
2005-11-12;16.575,07;70900186327;16.630,84;174576438010;14.417,94;229220533536;27.519,74;28568208836;15.787,71;245571245846;15.552,29;84316355703
2005-11-13;16.575,07;70900186327;16.630,84;174576438010;14.417,94;229220533536;27.519,74;28568208836;15.787,71;245571245846;15.552,29;84316355703
2005-11-14;16.592,44;70961821118;16.634,26;174605648098;14.437,35;229585272413;27.522,92;28571097158;15.799,28;244943679688;15.556,40;84338192378
2005-11-15;16.600,30;70750355570;16.637,91;174206478514;14.445,20;229386487765;27.516,21;28500207824;15.796,27;244518891232;15.563,68;84203188956
2005-11-16;16.615,35;71224945143;16.674,83;174784515729;14.452,08;229521987949;27.556,04;28551109745;15.818,69;244794259861;15.584,03;84222275487
2005-11-17;16.619,33;71258154703;16.676,92;174818884660;14.467,03;229490045556;27.567,48;28590490852;15.816,15;244798053261;15.585,75;84280678275
2005-11-18;16.595,72;71035849911;16.637,51;174390443476;14.454,38;229429825710;27.529,49;28539795982;15.799,72;244638754426;15.569,00;84289785267
2005-11-19;16.595,72;71035849911;16.637,51;174390443476;14.454,38;229429825710;27.529,49;28539795982;15.799,72;244638754426;15.569,00;84289785267
2005-11-20;16.595,72;71035849911;16.637,51;174390443476;14.454,38;229429825710;27.529,49;28539795982;15.799,72;244638754426;15.569,00;84289785267
2005-11-21;16.609,27;71091166190;16.652,15;174472950606;14.460,20;229770962262;27.551,50;28565560722;15.820,91;245010603562;15.579,10;84349304060
2005-11-22;16.597,36;71015344872;16.636,73;174167652404;14.449,23;229658754287;27.521,86;28534514309;15.796,67;244848156193;15.561,09;84284569990
2005-11-23;16.598,82;70956853400;16.637,37;174125426020;14.454,20;229822159250;27.538,12;28552184818;15.808,91;245136713368;15.567,31;84329603829
2005-11-24;16.602,00;70984789908;16.648,91;174300681074;14.453,78;229010626741;27.535,07;28528961482;15.806,75;245163337253;15.570,38;84411737649
2005-11-25;16.594,26;70801212764;16.665,13;174397671092;14.455,16;229165984822;27.545,29;28544768139;15.809,46;245085366226;15.575,75;84448655470
2005-11-26;16.594,26;70801212764;16.665,13;174397671092;14.455,16;229165984822;27.545,29;28544768139;15.809,46;245085366226;15.575,75;84448655470
2005-11-27;16.594,26;70801212764;16.665,13;174397671092;14.455,16;229165984822;27.545,29;28544768139;15.809,46;245085366226;15.575,75;84448655470
2005-11-28;16.619,34;70921248561;16.681,66;174648032077;14.472,72;229447918844;27.596,46;28605085807;15.835,89;245257061980;15.599,26;84656631684
2005-11-29;16.593,41;70898955930;16.658,01;174428507137;14.454,04;229047726323;27.575,17;28585534327;15.817,54;245249705010;15.580,26;84551483622
2005-11-30;16.581,74;70651794583;16.628,69;174127320903;14.444,73;228970028410;27.547,86;28548719066;15.805,56;245059995418;15.563,05;84488376579
2005-12-01;16.570,58;70517976584;16.630,20;174093466011;14.420,39;227515378172;27.552,13;28492285170;15.779,47;244232765612;15.558,39;84312966279
2005-12-02;16.578,11;70539666822;16.631,61;173933194182;14.431,95;227696968077;27.565,69;28506303300;15.787,81;244309634685;15.560,93;84326178426
2005-12-03;16.578,11;70539666822;16.631,61;173933194182;14.431,95;227696968077;27.565,69;28506303300;15.787,81;244309634685;15.560,93;84326178426
2005-12-04;16.578,11;70539666822;16.631,61;173933194182;14.431,95;227696968077;27.565,69;28506303300;15.787,81;244309634685;15.560,93;84326178426
2005-12-05;16.608,27;70482701136;16.663,10;174073105484;14.453,14;227943773392;27.584,89;28348242202;15.809,45;244581393375;15.568,98;84368971115
2005-12-06;16.632,11;70566408357;16.669,25;173756603437;14.456,33;228011440524;27.605,99;28310102753;15.821,06;244577074095;15.585,76;84376792200
2005-12-07;16.629,27;70243322678;16.668,93;173569639805;14.464,27;227485948484;27.596,72;28300402819;15.819,35;244446312310;15.582,48;84205722475
2005-12-08;16.629,27;70243322678;16.668,93;173569639805;14.464,27;227485948484;27.596,72;28300402819;15.819,35;244446312310;15.582,48;84205722475
2005-12-09;16.630,25;70247550084;16.657,29;173313618028;14.461,23;226968975705;27.611,21;28315259947;15.822,68;244459229221;15.581,97;84203001996
2005-12-10;16.630,25;70247550084;16.657,29;173313618028;14.461,23;226968975705;27.611,21;28315259947;15.822,68;244459229221;15.581,97;84203001996
2005-12-11;16.630,25;70247550084;16.657,29;173313618028;14.461,23;226968975705;27.611,21;28315259947;15.822,68;244459229221;15.581,97;84203001996
2005-12-12;16.647,62;70320932298;16.669,59;173008280832;14.465,97;227023013853;27.619,56;28242286492;15.832,82;243404677031;15.592,44;84217331736
2005-12-13;16.641,38;70131929881;16.673,24;173090960178;14.458,92;226942411517;27.576,76;28211001161;15.818,38;242882762767;15.580,91;84155880227
2005-12-14;16.644,83;69917635162;16.657,76;172652208572;14.463,84;227038249874;27.582,84;28157470219;15.826,39;243138468734;15.584,02;84182757851
2005-12-15;16.686,49;70079162278;16.712,71;172930009334;14.499,50;226995835566;27.649,28;27991081896;15.860,50;243361826902;15.613,23;84177688310
2005-12-16;16.711,21;70114955960;16.757,33;173401694696;14.535,50;227489221907;27.714,98;28133196867;15.898,07;244024991818;15.642,56;84377001091
2005-12-17;16.711,21;70114955960;16.757,33;173401694696;14.535,50;227489221907;27.714,98;28133196867;15.898,07;244024991818;15.642,56;84377001091
2005-12-18;16.711,21;70114955960;16.757,33;173401694696;14.535,50;227489221907;27.714,98;28133196867;15.898,07;244024991818;15.642,56;84377001091
2005-12-19;16.716,69;70108175096;16.766,24;173598153575;14.544,46;227896203784;27.727,38;28145150513;15.906,39;244394543659;15.653,10;84450958252
2005-12-20;16.716,52;70185758069;16.770,38;173456241593;14.533,92;227760867885;27.732,85;28044374418;15.900,02;244425391421;15.654,90;84160434559
2005-12-21;16.716,59;70026694693;16.766,34;173480787604;14.537,21;227942893571;27.714,30;28028562446;15.896,72;244279600295;15.655,81;84232232256
2005-12-22;16.725,65;70056773426;16.770,76;173440209586;14.546,26;227407500885;27.716,38;28037069784;15.902,54;244358868734;15.656,38;84313979730
2005-12-23;16.724,21;70074276311;16.765,78;173092953159;14.536,48;227283758463;27.732,10;28052969351;15.916,06;244715587739;15.662,57;84361646255
2005-12-24;16.724,21;70074276311;16.765,78;173092953159;14.536,48;227283758463;27.732,10;28052969351;15.916,06;244715587739;15.662,57;84361646255
2005-12-25;16.724,21;70074276311;16.765,78;173092953159;14.536,48;227283758463;27.732,10;28052969351;15.916,06;244715587739;15.662,57;84361646255
2005-12-26;16.715,14;70131530353;16.765,15;173052908826;14.531,89;227362956333;27.724,18;28051442833;15.909,99;243519689134;15.658,59;84369393131
2005-12-27;16.717,87;70142548485;16.764,99;172771655757;14.539,41;227498811830;27.702,94;28032151131;15.918,84;243571447857;15.663,46;84399773591
2005-12-28;16.704,45;70063730512;16.769,09;172797797903;14.520,85;227197825543;27.687,06;28036276255;15.889,54;243159176021;15.653,64;84385710486
2005-12-29;16.719,14;70131967967;16.777,46;172927384558;14.533,92;227376690676;27.701,74;28085628254;15.906,57;243519425068;15.663,03;84477744998
