
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-02-17;15.732,46;2749986270121;14.843,56;4297004185920;28.128,98;750278458602;14.097,98;5854292751305;14.054,58;2272992966522;15.579,43;2003529611244
2005-02-18;15.709,74;2746429177276;14.826,09;4298779766228;28.092,33;757823862364;14.076,86;5845438499776;14.033,51;2275427488024;15.559,06;2003067963242
2005-02-19;15.709,74;2746429177276;14.826,09;4298779766228;28.092,33;757823862364;14.076,86;5845438499776;14.033,51;2275427488024;15.559,06;2003067963242
2005-02-20;15.709,74;2746429177276;14.826,09;4298779766228;28.092,33;757823862364;14.076,86;5845438499776;14.033,51;2275427488024;15.559,06;2003067963242
2005-02-21;15.720,25;2749259119609;14.834,34;4301107929511;28.114,72;758393768794;14.083,04;5843308953948;14.037,84;2276726169396;15.565,86;2004573065148
2005-02-22;15.734,96;2751470168142;14.841,16;4303920270657;28.139,30;759201041766;14.094,04;5848885230956;14.047,93;2277671565950;15.579,42;2006091565222
2005-02-23;15.738,92;2752091424458;14.848,15;4308143030991;28.152,96;759635658845;14.098,74;5857090688658;14.055,73;2278704693962;15.586,36;2006450460394
2005-02-24;15.769,09;2758182074542;14.883,67;4315794043504;28.223,79;761835180894;14.133,87;5877167323065;14.088,92;2280288316783;15.620,98;2011613661150
2005-02-25;15.796,73;2764220861634;14.902,56;4320792730278;28.261,23;763219213736;14.153,19;5887187771968;14.111,21;2284083534948;15.644,93;2014112369142
2005-02-26;15.796,73;2764220861634;14.902,56;4320792730278;28.261,23;763219213736;14.153,19;5887187771968;14.111,21;2284083534948;15.644,93;2014112369142
2005-02-27;15.796,73;2764220861634;14.902,56;4320792730278;28.261,23;763219213736;14.153,19;5887187771968;14.111,21;2284083534948;15.644,93;2014112369142
2005-02-28;15.898,71;2785368793856;14.996,14;4353255260619;28.436,62;768456960201;14.249,37;5932761569998;14.198,78;2294545149556;15.745,42;2026427330976

Valores Confirmados

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-03-01;15.755,23;2027695375471;15.908,25;2787502758660;15.005,14;4355871370904;28.449,98;768815060204;14.252,98;5934236832763;14.206,16;2295715853706
2005-03-02;15.821,41;2035910546969;15.976,01;2798437448624;15.068,91;4373791224105;28.570,34;772077469290;14.314,96;5959638870564;14.265,67;2305606409121
2005-03-03;15.885,55;2043831851677;16.046,67;2809318223846;15.136,27;4389543510047;28.671,33;774796957116;14.367,04;5980898891351;14.324,16;2314915262159
2005-03-04;15.867,04;2039883565172;16.024,61;2804768911555;15.123,35;4385880849758;28.646,72;773993388036;14.346,65;5968470024395;14.306,95;2311474058640
2005-03-05;15.867,04;2039883565172;16.024,61;2804768911555;15.123,35;4385880849758;28.646,72;773993388036;14.346,65;5968470024395;14.306,95;2311474058640
2005-03-06;15.867,04;2039883565172;16.024,61;2804768911555;15.123,35;4385880849758;28.646,72;773993388036;14.346,65;5968470024395;14.306,95;2311474058640
2005-03-07;15.895,58;2043590765440;16.049,80;2808212885907;15.146,82;4392136568355;28.691,85;774991916509;14.377,10;5977925981127;14.331,71;2315448334572
2005-03-08;15.902,90;2044020673258;16.059,93;2808930887802;15.151,43;4392715316432;28.697,67;775149176462;14.382,43;5979864018825;14.336,13;2314094840440
2005-03-09;15.939,11;2047899362034;16.089,90;2813463715893;15.194,97;4405320940229;28.759,63;776801181548;14.416,26;5993222079888;14.368,10;2319200252478
2005-03-10;15.982,27;2053303123205;16.136,07;2820766808439;15.241,21;4412843208100;28.849,52;778459050157;14.456,28;6010722943468;14.411,84;2326389206181
2005-03-11;15.949,40;2048671306462;16.100,63;2813547492375;15.209,09;4404752640671;28.794,19;776798230914;14.422,08;5995855167328;14.380,90;2321693002261
2005-03-12;15.949,40;2048671306462;16.100,63;2813547492375;15.209,09;4404752640671;28.794,19;776798230914;14.422,08;5995855167328;14.380,90;2321693002261
2005-03-13;15.949,40;2048671306462;16.100,63;2813547492375;15.209,09;4404752640671;28.794,19;776798230914;14.422,08;5995855167328;14.380,90;2321693002261
2005-03-14;15.895,86;2041931426248;16.048,44;2803771388153;15.160,43;4389527003081;28.706,27;774445054200;14.373,12;5975401425970;14.336,35;2314533781111
2005-03-15;15.881,46;2040331054756;16.028,02;2798485974039;15.159,06;4389277660090;28.682,49;773784805530;14.373,47;5975712516036;14.334,05;2317961476381
2005-03-16;15.848,69;2032273819804;16.003,52;2794446001533;15.121,51;4368027833528;28.613,15;761021582729;14.333,42;5948570293148;14.300,29;2306453889067
2005-03-17;15.854,33;2035121770901;16.005,08;2793681328788;15.123,13;4362895273618;28.618,27;768302052369;14.335,80;5949461348101;14.299,99;2306603143641
2005-03-18;15.824,31;2031852425195;15.981,41;2789554194160;15.099,32;4364428607065;28.576,92;767684902706;14.305,57;5942142459965;14.277,75;2303691958970
2005-03-19;15.824,31;2031852425195;15.981,41;2789554194160;15.099,32;4364428607065;28.576,92;767684902706;14.305,57;5942142459965;14.277,75;2303691958970
2005-03-20;15.824,31;2031852425195;15.981,41;2789554194160;15.099,32;4364428607065;28.576,92;767684902706;14.305,57;5942142459965;14.277,75;2303691958970
2005-03-21;15.800,03;2028590101763;15.962,58;2786338639187;15.074,72;4359499607689;28.527,24;766341069944;14.281,60;5938622180271;14.256,11;2298996832137
2005-03-22;15.843,16;2034298240479;16.005,58;2792787113292;15.113,29;4369892320511;28.595,38;768167140127;14.324,20;5955533152350;14.291,81;2305555076711
2005-03-23;15.806,22;2028838797681;15.960,74;2784103261702;15.083,17;4361182169840;28.547,72;767149489860;14.288,24;5939729775251;14.263,53;2303351695971
2005-03-24;15.799,53;2028954870095;15.954,13;2782645068914;15.076,29;4355440304687;28.535,97;767177395684;14.283,94;5942670656848;14.260,73;2303786839349
2005-03-25;15.799,53;2028954870095;15.954,13;2782645068914;15.076,29;4355440304687;28.535,97;767177395684;14.283,94;5942670656848;14.260,73;2303786839349
2005-03-26;15.799,53;2028954870095;15.954,13;2782645068914;15.076,29;4355440304687;28.535,97;767177395684;14.283,94;5942670656848;14.260,73;2303786839349
2005-03-27;15.799,53;2028954870095;15.954,13;2782645068914;15.076,29;4355440304687;28.535,97;767177395684;14.283,94;5942670656848;14.260,73;2303786839349
2005-03-28;15.740,38;2020574878479;15.896,59;2773249587332;15.012,65;4338699319188;28.416,42;763928309324;14.228,24;5910928783106;14.205,94;2289885855263
2005-03-29;15.783,84;2026537114082;15.940,59;2782655789722;15.053,37;4350080480884;28.503,52;766491304108;14.270,19;5928844550952;14.246,14;2296763290830
2005-03-30;15.794,67;2027679599272;15.942,41;2783768017192;15.063,86;4352879276640;28.516,26;767141439991;14.279,92;5934982644243;14.255,20;2298049926439
