
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-06-04;16.074,64;2063590486786;16.217,85;2836359943227;15.339,32;4418491124845;28.943,58;763053832642;14.522,17;6018931117325;14.511,46;2309141955130
2005-06-05;16.074,64;2063590486786;16.217,85;2836359943227;15.339,32;4418491124845;28.943,58;763053832642;14.522,17;6018931117325;14.511,46;2309141955130
2005-06-06;16.138,41;2071769748472;16.287,80;2848218892037;15.386,50;4427965635340;29.059,10;765819049421;14.575,03;6040483024220;14.560,00;2316642923794
2005-06-07;16.204,17;2079745165776;16.356,56;2860058439047;15.453,96;4447605973699;29.179,64;768935214639;14.635,77;6065147970619;14.622,94;2326702632231
2005-06-08;16.184,02;2075457511701;16.330,88;2855192061995;15.430,79;4439724048735;29.144,72;768694158257;14.614,48;6056176383395;14.603,12;2322829476514
2005-06-09;16.179,02;2074975543561;16.321,11;2853538281740;15.422,82;4437707136599;29.130,28;768310949180;14.611,18;6053704382549;14.596,49;2321815860952
2005-06-10;16.200,69;2077391106228;16.346,86;2858432046261;15.445,32;4442951148976;29.164,73;769278276344;14.629,73;6060391701025;14.616,25;2324546971483
2005-06-11;16.200,69;2077391106228;16.346,86;2858432046261;15.445,32;4442951148976;29.164,73;769278276344;14.629,73;6060391701025;14.616,25;2324546971483
2005-06-12;16.200,69;2077391106228;16.346,86;2858432046261;15.445,32;4442951148976;29.164,73;769278276344;14.629,73;6060391701025;14.616,25;2324546971483
2005-06-13;16.207,22;2078310841907;16.347,47;2858120171976;15.451,17;4444811828095;29.177,79;769497209322;14.635,50;6062375104003;14.624,09;2325758193725
2005-06-14;16.222,96;2080149948310;16.365,30;2861228414910;15.466,97;4450537238591;29.199,65;770157825549;14.646,81;6066700294607;14.637,86;2329769354849
2005-06-15;16.211,89;2073453921576;16.350,02;2861076521515;15.463,09;4441276177407;29.194,11;753872042168;14.640,73;6050530939282;14.628,50;2320026576806
2005-06-16;16.240,56;2077120894377;16.388,28;2869032646216;15.486,41;4446893133547;29.243,81;761556318116;14.673,41;6064315365981;14.656,26;2324753701285
2005-06-17;16.263,16;2082033498355;16.402,26;2871844829304;15.509,79;4461075466862;29.291,13;763440945878;14.690,97;6071558141292;14.675,19;2328860195775
2005-06-18;16.263,16;2082033498355;16.402,26;2871844829304;15.509,79;4461075466862;29.291,13;763440945878;14.690,97;6071558141292;14.675,19;2328860195775
2005-06-19;16.263,16;2082033498355;16.402,26;2871844829304;15.509,79;4461075466862;29.291,13;763440945878;14.690,97;6071558141292;14.675,19;2328860195775
2005-06-20;16.299,45;2085400364915;16.433,49;2879809031091;15.542,72;4468043712912;29.359,58;757480072905;14.720,79;6075772063341;14.709,25;2325110129735
2005-06-21;16.326,39;2091301205880;16.476,75;2887314547866;15.561,91;4473195440036;29.404,14;762850132322;14.748,12;6087151757192;14.728,81;2331312489984
2005-06-22;16.310,85;2088760534486;16.461,89;2885551279036;15.548,31;4470916759410;29.379,59;762246942189;14.732,36;6088433737392;14.717,45;2332005850527
2005-06-23;16.339,86;2092470965033;16.490,65;2891844511496;15.579,03;4478325237110;29.445,56;764101191326;14.762,93;6102185198513;14.748,72;2337163106151
2005-06-24;16.361,95;2094984147376;16.508,47;2896327132752;15.596,18;4483924739767;29.488,98;765368523940;14.785,15;6109685475994;14.766,90;2341045787703
2005-06-25;16.361,95;2094984147376;16.508,47;2896327132752;15.596,18;4483924739767;29.488,98;765368523940;14.785,15;6109685475994;14.766,90;2341045787703
2005-06-26;16.361,95;2094984147376;16.508,47;2896327132752;15.596,18;4483924739767;29.488,98;765368523940;14.785,15;6109685475994;14.766,90;2341045787703
2005-06-27;16.361,95;2094984147376;16.508,47;2896327132752;15.596,18;4483924739767;29.488,98;765368523940;14.785,15;6109685475994;14.766,90;2341045787703
2005-06-28;16.337,04;2091826583811;16.477,11;2891385352097;15.568,46;4479796518565;29.434,92;764488974961;14.757,75;6096118864345;14.741,18;2332402443279
2005-06-29;16.310,67;2087937018606;16.452,00;2887907743313;15.543,66;4471737144165;29.385,22;763694711738;14.738,00;6088578549975;14.716,84;2329016735644
2005-06-30;16.333,29;2091750286090;16.480,83;2892318941959;15.566,24;4479313258088;29.423,83;764615486502;14.760,34;6099686343407;14.736,37;2330629228691
2005-07-01;16.333,24;2091529975677;16.478,35;2892926183880;15.563,49;4472939575168;29.425,20;760890438030;14.757,37;6095242325212;14.734,04;2326646514484
2005-07-02;16.333,24;2091529975677;16.478,35;2892926183880;15.563,49;4472939575168;29.425,20;760890438030;14.757,37;6095242325212;14.734,04;2326646514484
2005-07-03;16.333,24;2091529975677;16.478,35;2892926183880;15.563,49;4472939575168;29.425,20;760890438030;14.757,37;6095242325212;14.734,04;2326646514484
2005-07-04;16.307,25;2088176231726;16.457,53;2888724091170;15.536,10;4463953456442;29.380,52;761910865599;14.732,70;6081218218256;14.709,41;2322767951844
2005-07-05;16.337,85;2091882720048;16.498,28;2895216554797;15.566,08;4472886411758;29.435,15;763324872773;14.760,99;6092500474818;14.735,06;2326712778015
2005-07-06;16.335,23;2091093610580;16.495,30;2893174625923;15.563,47;4469479417146;29.430,49;762490550825;14.754,65;6089936912808;14.732,86;2326183491653
2005-07-07;16.349,58;2092262875879;16.513,27;2895913184232;15.580,28;4472428869760;29.455,88;763152450887;14.766,61;6094250213472;14.746,42;2327790980557
2005-07-08;16.355,61;2092876630209;16.506,04;2893601905971;15.585,33;4472707378800;29.468,60;763352743248;14.767,53;6092966734692;14.751,80;2328313768763
2005-07-09;16.355,61;2092876630209;16.506,04;2893601905971;15.585,33;4472707378800;29.468,60;763352743248;14.767,53;6092966734692;14.751,80;2328313768763
2005-07-10;16.355,61;2092876630209;16.506,04;2893601905971;15.585,33;4472707378800;29.468,60;763352743248;14.767,53;6092966734692;14.751,80;2328313768763
2005-07-11;16.339,51;2090816586683;16.489,46;2888924344352;15.565,95;4467853525979;29.441,14;762478090435;14.752,05;6086183224572;14.741,69;2327128600526
2005-07-12;16.379,25;2096052020668;16.534,89;2896472628152;15.599,46;4476095861604;29.511,88;764358403794;14.786,19;6099452728968;14.777,23;2332121545370
2005-07-13;16.411,28;2099486687760;16.570,18;2901778529739;15.631,59;4486289168133;29.579,82;766149155527;14.815,31;6112430955357;14.807,55;2336686785398
2005-07-14;16.438,87;2103378237995;16.607,40;2907873251425;15.656,84;4491327849330;29.642,25;767787325567;14.840,06;6122587299841;14.832,86;2343067403734
2005-07-15;16.463,41;2104042481151;16.630,93;2911832305373;15.681,51;4495144435105;29.691,20;762609616106;14.865,04;6120539802819;14.856,13;2342490574887
2005-07-16;16.463,41;2104042481151;16.630,93;2911832305373;15.681,51;4495144435105;29.691,20;762609616106;14.865,04;6120539802819;14.856,13;2342490574887
2005-07-17;16.463,41;2104042481151;16.630,93;2911832305373;15.681,51;4495144435105;29.691,20;762609616106;14.865,04;6120539802819;14.856,13;2342490574887
2005-07-18;16.467,38;2108361572494;16.640,42;2914320896147;15.687,45;4504345246073;29.701,19;766369331698;14.870,55;6127999875232;14.856,74;2343748380018
2005-07-19;16.441,95;2105415189849;16.608,36;2908524036657;15.661,43;4496860779460;29.666,28;765872778892;14.849,35;6119176162030;14.837,75;2342130060800
2005-07-20;16.451,42;2105407086401;16.621,76;2912979648620;15.674,10;4500828987282;29.692,65;766536420726;14.858,92;6126135115458;14.847,53;2343706034023
2005-07-21;16.524,99;2114498263950;16.691,97;2925570553198;15.747,05;4519943351339;29.835,94;770399736205;14.925,25;6155803562021;14.915,91;2353567399702
2005-07-22;16.507,34;2112005490348;16.673,87;2923229272994;15.729,15;4515187961224;29.813,99;769928821888;14.907,76;6149072575151;14.898,63;2351791325316
2005-07-23;16.507,34;2112005490348;16.673,87;2923229272994;15.729,15;4515187961224;29.813,99;769928821888;14.907,76;6149072575151;14.898,63;2351791325316
2005-07-24;16.507,34;2112005490348;16.673,87;2923229272994;15.729,15;4515187961224;29.813,99;769928821888;14.907,76;6149072575151;14.898,63;2351791325316
2005-07-25;16.516,51;2113249108692;16.690,23;2925494022387;15.737,00;4520255765218;29.836,37;770595311513;14.915,41;6147710532836;14.905,37;2354868085828
2005-07-26;16.559,02;2119424379537;16.733,62;2932927551446;15.776,83;4531694552970;29.918,49;772555708926;14.953,89;6165577792809;14.945,86;2361765053491
2005-07-27;16.530,09;2114664111203;16.701,91;2928029592484;15.746,31;4523512364951;29.868,46;771749106312;14.928,78;6154806702027;14.918,40;2356760414745
2005-07-28;16.544,92;2117155324856;16.713,27;2930353034771;15.760,55;4522364662645;29.892,92;772985816390;14.945,20;6162685037434;14.932,91;2359349209670
2005-07-29;16.588,56;2121428330338;16.758,05;2938485610977;15.805,52;4535969424404;29.972,98;774926236862;14.982,72;6180804939271;14.973,42;2358713995950
2005-07-30;16.588,56;2121428330338;16.758,05;2938485610977;15.805,52;4535969424404;29.972,98;774926236862;14.982,72;6180804939271;14.973,42;2358713995950
2005-07-31;16.588,56;2121428330338;16.758,05;2938485610977;15.805,52;4535969424404;29.972,98;774926236862;14.982,72;6180804939271;14.973,42;2358713995950
2005-08-01;16.622,55;2123705044709;16.792,51;2944661275511;15.837,61;4542962309264;30.035,97;772384012900;15.015,46;6189107886644;15.004,27;2357125564803
2005-08-02;16.648,98;2127081518745;16.809,31;2944716645773;15.862,84;4549675791725;30.087,06;773694095952;15.036,73;6199858668736;15.029,79;2358572720499
2005-08-03;16.689,78;2129539141829;16.854,34;2950275945256;15.896,45;4559837120263;30.164,23;777826007867;15.070,07;6213717852062;15.067,57;2363727014741
2005-08-04;16.737,99;2135005225470;16.903,36;2956597184426;15.939,76;4563356964849;30.253,78;779625218911;15.112,07;6230833518977;15.106,83;2369700280915
2005-08-05;16.689,97;2127520750727;16.857,61;2947153415134;15.895,48;4550530982312;30.168,80;776201864123;15.072,45;6214124842226;15.063,79;2362706959852
2005-08-06;16.689,97;2127520750727;16.857,61;2947153415134;15.895,48;4550530982312;30.168,80;776201864123;15.072,45;6214124842226;15.063,79;2362706959852
2005-08-07;16.689,97;2127520750727;16.857,61;2947153415134;15.895,48;4550530982312;30.168,80;776201864123;15.072,45;6214124842226;15.063,79;2362706959852
2005-08-08;16.610,38;2117343876639;16.777,26;2931837305862;15.820,98;4527834363083;30.032,62;772684248478;15.003,13;6185607820010;14.990,56;2350704039285
2005-08-09;16.607,39;2115987700802;16.772,27;2929829821217;15.815,51;4526116679955;30.027,18;772499751223;14.992,22;6180757309735;14.983,90;2349644211331
2005-08-10;16.646,84;2118777979598;16.812,83;2936136670362;15.852,64;4536158556698;30.102,39;774520479093;15.029,44;6194964973100;15.020,89;2355546028647
2005-08-11;16.638,29;2117732598438;16.801,68;2931840184335;15.843,57;4525796648065;30.086,28;774108166862;15.022,42;6191687330908;15.014,62;2354474780492
2005-08-12;16.630,63;2114598110030;16.798,53;2930277254701;15.833,56;4523327332106;30.061,75;773339638633;15.015,15;6188434853668;15.007,09;2358012767562
2005-08-13;16.630,63;2114598110030;16.798,53;2930277254701;15.833,56;4523327332106;30.061,75;773339638633;15.015,15;6188434853668;15.007,09;2358012767562
2005-08-14;16.630,63;2114598110030;16.798,53;2930277254701;15.833,56;4523327332106;30.061,75;773339638633;15.015,15;6188434853668;15.007,09;2358012767562
2005-08-15;16.630,63;2114598110030;16.798,53;2930277254701;15.833,56;4523327332106;30.061,75;773339638633;15.015,15;6188434853668;15.007,09;2358012767562
2005-08-16;16.620,57;2112294238948;16.792,69;2929234333283;15.831,73;4519733369275;30.050,41;764707234012;15.014,73;6161390892157;14.999,40;2349063375030
2005-08-17;16.571,68;2104479414269;16.744,15;2919025163695;15.787,44;4507186834630;29.965,82;764991986578;14.976,17;6145460644394;14.957,23;2339953251879
2005-08-18;16.566,32;2105082015312;16.735,17;2919025000154;15.782,01;4513601303708;29.952,76;765854418019;14.972,55;6144290411972;14.955,97;2340305649689
2005-08-19;16.603,20;2110899290584;16.779,73;2927545753890;15.817,63;4523746590969;30.018,33;767581208738;15.005,51;6157605096197;14.988,18;2346140451700
2005-08-20;16.603,20;2110899290584;16.779,73;2927545753890;15.817,63;4523746590969;30.018,33;767581208738;15.005,51;6157605096197;14.988,18;2346140451700
2005-08-21;16.603,20;2110899290584;16.779,73;2927545753890;15.817,63;4523746590969;30.018,33;767581208738;15.005,51;6157605096197;14.988,18;2346140451700
2005-08-22;16.620,15;2112824752167;16.792,61;2929973281623;15.835,52;4521158557155;30.046,13;768480010260;15.022,84;6169968380417;15.005,73;2348984916905
2005-08-23;16.573,96;2107670156127;16.739,30;2920994345596;15.790,22;4511503484690;29.955,02;766131538056;14.983,35;6153802084509;14.965,79;2340311268071
2005-08-24;16.622,97;2113866749835;16.795,80;2930320201752;15.836,91;4524527609220;30.043,10;768568761978;15.026,01;6175538903973;15.008,11;2351574623231
2005-08-25;16.678,82;2121230101392;16.853,90;2939622493032;15.891,19;4535227865340;30.147,00;771253100037;15.073,02;6199471496243;15.057,43;2360935093440
2005-08-26;16.628,90;2113776792792;16.798,47;2929250459572;15.843,22;4525068954763;30.060,08;769195841093;15.030,28;6182755546503;15.016,64;2355007644773
2005-08-27;16.628,90;2113776792792;16.798,47;2929250459572;15.843,22;4525068954763;30.060,08;769195841093;15.030,28;6182755546503;15.016,64;2355007644773
2005-08-28;16.628,90;2113776792792;16.798,47;2929250459572;15.843,22;4525068954763;30.060,08;769195841093;15.030,28;6182755546503;15.016,64;2355007644773
2005-08-29;16.658,00;2117580343160;16.832,40;2935758559151;15.868,24;4530913290269;30.108,94;770672291232;15.054,03;6195309307909;15.040,37;2358739346816
2005-08-30;16.664,66;2118762268081;16.842,84;2938179332324;15.874,37;4531924968054;30.118,20;771277117989;15.062,40;6201474476499;15.048,11;2359812696959
2005-08-31;16.620,40;2111233053115;16.796,05;2928689898793;15.831,69;4517107742716;30.042,59;769152870709;15.024,13;6185731696846;15.012,24;2346893579810
2005-09-01;16.605,97;2107847296420;16.777,53;2927647868429;15.822,31;4505586332108;30.006,16;763265269091;15.011,31;6174239419538;14.997,03;2337941590291
2005-09-02;16.656,83;2113835789391;16.830,41;2935026631377;15.868,35;4518127081941;30.100,15;766658588334;15.060,61;6192702585857;15.040,37;2344327855034
2005-09-03;16.656,83;2113835789391;16.830,41;2935026631377;15.868,35;4518127081941;30.100,15;766658588334;15.060,61;6192702585857;15.040,37;2344327855034
2005-09-04;16.656,83;2113835789391;16.830,41;2935026631377;15.868,35;4518127081941;30.100,15;766658588334;15.060,61;6192702585857;15.040,37;2344327855034
2005-09-05;16.660,74;2113387688611;16.832,22;2934195938837;15.877,02;4519266683403;30.115,40;765743341598;15.066,38;6181663132365;15.041,59;2344140754819
2005-09-06;16.675,24;2115140727624;16.850,93;2936693978938;15.892,18;4523116693065;30.142,32;767452731697;15.079,61;6186860819565;15.054,00;2341883127749
2005-09-07;16.685,50;2114426875517;16.865,42;2937419030541;15.899,79;4524104482310;30.148,65;766568346825;15.083,34;6187188297694;15.060,32;2342462885826
2005-09-08;16.735,83;2120153109095;16.926,31;2947023839843;15.945,79;4533779161562;30.237,77;768831098566;15.126,78;6204983470467;15.103,45;2349188863414
2005-09-09;16.700,94;2113390921642;16.888,04;2939011033681;15.911,54;4523351791060;30.178,90;767248015955;15.094,92;6191641159935;15.074,53;2344769477472
2005-09-10;16.700,94;2113390921642;16.888,04;2939011033681;15.911,54;4523351791060;30.178,90;767248015955;15.094,92;6191641159935;15.074,53;2344769477472
2005-09-11;16.700,94;2113390921642;16.888,04;2939011033681;15.911,54;4523351791060;30.178,90;767248015955;15.094,92;6191641159935;15.074,53;2344769477472
2005-09-12;16.733,89;2117083357753;16.917,32;2943186234961;15.938,00;4530039859844;30.235,67;768828411552;15.119,78;6199524229272;15.100,12;2348387508668
2005-09-13;16.778,69;2122957101858;16.967,32;2951288411984;15.981,21;4542605210798;30.316,67;770889863685;15.163,51;6218951833422;15.142,58;2354892047747
2005-09-14;16.810,85;2127253851213;17.001,00;2956817263381;16.008,47;4550942223564;30.370,70;772307907208;15.185,48;6228104705114;15.170,10;2360232228896
2005-09-15;16.780,82;2121711877277;16.961,12;2951055726078;15.973,67;4533826312307;30.313,35;762025722495;15.154,18;6199125430028;15.140,46;2347349591417
2005-09-16;16.786,44;2124038768153;16.965,28;2953699028560;15.976,97;4534121014897;30.331,90;763651993402;15.167,00;6204343671338;15.147,03;2350903798253
2005-09-17;16.786,44;2124038768153;16.965,28;2953699028560;15.976,97;4534121014897;30.331,90;763651993402;15.167,00;6204343671338;15.147,03;2350903798253
2005-09-18;16.786,44;2124038768153;16.965,28;2953699028560;15.976,97;4534121014897;30.331,90;763651993402;15.167,00;6204343671338;15.147,03;2350903798253
2005-09-19;16.786,44;2124038768153;16.965,28;2953699028560;15.976,97;4534121014897;30.331,90;763651993402;15.167,00;6204343671338;15.147,03;2350903798253
2005-09-20;16.791,35;2124485351987;16.971,96;2956000901594;15.982,99;4545630149350;30.343,01;766560025773;15.166,84;6204003422643;15.149,12;2353498206158
2005-09-21;16.846,32;2135058207491;17.028,89;2966503408053;16.032,39;4559421635405;30.443,47;769235438955;15.220,16;6225094072925;15.198,11;2359108968613
2005-09-22;16.883,82;2139519225361;17.063,55;2972465784695;16.067,15;4566534723570;30.507,86;771527208943;15.251,88;6239726296200;15.229,16;2371865409233
2005-09-23;16.914,75;2141983726758;17.094,50;2978765302199;16.099,00;4571509906294;30.570,44;773172219218;15.283,58;6252881190623;15.256,91;2376157606550
2005-09-24;16.914,75;2141983726758;17.094,50;2978765302199;16.099,00;4571509906294;30.570,44;773172219218;15.283,58;6252881190623;15.256,91;2376157606550
2005-09-25;16.914,75;2141983726758;17.094,50;2978765302199;16.099,00;4571509906294;30.570,44;773172219218;15.283,58;6252881190623;15.256,91;2376157606550
2005-09-26;16.901,16;2140515222067;17.085,75;2977041181357;16.088,72;4570563813247;30.547,02;772568897060;15.275,40;6240919319267;15.247,44;2371003105914
2005-09-27;16.912,84;2142280902096;17.093,78;2980048655463;16.097,31;4573503644281;30.562,44;773192981418;15.281,24;6245383536803;15.254,39;2372753418919
2005-09-28;16.923,60;2142761102628;17.108,73;2983020929137;16.109,24;4581603099548;30.585,57;774223930484;15.292,81;6251652847102;15.261,07;2374547656597
2005-09-29;16.909,89;2141097473312;17.089,66;2979911669854;16.088,48;4571765853794;30.555,82;773532973975;15.277,64;6248422615020;15.245,43;2372390823944
2005-09-30;16.902,67;2138543991010;17.082,52;2978334859784;16.076,21;4566247014204;30.543,08;773175117390;15.267,54;6243743153015;15.239,52;2361658008591
2005-10-01;16.902,67;2138543991010;17.082,52;2978334859784;16.076,21;4566247014204;30.543,08;773175117390;15.267,54;6243743153015;15.239,52;2361658008591
2005-10-02;16.902,67;2138543991010;17.082,52;2978334859784;16.076,21;4566247014204;30.543,08;773175117390;15.267,54;6243743153015;15.239,52;2361658008591
2005-10-03;16.895,20;2136384553815;17.076,26;2978257879940;16.069,45;4559812313215;30.535,20;768514279320;15.265,16;6238495502796;15.232,75;2352262144552
2005-10-04;16.916,91;2138971137668;17.101,07;2982226441540;16.097,07;4567335935727;30.586,70;772510230185;15.287,43;6248850694503;15.256,09;2352824085491
2005-10-05;16.959,53;2143310813390;17.134,58;2989345212931;16.134,62;4578030916710;30.666,23;773693080890;15.331,01;6266576401716;15.295,51;2358494944148
2005-10-06;16.947,08;2140970323525;17.135,65;2990493881329;16.132,00;4570991052877;30.666,41;773682581877;15.318,41;6260585334987;15.286,72;2357041679139
2005-10-07;16.867,48;2129389815196;17.060,81;2980095395296;16.056,49;4549551950093;30.518,52;769766888767;15.230,55;6224758875454;15.219,28;2345144177912
2005-10-08;16.867,48;2129389815196;17.060,81;2980095395296;16.056,49;4549551950093;30.518,52;769766888767;15.230,55;6224758875454;15.219,28;2345144177912
2005-10-09;16.867,48;2129389815196;17.060,81;2980095395296;16.056,49;4549551950093;30.518,52;769766888767;15.230,55;6224758875454;15.219,28;2345144177912
2005-10-10;16.867,48;2129389815196;17.060,81;2980095395296;16.056,49;4549551950093;30.518,52;769766888767;15.230,55;6224758875454;15.219,28;2345144177912
2005-10-11;16.817,97;2123013517098;17.000,97;2971350536843;16.009,95;4535347347047;30.422,45;767335921573;15.194,57;6208768570412;15.174,48;2337862132695
2005-10-12;16.803,42;2118937471503;16.985,61;2968548787621;15.989,00;4529755996017;30.397,61;766389181545;15.173,32;6199839950448;15.144,65;2333156163651
2005-10-13;16.802,71;2118948411009;16.993,13;2970024767443;15.987,43;4523812101853;30.395,38;766270873260;15.172,94;6200752737019;15.146,10;2333380984469
2005-10-14;16.777,11;2114957034770;16.972,55;2967131362628;15.962,60;4517128907245;30.343,25;765051634900;15.142,31;6187836111897;15.118,99;2329172811620
2005-10-15;16.777,11;2114957034770;16.972,55;2967131362628;15.962,60;4517128907245;30.343,25;765051634900;15.142,31;6187836111897;15.118,99;2329172811620
2005-10-16;16.777,11;2114957034770;16.972,55;2967131362628;15.962,60;4517128907245;30.343,25;765051634900;15.142,31;6187836111897;15.118,99;2329172811620
2005-10-17;16.734,85;2107548337572;16.942,06;2967888406129;15.930,97;4511735004756;30.253,47;757661061437;15.097,96;6145587529841;15.085,88;2318174417752
2005-10-18;16.694,38;2103164049352;16.896,37;2959946555958;15.888,69;4499381620261;30.182,93;758115492454;15.062,18;6130850910362;15.037,73;2308616795312
2005-10-19;16.676,51;2102082565453;16.886,31;2960025642521;15.862,23;4493411839115;30.165,69;758524413584;15.044,32;6123550859780;15.018,90;2305563538204
2005-10-20;16.630,72;2097059571704;16.826,69;2953008328704;15.833,10;4480640266846;30.051,27;755513975487;14.995,93;6103614524227;14.987,91;2300920158855
2005-10-21;16.551,79;2087105170060;16.767,02;2942203752884;15.763,04;4461196259454;29.925,77;752375850014;14.932,78;6085369383836;14.918,97;2293825044182
2005-10-22;16.551,79;2087105170060;16.767,02;2942203752884;15.763,04;4461196259454;29.925,77;752375850014;14.932,78;6085369383836;14.918,97;2293825044182
2005-10-23;16.551,79;2087105170060;16.767,02;2942203752884;15.763,04;4461196259454;29.925,77;752375850014;14.932,78;6085369383836;14.918,97;2293825044182
2005-10-24;16.550,39;2086898979225;16.752,25;2940633393848;15.764,95;4463729172048;29.921,65;752252851361;14.937,03;6087632440105;14.923,48;2292507215140
2005-10-25;16.586,52;2092021501029;16.791,09;2948185520029;15.812,00;4477540736816;29.967,75;753431133089;14.968,29;6101353983281;14.959,63;2297877656424
2005-10-26;16.623,87;2096077807106;16.827,04;2954514793475;15.850,28;4491149101509;30.027,95;755362743264;14.999,54;6119527571256;14.990,60;2306820151885
2005-10-27;16.635,32;2097710288840;16.844,95;2958175330890;15.856,83;4489140223297;30.046,85;756048456409;15.013,70;6127471776795;14.998,99;2305091130608
2005-10-28;16.609,24;2093776329353;16.827,08;2954963178279;15.826,10;4480686906549;29.996,32;755001835956;14.985,92;6120419912984;14.972,27;2300883650470
2005-10-29;16.609,24;2093776329353;16.827,08;2954963178279;15.826,10;4480686906549;29.996,32;755001835956;14.985,92;6120419912984;14.972,27;2300883650470
2005-10-30;16.609,24;2093776329353;16.827,08;2954963178279;15.826,10;4480686906549;29.996,32;755001835956;14.985,92;6120419912984;14.972,27;2300883650470
2005-10-31;16.493,61;2079074140116;16.687,31;2929866975690;15.714,54;4448392550309;29.767,75;749083960917;14.868,76;6065356886298;14.858,40;2286189746691
2005-11-01;16.493,61;2079074140116;16.687,31;2929866975690;15.714,54;4448392550309;29.767,75;749083960917;14.868,76;6065356886298;14.858,40;2286189746691
2005-11-02;16.490,72;2078353528207;16.692,63;2932282575825;15.708,91;4441656961387;29.756,54;745814429866;14.870,90;6059532214082;14.851,40;2281394869915
2005-11-03;16.583,08;2089559414130;16.786,42;2948684056810;15.800,82;4467415396432;29.933,16;751784099965;14.956,24;6095168666136;14.940,69;2293303388280
2005-11-04;16.595,89;2088481557830;16.814,77;2954700693050;15.793,06;4465336928476;29.956,62;752358242828;14.963,95;6097056701784;14.943,26;2293246452935
2005-11-05;16.595,89;2088481557830;16.814,77;2954700693050;15.793,06;4465336928476;29.956,62;752358242828;14.963,95;6097056701784;14.943,26;2293246452935
2005-11-06;16.595,89;2088481557830;16.814,77;2954700693050;15.793,06;4465336928476;29.956,62;752358242828;14.963,95;6097056701784;14.943,26;2293246452935
2005-11-07;16.569,91;2085216115188;16.780,09;2948906900691;15.781,36;4460353044174;29.914,85;750343889152;14.944,52;6088311978260;14.927,64;2290343827362
2005-11-08;16.492,29;2074823726797;16.708,71;2936722345699;15.711,02;4440543442231;29.764,84;746528350872;14.881,83;6062480316610;14.869,14;2280922574711
2005-11-09;16.463,19;2071176481091;16.680,47;2932287881113;15.678,98;4430169142367;29.717,73;745329738632;14.852,22;6050144056566;14.838,48;2275816441911
2005-11-10;16.420,85;2065761485249;16.643,12;2925366438593;15.649,19;4420123913147;29.644,50;743442261925;14.815,57;6034151814134;14.806,90;2270869767272
2005-11-11;16.460,18;2070609983197;16.679,37;2932039023894;15.681,36;4427784959470;29.707,56;744998256898;14.845,18;6045489412135;14.839,13;2275846054074
2005-11-12;16.460,18;2070609983197;16.679,37;2932039023894;15.681,36;4427784959470;29.707,56;744998256898;14.845,18;6045489412135;14.839,13;2275846054074
2005-11-13;16.460,18;2070609983197;16.679,37;2932039023894;15.681,36;4427784959470;29.707,56;744998256898;14.845,18;6045489412135;14.839,13;2275846054074
2005-11-14;16.447,34;2068933249733;16.667,24;2931030888410;15.671,47;4424399226610;29.671,20;744161722338;14.827,86;6036253671737;14.822,75;2273288712115
2005-11-15;16.496,43;2073374880667;16.707,70;2942194810850;15.723,34;4436464713953;29.758,19;740407497654;14.877,33;6041210201357;14.866,56;2274461355839
2005-11-16;16.471,00;2071548203135;16.682,72;2940671604233;15.702,62;4430589401421;29.706,77;742141688591;14.853,01;6030796689031;14.845,97;2270592965170
2005-11-17;16.453,11;2070370068545;16.665,22;2940123800330;15.691,01;4426589975261;29.675,61;742491625710;14.839,68;6025537619182;14.830,68;2269582622245
2005-11-18;16.486,42;2075392374949;16.704,37;2948601842234;15.722,83;4435649049920;29.744,48;744142938185;14.870,23;6037469126841;14.861,45;2273613064364
2005-11-19;16.486,42;2075392374949;16.704,37;2948601842234;15.722,83;4435649049920;29.744,48;744142938185;14.870,23;6037469126841;14.861,45;2273613064364
2005-11-20;16.486,42;2075392374949;16.704,37;2948601842234;15.722,83;4435649049920;29.744,48;744142938185;14.870,23;6037469126841;14.861,45;2273613064364
2005-11-21;16.577,51;2087076931319;16.804,83;2967625214819;15.811,79;4469020973194;29.926,34;748863446295;14.957,21;6073166856467;14.950,41;2286430550802
2005-11-22;16.587,04;2088711059523;16.810,22;2970870839112;15.818,62;4472474807307;29.933,24;749016007681;14.954,83;6078938779032;14.953,77;2286879507688
2005-11-23;16.587,07;2089219854890;16.806,51;2969969903086;15.825,66;4476408388852;29.936,08;749103543965;14.962,60;6083556352896;14.959,33;2291609726790
2005-11-24;16.575,77;2087765232305;16.798,70;2969725205628;15.813,48;4471380890804;29.903,54;748562678824;14.944,18;6077985165014;14.949,34;2287760274670
2005-11-25;16.604,88;2091066448697;16.834,75;2975681572607;15.848,86;4484170426744;29.977,00;750604292906;14.982,03;6093408719925;14.989,03;2301254145127
2005-11-26;16.604,88;2091066448697;16.834,75;2975681572607;15.848,86;4484170426744;29.977,00;750604292906;14.982,03;6093408719925;14.989,03;2301254145127
2005-11-27;16.604,88;2091066448697;16.834,75;2975681572607;15.848,86;4484170426744;29.977,00;750604292906;14.982,03;6093408719925;14.989,03;2301254145127
