
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2013-01-01;21.675,62;2601492810725;22.471,52;1960106741226;22.609,06;2652846904364;21.896,87;59351445949;21.340,78;448515416263;21.442,92;3794849916565
2013-01-02;21.720,15;2606627511936;22.513,00;1963748080638;22.641,60;2657159168226;21.923,66;59604648470;21.375,07;449050393396;21.483,11;3799089612282
2013-01-03;21.722,39;2605233666709;22.523,11;1964198326862;22.621,64;2654954350226;21.934,88;60977289578;21.362,50;448072964072;21.464,78;3793286391158
2013-01-04;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-05;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-06;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-07;21.707,62;2601339667852;22.522,11;1964169772198;22.628,72;2655757040158;21.945,60;61060248610;21.361,99;448278517873;21.451,78;3789857790903
2013-01-08;21.677,71;2596305643285;22.501,72;1959196089211;22.606,91;2650564274225;21.931,13;60872742428;21.344,68;447926530565;21.422,32;3782875312556
2013-01-09;21.653,05;2590791109333;22.484,03;1955058262693;22.586,93;2646107396997;21.924,30;60741610083;21.330,38;447583470415;21.391,03;3775178818294
2013-01-10;21.681,70;2591816720260;22.509,12;1952370022446;22.606,83;2646615391756;21.940,07;60676767755;21.350,80;447887905796;21.420,28;3778641748145
2013-01-11;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-12;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-13;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-14;21.735,22;2590170130206;22.563,71;1954596906130;22.661,98;2645334498302;21.979,83;60802642963;21.398,10;446674344153;21.493,01;3779258918628
2013-01-15;21.712,67;2589099317337;22.546,41;1952337693637;22.652,82;2645595400518;21.968,68;62156760613;21.384,62;446286942342;21.481,27;3778989523726
2013-01-16;21.737,68;2592198432468;22.568,78;1953305222072;22.683,54;2650604235203;21.991,58;61721500205;21.407,02;447046404488;21.501,14;3783830818526
2013-01-17;21.761,47;2594342139744;22.592,11;1955720442814;22.700,50;2651940290136;22.011,33;61602148423;21.424,14;447364149166;21.516,09;3786610047488
2013-01-18;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-19;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-20;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-21;21.777,22;2595368106525;22.620,83;1956487321825;22.723,29;2654025634928;22.041,94;60402476477;21.448,90;447816101961;21.529,58;3789475254104
2013-01-22;21.784,74;2595217417090;22.632,35;1958078437988;22.729,70;2654093601302;22.053,59;60368353698;21.456,63;447965208873;21.535,22;3791565449511
2013-01-23;21.802,23;2595570288643;22.646,02;1957778804945;22.747,99;2656993043022;22.062,40;60393165063;21.471,04;448291926961;21.551,23;3793916294593
2013-01-24;21.799,71;2595384612820;22.648,82;1956541397619;22.743,53;2654700008889;22.058,18;60334686571;21.469,10;448403362643;21.543,28;3793098162609
2013-01-25;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-26;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-27;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-28;21.798,47;2593896348006;22.656,20;1953782122258;22.750,41;2654332001254;22.064,70;59959743144;21.479,75;448232321356;21.545,35;3794431076430
2013-01-29;21.816,90;2595930726856;22.677,51;1955729111406;22.769,98;2656678976189;22.076,54;59957295644;21.494,16;448581063904;21.558,19;3796303411880
2013-01-30;21.845,15;2598378621982;22.696,89;1957066297206;22.792,31;2659274282079;22.089,87;60019243674;21.508,67;449154708652;21.579,44;3801078041839
2013-01-31;21.826,93;2617050065517;22.687,85;1965478723349;22.778,43;2677441490687;22.086,99;59801379279;21.499,97;452418401259;21.564,11;3843819201270
2013-02-01;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-02;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-03;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-04;21.854,11;2615891633837;22.722,34;1966651003151;22.805,17;2681215244631;22.116,37;61531023357;21.522,84;452391329285;21.587,70;3843186251904
2013-02-05;21.831,96;2610611640064;22.700,47;1962925719676;22.779,85;2676959892851;22.102,13;61486755711;21.506,36;451747617411;21.562,01;3834955968368
2013-02-06;21.845,46;2611139403640;22.715,19;1963807971200;22.792,44;2678778609671;22.108,65;61515422594;21.512,56;452124461274;21.574,67;3837885427612
2013-02-07;21.854,35;2611661832238;22.723,53;1961190813569;22.803,15;2679282767522;22.125,76;61493826477;21.529,01;452479077445;21.585,80;3840052553355
2013-02-08;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-09;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-10;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-11;21.849,40;2611311706840;22.721,71;1957565503173;22.809,60;2677789418423;22.135,73;61559588489;21.533,04;452532188790;21.578,06;3824392572781
2013-02-12;21.853,51;2603640353657;22.725,18;1958573189233;22.817,52;2676603184811;22.142,90;61567589653;21.538,73;452830244942;21.581,74;3824112331243
2013-02-13;21.862,13;2603519071698;22.732,62;1958210013463;22.829,10;2671710291521;22.150,98;61648098389;21.545,05;451229066994;21.587,94;3827266297048
2013-02-14;21.883,58;2606073004287;22.752,97;1960537694124;22.851,23;2674365979888;22.164,04;61847680293;21.564,06;451647528836;21.616,43;3832819965166
2013-02-15;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
2013-02-16;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
2013-02-17;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
