
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-01-01;12.291,52;2676747888316;11.805,73;4055337029373;22.264,10;469938897815;12.111,38;531047486860;11.159,77;5798431639400;11.204,82;2395961270472;12.237,29;2016894754319
2003-01-02;12.322,21;2683065964142;11.831,54;4064131327006;22.327,36;471265409619;12.132,26;531962581848;11.181,52;5808448498184;11.228,03;2401254727245;12.264,74;2021631292382
2003-01-03;12.328,80;2684260426753;11.844,15;4067992153159;22.317,71;470992069496;12.140,51;532290175568;11.193,97;5814220727367;11.228,74;2400540711483;12.273,00;2022967950018
2003-01-04;12.328,80;2684260426753;11.844,15;4067992153159;22.317,71;470992069496;12.140,51;532290175568;11.193,97;5814220727367;11.228,74;2400540711483;12.273,00;2022967950018
2003-01-05;12.328,80;2684260426753;11.844,15;4067992153159;22.317,71;470992069496;12.140,51;532290175568;11.193,97;5814220727367;11.228,74;2400540711483;12.273,00;2022967950018
2003-01-06;12.322,09;2679056590285;11.829,33;4062791332973;22.299,25;470559051046;12.133,78;531999159082;11.179,54;5806277455176;11.222,17;2397360054020;12.261,98;2021139100830
2003-01-07;12.334,28;2680372361460;11.839,11;4063504464444;22.306,01;470646751980;12.140,05;531909223192;11.179,00;5804692044647;11.229,51;2397763913970;12.263,02;2020263384122
2003-01-08;12.384,28;2691360169418;11.873,84;4075305501938;22.404,17;472265039456;12.185,13;533818330681;11.222,85;5826620331782;11.271,80;2406822556786;12.310,28;2028050667624
2003-01-09;12.363,33;2686205336564;11.863,45;4066718419205;22.366,08;471486982325;12.178,98;533514058610;11.205,70;5817416872628;11.252,21;2400387665173;12.298,09;2026086485868
2003-01-10;12.372,84;2687571230003;11.871,49;4069729322100;22.384,04;471122523591;12.182,25;532801985282;11.211,83;5815594759086;11.262,20;2402213819779;12.302,43;2022695530060
2003-01-11;12.372,84;2687571230003;11.871,49;4069729322100;22.384,04;471122523591;12.182,25;532801985282;11.211,83;5815594759086;11.262,20;2402213819779;12.302,43;2022695530060
2003-01-12;12.372,84;2687571230003;11.871,49;4069729322100;22.384,04;471122523591;12.182,25;532801985282;11.211,83;5815594759086;11.262,20;2402213819779;12.302,43;2022695530060
2003-01-13;12.408,24;2695283577979;11.897,29;4077732628407;22.430,23;472181183684;12.200,67;533613873829;11.237,06;5826904731432;11.285,08;2407306859859;12.333,55;2026601556605
2003-01-14;12.429,42;2700089461547;11.910,41;4083534243289;22.446,37;472489549275;12.221,94;534515246516;11.242,07;5828272574493;11.296,47;2409539602865;12.340,38;2027843001449
2003-01-15;12.453,93;2706026072310;11.946,09;4094951841587;22.481,56;473393233112;12.251,87;535898415335;11.262,27;5838803813411;11.332,25;2416751024093;12.362,53;2032125773398
2003-01-16;12.473,37;2710334756055;11.948,32;4095694663126;22.545,28;474727749749;12.255,72;536077945411;11.280,73;5848375254116;11.339,25;2418871362940;12.380,79;2035142173697
2003-01-17;12.483,78;2712412145132;11.967,88;4102742617230;22.574,61;475280977991;12.264,72;536456999447;11.295,49;5855409121032;11.347,16;2420528698060;12.393,24;2036045654499
2003-01-18;12.483,78;2712412145132;11.967,88;4102742617230;22.574,61;475280977991;12.264,72;536456999447;11.295,49;5855409121032;11.347,16;2420528698060;12.393,24;2036045654499
2003-01-19;12.483,78;2712412145132;11.967,88;4102742617230;22.574,61;475280977991;12.264,72;536456999447;11.295,49;5855409121032;11.347,16;2420528698060;12.393,24;2036045654499
2003-01-20;12.498,69;2715224873438;11.983,43;4108280173144;22.592,80;475942023400;12.273,26;537032535136;11.308,22;5862024317202;11.362,24;2424966817253;12.406,09;2038226768923
2003-01-21;12.480,84;2711399507355;11.971,87;4104151538858;22.551,76;475061595098;12.263,17;536604982134;11.287,52;5851226889095;11.345,85;2421250621494;12.386,51;2034997246228
2003-01-22;12.491,22;2714618295573;11.978,81;4106763148067;22.576,62;475823695815;12.263,46;536641575698;11.290,16;5852628572566;11.353,01;2422776219935;12.390,86;2035694444674
2003-01-23;12.493,98;2714758559947;11.984,78;4108515822972;22.569,39;475874933928;12.270,05;536868887237;11.289,40;5852205027323;11.357,79;2427991759162;12.394,22;2035935544554
2003-01-24;12.460,12;2707563753389;11.959,61;4099840308403;22.506,85;474457787176;12.245,81;535905859230;11.270,96;5837390218382;11.327,60;2424845540692;12.365,42;2029550799751
2003-01-25;12.460,12;2707563753389;11.959,61;4099840308403;22.506,85;474457787176;12.245,81;535905859230;11.270,96;5837390218382;11.327,60;2424845540692;12.365,42;2029550799751
2003-01-26;12.460,12;2707563753389;11.959,61;4099840308403;22.506,85;474457787176;12.245,81;535905859230;11.270,96;5837390218382;11.327,60;2424845540692;12.365,42;2029550799751
2003-01-27;12.489,30;2707386730980;11.988,51;4116541597258;22.564,48;475749533875;12.268,76;537061448138;11.303,90;5854420145140;11.354,91;2428894446507;12.399,95;2036818808972
2003-01-28;12.466,67;2703076081060;11.973,71;4111343353361;22.540,68;475365120028;12.258,33;536834762528;11.291,87;5847559911546;11.339,92;2427054607391;12.382,77;2034285820910
2003-01-29;12.414,72;2671206740112;11.926,61;4108767192760;22.482,87;467468551397;12.216,22;530322660848;11.236,58;5803978914332;11.296,70;2411375180440;12.330,00;2021107014697
2003-01-30;12.425,13;2676157514889;11.931,00;4110306118130;22.486,67;467646410405;12.220,50;530880578507;11.243,48;5826189243521;11.299,84;2411967486322;12.341,65;2024324880126
2003-01-31;12.406,73;2674108272507;11.910,84;4110808009271;22.395,09;465462348622;12.198,65;529643872541;11.218,42;5813080928641;11.270,51;2399971888945;12.314,91;2017599205729
2003-02-01;12.406,73;2674108272507;11.910,84;4110808009271;22.395,09;465462348622;12.198,65;529643872541;11.218,42;5813080928641;11.270,51;2399971888945;12.314,91;2017599205729
2003-02-02;12.406,73;2674108272507;11.910,84;4110808009271;22.395,09;465462348622;12.198,65;529643872541;11.218,42;5813080928641;11.270,51;2399971888945;12.314,91;2017599205729
2003-02-03;12.409,72;2674841670341;11.937,86;4120171464938;22.434,29;466240256969;12.226,84;530817440091;11.245,74;5815766379069;11.293,19;2405713996111;12.339,42;2021624220625
2003-02-04;12.422,11;2676098015649;11.939,82;4120141370368;22.437,55;466272657751;12.226,14;530779460816;11.245,75;5815054848482;11.296,17;2406300578445;12.340,29;2021599010514
2003-02-05;12.476,48;2686170811780;11.993,88;4138774026252;22.565,21;468913863941;12.274,37;532635885729;11.294,33;5839739361846;11.353,55;2418413821891;12.399,52;2030842142781
2003-02-06;12.468,75;2684068863746;12.000,45;4139495009309;22.563,07;468856393998;12.274,02;532627935882;11.286,70;5834764916085;11.355,78;2418915587891;12.398,75;2029767761222
2003-02-07;12.482,73;2685781698293;12.000,88;4139791555657;22.538,70;467621401477;12.279,01;532731650730;11.284,33;5832667796348;11.353,52;2417519494657;12.396,95;2027874116471
2003-02-08;12.482,73;2685781698293;12.000,88;4139791555657;22.538,70;467621401477;12.279,01;532731650730;11.284,33;5832667796348;11.353,52;2417519494657;12.396,95;2027874116471
