
Valores Confirmados

Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2000-07-05;9.688,33;252047208489;10.269,38;3121362972020;9.640,74;4276676988869;18.116,25;386097443671;9.929,34;521356298553;9.208,59;6119136967299;9.195,47;2470642988428;10.062,95;2168522159342
2000-07-06;9.697,42;252283058443;10.283,90;3125765060415;9.657,27;4283592833081;18.144,41;386665685121;9.945,17;521944173427;9.221,62;6127407319367;9.208,53;2473814369260;10.083,08;2172675252969
2000-07-07;9.707,10;252517135844;10.295,36;3129195382916;9.670,37;4287724067345;18.166,25;387084228388;9.957,05;522557366453;9.232,17;6129110730661;9.220,59;2474666330774;10.098,27;2172322686635
2000-07-08;9.707,10;252517135844;10.295,36;3129195382916;9.670,37;4287724067345;18.166,25;387084228388;9.957,05;522557366453;9.232,17;6129110730661;9.220,59;2474666330774;10.098,27;2172322686635
2000-07-09;9.707,10;252517135844;10.295,36;3129195382916;9.670,37;4287724067345;18.166,25;387084228388;9.957,05;522557366453;9.232,17;6129110730661;9.220,59;2474666330774;10.098,27;2172322686635
2000-07-10;9.705,40;252472903992;10.291,03;3127579374804;9.665,42;4282772543325;18.168,38;387129711133;9.954,38;522398488970;9.229,46;6126668997300;9.218,45;2473916340440;10.091,49;2170848647513
2000-07-11;9.712,54;252589201391;10.298,08;3128664176177;9.673,03;4282735180570;18.188,79;387458725460;9.963,71;522200798283;9.237,50;6131459435825;9.224,78;2475677238245;10.100,31;2171422047225
2000-07-12;9.718,86;252593311067;10.306,35;3128119745620;9.682,17;4287390038374;18.200,40;387706821898;9.973,56;522695184568;9.246,05;6137381726211;9.234,87;2478590445953;10.110,53;2173618356185
2000-07-13;9.721,02;252598953389;10.313,44;3130293484932;9.689,25;4290444557378;18.212,12;387723878250;9.978,98;523037774615;9.251,18;6139154212249;9.240,11;2480248615918;10.118,13;2175170212812
2000-07-14;9.740,93;253122454081;10.329,61;3134960277905;9.707,20;4298220808272;18.243,09;388420943157;9.996,02;523986622990;9.265,78;6148229708392;9.256,42;2484678358962;10.136,89;2179327653318
2000-07-15;9.740,93;253122454081;10.329,61;3134960277905;9.707,20;4298220808272;18.243,09;388420943157;9.996,02;523986622990;9.265,78;6148229708392;9.256,42;2484678358962;10.136,89;2179327653318
2000-07-16;9.740,93;253122454081;10.329,61;3134960277905;9.707,20;4298220808272;18.243,09;388420943157;9.996,02;523986622990;9.265,78;6148229708392;9.256,42;2484678358962;10.136,89;2179327653318
2000-07-17;9.755,39;253483966646;10.346,99;3140151790601;9.725,33;4306115913766;18.282,22;389260688469;10.013,24;524968472566;9.278,20;6156613248679;9.271,10;2488573966983;10.156,56;2183904958887
2000-07-18;9.753,62;253436370792;10.349,05;3140905647921;9.729,02;4307569241942;18.286,23;389358712050;10.015,75;525016105197;9.282,06;6158914928314;9.272,03;2489437444189;10.159,05;2184596926343
2000-07-19;9.762,38;253663121625;10.359,58;3143742437075;9.738,21;4311841315239;18.304,02;389738493413;10.026,13;525537064153;9.290,66;6164157258192;9.281,60;2492824765095;10.169,71;2187858402560
2000-07-20;9.765,04;253729625508;10.365,48;3145275330055;9.743,77;4314267909129;18.310,12;389848265547;10.031,17;525821884805;9.294,19;6166361081962;9.283,70;2494011357203;10.174,70;2189727957952
2000-07-21;9.761,18;254097227925;10.355,63;3145685373001;9.734,60;4320005725142;18.304,79;389688891675;10.023,56;525521503858;9.284,38;6159708122400;9.275,62;2492442530960;10.165,45;2189029002564
2000-07-22;9.761,18;254097227925;10.355,63;3145685373001;9.734,60;4320005725142;18.304,79;389688891675;10.023,56;525521503858;9.284,38;6159708122400;9.275,62;2492442530960;10.165,45;2189029002564
2000-07-23;9.761,18;254097227925;10.355,63;3145685373001;9.734,60;4320005725142;18.304,79;389688891675;10.023,56;525521503858;9.284,38;6159708122400;9.275,62;2492442530960;10.165,45;2189029002564
2000-07-24;9.772,73;254386506020;10.364,76;3149017065490;9.742,83;4323493733714;18.321,10;390141573044;10.032,39;526189250935;9.291,36;6163652254944;9.282,63;2496680085924;10.174,78;2192474052250
2000-07-25;9.777,57;254509606114;10.359,93;3148867380534;9.745,00;4324286262791;18.327,27;390423566240;10.034,85;526818668779;9.293,04;6163974504617;9.284,58;2499015669487;10.173,82;2192760490288
2000-07-26;9.781,60;254936715282;10.363,84;3151327906847;9.746,75;4330125560305;18.334,82;391001592353;10.037,47;527563138609;9.295,92;6165694264905;9.285,18;2499824752574;10.175,20;2195431926332
2000-07-27;9.791,50;255195319691;10.372,01;3155225731377;9.757,02;4334488423876;18.349,93;391729859783;10.043,63;528372160571;9.303,18;6170074749582;9.293,14;2502931289082;10.184,04;2199426497143
2000-07-28;9.787,11;255236648233;10.373,28;3163090506634;9.760,84;4341782726121;18.346,94;392652464904;10.046,34;528741194677;9.305,13;6200615703618;9.296,50;2504297669089;10.185,46;2199854541800
2000-07-29;9.787,11;255236648233;10.373,28;3163090506634;9.760,84;4341782726121;18.346,94;392652464904;10.046,34;528741194677;9.305,13;6200615703618;9.296,50;2504297669089;10.185,46;2199854541800
2000-07-30;9.787,11;255236648233;10.373,28;3163090506634;9.760,84;4341782726121;18.346,94;392652464904;10.046,34;528741194677;9.305,13;6200615703618;9.296,50;2504297669089;10.185,46;2199854541800
2000-07-31;9.781,27;254553269796;10.369,60;3162464077571;9.754,82;4338121369576;18.336,34;397819892551;10.042,68;532852300745;9.301,53;6191013527209;9.290,05;2498261428383;10.180,52;2199750904863
2000-08-01;9.776,85;254445390528;10.360,41;3160061562443;9.742,02;4331941589074;18.329,83;397607243039;10.030,74;531706913559;9.292,92;6183583598648;9.280,58;2494009848978;10.169,13;2197058059380
2000-08-02;9.763,05;254053393245;10.344,64;3154697353770;9.724,14;4323609837498;18.293,15;396881733680;10.014,92;530858009509;9.280,87;6174996613061;9.264,63;2489378363131;10.149,34;2192798387623
2000-08-03;9.753,50;253796803578;10.335,23;3151257576360;9.715,77;4319933974758;18.275,59;396039128920;10.008,65;530372274295;9.275,88;6170734807295;9.265,43;2488565630802;10.140,32;2190740569241
2000-08-04;9.758,27;253906794822;10.338,27;3152179233409;9.719,16;4320433320734;18.284,81;396226815538;10.013,49;530562580921;9.278,95;6172037126153;9.266,87;2488943889713;10.142,74;2189935353205
2000-08-05;9.758,27;253906794822;10.338,27;3152179233409;9.719,16;4320433320734;18.284,81;396226815538;10.013,49;530562580921;9.278,95;6172037126153;9.266,87;2488943889713;10.142,74;2189935353205
2000-08-06;9.758,27;253906794822;10.338,27;3152179233409;9.719,16;4320433320734;18.284,81;396226815538;10.013,49;530562580921;9.278,95;6172037126153;9.266,87;2488943889713;10.142,74;2189935353205
2000-08-07;9.773,62;254280709397;10.349,86;3155620751510;9.732,91;4323323566698;18.316,78;396872602984;10.025,00;531102407973;9.287,68;6177600335841;9.278,12;2489696206913;10.157,56;2190005919622
2000-08-08;9.777,92;254392543115;10.356,63;3157284546646;9.738,51;4325721827738;18.332,72;397196441440;10.032,17;531444838461;9.295,57;6181891011087;9.285,08;2491351646215;10.164,66;2191461818395
2000-08-09;9.775,45;254361806465;10.355,74;3155041860645;9.739,12;4326141055829;18.338,88;397323885600;10.034,11;531564355128;9.298,26;6177673618442;9.286,41;2492001872224;10.163,25;2189575484988
2000-08-10;9.778,88;254441568652;10.358,23;3155224022594;9.739,28;4327049827226;18.345,91;397516607267;10.036,17;531217409495;9.301,09;6178364376120;9.287,81;2492725468327;10.163,14;2189937152062
2000-08-11;9.789,27;254327300136;10.371,64;3158043072449;9.754,01;4329429655828;18.361,89;397522889301;10.047,43;531822045785;9.310,88;6185791903811;9.300,19;2496104064853;10.177,48;2193262307401
2000-08-12;9.789,27;254327300136;10.371,64;3158043072449;9.754,01;4329429655828;18.361,89;397522889301;10.047,43;531822045785;9.310,88;6185791903811;9.300,19;2496104064853;10.177,48;2193262307401
2000-08-13;9.789,27;254327300136;10.371,64;3158043072449;9.754,01;4329429655828;18.361,89;397522889301;10.047,43;531822045785;9.310,88;6185791903811;9.300,19;2496104064853;10.177,48;2193262307401
2000-08-14;9.790,08;254347622709;10.374,56;3159348267940;9.759,96;4331830548658;18.363,81;397544134266;10.051,86;532163368744;9.315,22;6188496231100;9.303,97;2497349107570;10.180,89;2194023713603
2000-08-15;9.790,08;254347622709;10.374,56;3159348267940;9.759,96;4331830548658;18.363,81;397544134266;10.051,86;532163368744;9.315,22;6188496231100;9.303,97;2497349107570;10.180,89;2194023713603
2000-08-16;9.785,54;254168029919;10.366,70;3156963900478;9.753,22;4329240798956;18.352,96;397399294731;10.044,90;531754238723;9.311,18;6186410311579;9.298,24;2496230495382;10.171,27;2191979193903
2000-08-17;9.806,45;254738300413;10.384,02;3162014170765;9.770,41;4336736103770;18.390,04;398138989873;10.062,90;532733301627;9.327,57;6197311400549;9.315,66;2501282733453;10.190,15;2196364550509
2000-08-18;9.818,51;255054049673;10.402,87;3167803127267;9.785,24;4343444080088;18.412,53;398748842876;10.077,85;533664489676;9.339,91;6205058207236;9.329,77;2505345447731;10.206,58;2200956530078
2000-08-19;9.818,51;255054049673;10.402,87;3167803127267;9.785,24;4343444080088;18.412,53;398748842876;10.077,85;533664489676;9.339,91;6205058207236;9.329,77;2505345447731;10.206,58;2200956530078
2000-08-20;9.818,51;255054049673;10.402,87;3167803127267;9.785,24;4343444080088;18.412,53;398748842876;10.077,85;533664489676;9.339,91;6205058207236;9.329,77;2505345447731;10.206,58;2200956530078
2000-08-21;9.818,58;255007196024;10.414,84;3171332216816;9.795,24;4347744647663;18.430,18;399123726734;10.086,61;534115500853;9.347,72;6210287982021;9.338,62;2508038793480;10.220,78;2205945319419
2000-08-22;9.820,20;255036948932;10.417,13;3171853439043;9.797,19;4348638930113;18.428,70;399190891423;10.088,31;534236534391;9.349,94;6211538903837;9.340,92;2510347247853;10.223,95;2207682702074
2000-08-23;9.807,35;254801462983;10.404,95;3168217014851;9.783,59;4342338835769;18.415,64;399034847691;10.075,81;533423503210;9.337,21;6203203154239;9.327,78;2508809597761;10.208,94;2206054939150
2000-08-24;9.812,40;254943420484;10.407,08;3170048060913;9.785,37;4343067894387;18.424,29;399328733953;10.077,91;533567842654;9.340,39;6205399788376;9.329,65;2510581483415;10.211,64;2207034851815
2000-08-25;9.819,91;255407406623;10.410,39;3172779251747;9.789,84;4358246694195;18.431,44;400206840252;10.083,13;534144147065;9.343,82;6207480831385;9.333,03;2512510314518;10.215,46;2210166050716
2000-08-26;9.819,91;255407406623;10.410,39;3172779251747;9.789,84;4358246694195;18.431,44;400206840252;10.083,13;534144147065;9.343,82;6207480831385;9.333,03;2512510314518;10.215,46;2210166050716
2000-08-27;9.819,91;255407406623;10.410,39;3172779251747;9.789,84;4358246694195;18.431,44;400206840252;10.083,13;534144147065;9.343,82;6207480831385;9.333,03;2512510314518;10.215,46;2210166050716
2000-08-28;9.822,68;255851927269;10.418,06;3175925736475;9.797,65;4361174485619;18.442,83;400617710342;10.088,78;534835318688;9.350,45;6211801772313;9.339,02;2515866685834;10.223,43;2212313722658
2000-08-29;9.817,15;255872025866;10.411,61;3175326323816;9.791,87;4358343403480;18.434,43;400952924341;10.080,76;535182421189;9.345,77;6207843541800;9.334,03;2515516413800;10.216,60;2210912968413
2000-08-30;9.867,70;257448352796;10.469,96;3195991202198;9.842,81;4389220405919;18.527,78;403187599788;10.133,88;538605233023;9.390,55;6267731463155;9.382,46;2528676644078;10.270,83;2222623330430
2000-08-31;9.877,58;254388682136;10.478,86;3206590766397;9.852,89;4392598979171;18.550,72;405513745409;10.143,28;542532114158;9.398,46;6276876984962;9.392,19;2521667105877;10.284,39;2229539328529
2000-09-01;9.880,10;254444726219;10.475,78;3205434463829;9.851,94;4391899814940;18.554,70;405600640830;10.142,79;541722171635;9.397,33;6275673616917;9.390,57;2521179304752;10.284,02;2228145479235
2000-09-02;9.880,10;254444726219;10.475,78;3205434463829;9.851,94;4391899814940;18.554,70;405600640830;10.142,79;541722171635;9.397,33;6275673616917;9.390,57;2521179304752;10.284,02;2228145479235
