
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-06-24;16.654,04;578614894223;16.723,05;1035614464976;16.156,05;941321375552;15.399,23;129969460186;16.624,20;992452791090;16.038,17;382303797828
2005-06-25;16.654,04;578614894223;16.723,05;1035614464976;16.156,05;941321375552;15.399,23;129969460186;16.624,20;992452791090;16.038,17;382303797828
2005-06-26;16.654,04;578614894223;16.723,05;1035614464976;16.156,05;941321375552;15.399,23;129969460186;16.624,20;992452791090;16.038,17;382303797828
2005-06-27;16.654,04;578614894223;16.723,05;1035614464976;16.156,05;941321375552;15.399,23;129969460186;16.624,20;992452791090;16.038,17;382303797828
2005-06-28;16.582,49;576124055461;16.652,40;1031665721128;16.097,11;939085678458;15.333,41;129501030023;16.535,46;988001334499;15.973,66;381656407731
2005-06-29;16.509,16;573199039708;16.578,15;1027534937216;16.016,23;934344834772;15.260,60;128957302697;16.471,35;984543472945;15.900,25;379897307243
2005-06-30;16.550,83;574931782865;16.623,71;1030216624643;16.060,29;937069603584;15.301,08;129307104240;16.515,30;987956804551;15.939,74;380669752430
2005-07-01;16.566,47;577280549358;16.633,89;1035544217990;16.079,46;944313743653;15.315,18;127373791490;16.526,45;992496151414;15.954,82;379975390801
2005-07-02;16.566,47;577280549358;16.633,89;1035544217990;16.079,46;944313743653;15.315,18;127373791490;16.526,45;992496151414;15.954,82;379975390801
2005-07-03;16.566,47;577280549358;16.633,89;1035544217990;16.079,46;944313743653;15.315,18;127373791490;16.526,45;992496151414;15.954,82;379975390801
2005-07-04;16.506,05;575200146899;16.568,42;1032263156602;16.016,92;940572384161;15.257,61;130010197433;16.467,66;996963575930;15.892,40;378512616070
2005-07-05;16.591,38;578182492752;16.658,67;1038640492446;16.091,26;944906171490;15.325,48;130589664386;16.544,64;1001438084690;15.969,84;380262109273
2005-07-06;16.574,56;578700421519;16.637,42;1039104251323;16.078,97;943988343593;15.312,58;131311560605;16.519,79;999857441554;15.954,60;379891734222
2005-07-07;16.603,93;579688185210;16.674,05;1042312334807;16.107,79;949923042314;15.341,48;131567860115;16.553,35;1001648438177;15.985,22;380635001181
2005-07-08;16.609,83;580577942073;16.674,61;1043965534068;16.118,41;950264040746;15.350,40;131643844875;16.558,26;1002258257397;15.990,81;380762186839
2005-07-09;16.609,83;580577942073;16.674,61;1043965534068;16.118,41;950264040746;15.350,40;131643844875;16.558,26;1002258257397;15.990,81;380762186839
2005-07-10;16.609,83;580577942073;16.674,61;1043965534068;16.118,41;950264040746;15.350,40;131643844875;16.558,26;1002258257397;15.990,81;380762186839
2005-07-11;16.539,63;578127291501;16.602,95;1040952421810;16.048,79;946170718715;15.287,17;131099984971;16.486,17;997817775450;15.925,30;379194085193
2005-07-12;16.642,90;581946781373;16.706,84;1048330795981;16.142,10;951610115946;15.379,60;131918065858;16.591,69;1004089616564;16.025,12;383823401632
2005-07-13;16.718,69;585939898969;16.782,29;1054830416485;16.216,42;956494693332;15.453,77;132562343909;16.666,43;1008948419972;16.098,60;385577601993
2005-07-14;16.788,83;588924343389;16.861,05;1060904103780;16.266,67;963819861637;15.516,09;133098492537;16.741,25;1013429396716;16.166,76;387504243032
2005-07-15;16.819,83;597457392131;16.882,78;1070868848706;16.297,50;971845936103;15.546,64;130201201776;16.770,37;1015183388964;16.193,31;392678890417
2005-07-16;16.819,83;597457392131;16.882,78;1070868848706;16.297,50;971845936103;15.546,64;130201201776;16.770,37;1015183388964;16.193,31;392678890417
2005-07-17;16.819,83;597457392131;16.882,78;1070868848706;16.297,50;971845936103;15.546,64;130201201776;16.770,37;1015183388964;16.193,31;392678890417
2005-07-18;16.821,57;599687283617;16.888,34;1072326955589;16.301,18;975209099795;15.542,19;134946058663;16.772,06;1016852224739;16.190,63;392604125410
2005-07-19;16.760,26;597757822827;16.825,91;1068833590255;16.243,97;971813798932;15.490,30;135089267215;16.707,29;1012905860743;16.135,65;391266637079
2005-07-20;16.774,23;600525113528;16.840,77;1071901567047;16.255,25;972472105003;15.495,35;135128615800;16.713,69;1014317516260;16.146,67;391571598628
2005-07-21;16.926,85;605274633068;16.994,63;1083332009683;16.398,68;987458043715;15.638,66;136418457288;16.871,24;1024292605285;16.292,89;397891059785
2005-07-22;16.887,70;605356052499;16.952,40;1082926521620;16.360,43;985197622283;15.605,11;136137247424;16.834,50;1022205590781;16.251,97;396888066281
2005-07-23;16.887,70;605356052499;16.952,40;1082926521620;16.360,43;985197622283;15.605,11;136137247424;16.834,50;1022205590781;16.251,97;396888066281
2005-07-24;16.887,70;605356052499;16.952,40;1082926521620;16.360,43;985197622283;15.605,11;136137247424;16.834,50;1022205590781;16.251,97;396888066281
2005-07-25;16.915,63;606358087176;16.978,67;1087105514116;16.379,33;987291713595;15.626,73;136353111328;16.864,83;1035683190830;16.278,68;397523282045
2005-07-26;16.992,90;609421133246;17.064,96;1095742860176;16.449,68;991525998480;15.696,15;136963443046;16.942,23;1040707512669;16.355,53;399389495909
2005-07-27;16.920,93;608733539680;16.992,31;1091303030825;16.381,75;987783841888;15.631,15;136468763549;16.865,37;1036055295686;16.289,09;397709363892
2005-07-28;16.942,00;609638213598;17.011,34;1092650742546;16.402,18;996244765039;15.651,48;136761503878;16.893,92;1038232013084;16.312,51;398277243848
2005-07-29;17.035,75;614190903384;17.096,12;1098321461376;16.492,67;1001930119303;15.731,51;137234441269;16.985,89;1044809793832;16.397,34;401256099346
2005-07-30;17.035,75;614190903384;17.096,12;1098321461376;16.492,67;1001930119303;15.731,51;137234441269;16.985,89;1044809793832;16.397,34;401256099346
2005-07-31;17.035,75;614190903384;17.096,12;1098321461376;16.492,67;1001930119303;15.731,51;137234441269;16.985,89;1044809793832;16.397,34;401256099346
2005-08-01;17.102,12;619062817454;17.157,53;1109599117904;16.547,99;1009439151199;15.792,75;135749057662;17.048,58;1053188990509;16.457,16;401359781375
2005-08-02;17.148,36;620736777755;17.188,96;1116263581186;16.595,41;1012311625202;15.839,94;136164163420;17.097,59;1055573156063;16.503,94;406366902193
2005-08-03;17.225,11;627439826934;17.282,22;1125691017513;16.660,80;1016480616361;15.907,76;141277843370;17.171,28;1060152230766;16.575,12;408130518487
2005-08-04;17.330,39;630544013217;17.389,06;1136367224260;16.754,05;1031067949809;16.007,61;142164754934;17.276,36;1066663948227;16.681,17;410691393649
2005-08-05;17.221,29;628340849736;17.286,72;1131534044924;16.658,98;1025179986535;15.906,68;143261605131;17.170,84;1059713250648;16.576,22;408170921453
2005-08-06;17.221,29;628340849736;17.286,72;1131534044924;16.658,98;1025179986535;15.906,68;143261605131;17.170,84;1059713250648;16.576,22;408170921453
2005-08-07;17.221,29;628340849736;17.286,72;1131534044924;16.658,98;1025179986535;15.906,68;143261605131;17.170,84;1059713250648;16.576,22;408170921453
2005-08-08;17.069,37;622799217239;17.126,85;1123021517840;16.510,26;1015338483101;15.769,18;142023610239;17.014,91;1050130300188;16.434,19;404753575190
2005-08-09;17.099,35;623983610237;17.147,31;1126688673386;16.532,79;1017060268680;15.791,61;142246794281;17.045,49;1051957347931;16.464,32;405458984613
2005-08-10;17.164,50;629684683741;17.218,48;1133406572324;16.597,72;1020961300755;15.850,51;142820667891;17.111,51;1055920199574;16.527,23;407051378880
2005-08-11;17.154,66;629192963131;17.195,63;1134290057272;16.586,69;1029503937359;15.844,95;142773179932;17.106,29;1055693235846;16.517,89;406817826632
2005-08-12;17.174,58;633045795307;17.222,51;1138216776101;16.607,05;1031084822180;15.863,96;142906297021;17.131,87;1057989708539;16.540,59;407479640059
2005-08-13;17.174,58;633045795307;17.222,51;1138216776101;16.607,05;1031084822180;15.863,96;142906297021;17.131,87;1057989708539;16.540,59;407479640059
2005-08-14;17.174,58;633045795307;17.222,51;1138216776101;16.607,05;1031084822180;15.863,96;142906297021;17.131,87;1057989708539;16.540,59;407479640059
2005-08-15;17.174,58;633045795307;17.222,51;1138216776101;16.607,05;1031084822180;15.863,96;142906297021;17.131,87;1057989708539;16.540,59;407479640059
2005-08-16;17.160,07;640848694203;17.221,08;1152909198949;16.583,96;1036237033267;15.849,09;137139927663;17.121,47;1082617900166;16.528,47;411211095592
2005-08-17;17.062,52;640221132068;17.120,04;1148280876017;16.488,86;1030213293645;15.754,80;142642099969;17.028,23;1076765935217;16.429,14;413188319960
2005-08-18;17.045,98;640234668797;17.109,32;1151277581806;16.473,53;1032379588299;15.735,64;142776802339;17.003,00;1075186025203;16.415,54;412841828408
2005-08-19;17.130,22;647120362318;17.200,22;1160261841539;16.550,21;1037186246526;15.804,73;143416669122;17.088,31;1080536622130;16.495,15;414849460652
2005-08-20;17.130,22;647120362318;17.200,22;1160261841539;16.550,21;1037186246526;15.804,73;143416669122;17.088,31;1080536622130;16.495,15;414849460652
2005-08-21;17.130,22;647120362318;17.200,22;1160261841539;16.550,21;1037186246526;15.804,73;143416669122;17.088,31;1080536622130;16.495,15;414849460652
2005-08-22;17.132,26;647075584026;17.195,07;1161839346412;16.556,83;1047754348608;15.797,89;143394859012;17.091,99;1082553019389;16.496,30;414872288785
2005-08-23;17.004,58;642523595355;17.064,49;1155482283134;16.434,44;1041062752476;15.692,33;142431460289;16.966,19;1074608888176;16.376,49;412669295140
2005-08-24;17.150,09;649081557331;17.207,90;1167867536586;16.564,61;1049295122582;15.816,17;143523218223;17.108,30;1084651052050;16.505,83;415918643446
2005-08-25;17.216,35;651721207383;17.277,53;1174459994083;16.634,74;1060767402493;15.876,98;144097724191;17.176,53;1090305083814;16.570,86;417549439460
2005-08-26;17.055,52;647685132087;17.107,80;1164649216412;16.489,90;1052905478944;15.728,00;142792457841;17.005,48;1079581045127;16.417,64;413676230303
2005-08-27;17.055,52;647685132087;17.107,80;1164649216412;16.489,90;1052905478944;15.728,00;142792457841;17.005,48;1079581045127;16.417,64;413676230303
2005-08-28;17.055,52;647685132087;17.107,80;1164649216412;16.489,90;1052905478944;15.728,00;142792457841;17.005,48;1079581045127;16.417,64;413676230303
2005-08-29;17.115,90;650017762632;17.167,73;1169318763529;16.535,58;1055516995745;15.781,77;143350562990;17.068,79;1084034664035;16.472,33;415047364657
2005-08-30;17.126,54;650650874086;17.179,59;1171000742314;16.545,95;1056233625319;15.787,23;143483389244;17.079,22;1085284912652;16.483,43;415320679896
2005-08-31;17.020,19;648330106483;17.081,91;1163973866394;16.442,30;1048821159670;15.691,99;142652921257;16.975,87;1078755841841;16.386,98;413294827095
2005-09-01;17.004,24;651725452081;17.052,09;1170118123627;16.444,42;1058864720979;15.674,79;139267971558;16.967,01;1085293393511;16.370,80;411343242788
2005-09-02;17.133,21;656676397981;17.192,90;1182604848490;16.567,90;1066793020569;15.795,56;143353345005;17.103,22;1093141766017;16.496,72;414532988656
2005-09-03;17.133,21;656676397981;17.192,90;1182604848490;16.567,90;1066793020569;15.795,56;143353345005;17.103,22;1093141766017;16.496,72;414532988656
2005-09-04;17.133,21;656676397981;17.192,90;1182604848490;16.567,90;1066793020569;15.795,56;143353345005;17.103,22;1093141766017;16.496,72;414532988656
2005-09-05;17.150,11;657331470817;17.192,95;1184920338683;16.580,60;1067561325744;15.812,08;145391607485;17.123,66;1114113429882;16.508,98;414819124237
2005-09-06;17.227,68;660371265343;17.269,04;1192233049724;16.646,92;1071891426649;15.875,15;148294613281;17.205,83;1119402960441;16.578,45;422106302770
2005-09-07;17.241,32;663650263201;17.288,67;1196201474003;16.656,83;1072476598809;15.884,57;148381221130;17.215,22;1119831707664;16.592,10;422442744874
2005-09-08;17.353,50;667121074673;17.408,16;1205801702920;16.765,83;1084320960268;15.983,67;149306434766;17.320,67;1126647270641;16.694,56;425046790028
2005-09-09;17.252,42;664016806027;17.310,23;1200325496425;16.669,01;1077954607040;15.895,05;148502940647;17.214,30;1119387513567;16.598,65;422602032177
2005-09-10;17.252,42;664016806027;17.310,23;1200325496425;16.669,01;1077954607040;15.895,05;148502940647;17.214,30;1119387513567;16.598,65;422602032177
2005-09-11;17.252,42;664016806027;17.310,23;1200325496425;16.669,01;1077954607040;15.895,05;148502940647;17.214,30;1119387513567;16.598,65;422602032177
2005-09-12;17.340,56;667395597342;17.386,04;1205911870185;16.754,46;1083543129674;15.977,12;149286009818;17.314,45;1126396053428;16.686,78;424944140365
2005-09-13;17.428,89;670843440319;17.483,35;1212837475236;16.835,59;1088725984416;16.055,56;150020256689;17.405,19;1132817751418;16.766,87;426977373029
2005-09-14;17.476,87;673610803391;17.532,38;1217168430005;16.891,02;1092498655940;16.101,64;150453834935;17.454,20;1135983156699;16.815,14;428179807893
2005-09-15;17.391,60;682644443939;17.437,82;1222969096368;16.810,20;1098258085895;16.018,08;144286629615;17.368,60;1137887698851;16.729,91;431693720968
2005-09-16;17.413,60;686256780505;17.466,90;1226596839990;16.820,18;1099011959588;16.043,67;144847680030;17.390,43;1139321318535;16.751,12;432451830207
2005-09-17;17.413,60;686256780505;17.466,90;1226596839990;16.820,18;1099011959588;16.043,67;144847680030;17.390,43;1139321318535;16.751,12;432451830207
2005-09-18;17.413,60;686256780505;17.466,90;1226596839990;16.820,18;1099011959588;16.043,67;144847680030;17.390,43;1139321318535;16.751,12;432451830207
2005-09-19;17.413,60;686256780505;17.466,90;1226596839990;16.820,18;1099011959588;16.043,67;144847680030;17.390,43;1139321318535;16.751,12;432451830207
2005-09-20;17.417,61;686422499171;17.463,52;1228319868845;16.835,16;1103268332910;16.053,59;151589894407;17.396,11;1141556325388;16.755,42;432559617740
2005-09-21;17.540,75;693564735181;17.587,29;1239326913895;16.946,73;1110551683066;16.167,46;152706545620;17.525,89;1150233573610;16.871,65;439821735016
2005-09-22;17.592,31;694836695002;17.627,85;1243269868626;16.999,64;1113873267793;16.208,00;153197912134;17.574,45;1154596072040;16.914,13;440925462909
2005-09-23;17.642,27;697980473462;17.674,44;1247494815009;17.046,40;1122008444048;16.250,01;153596174281;17.624,33;1157847120773;16.947,89;441801547694
2005-09-24;17.642,27;697980473462;17.674,44;1247494815009;17.046,40;1122008444048;16.250,01;153596174281;17.624,33;1157847120773;16.947,89;441801547694
2005-09-25;17.642,27;697980473462;17.674,44;1247494815009;17.046,40;1122008444048;16.250,01;153596174281;17.624,33;1157847120773;16.947,89;441801547694
2005-09-26;17.602,52;696514021549;17.639,61;1245636998799;17.013,85;1120177373590;16.215,32;153268205354;17.583,16;1169349606922;16.913,73;442587476669
2005-09-27;17.612,36;697326562631;17.642,47;1246535137360;17.031,47;1121346046370;16.225,25;153410990916;17.596,60;1171446830488;16.922,27;442804663262
2005-09-28;17.659,59;700341339364;17.686,46;1249781738154;17.070,61;1125381214876;16.267,58;153914464974;17.645,69;1175169616033;16.959,59;443775391237
2005-09-29;17.659,36;700549819309;17.676,75;1249588137157;17.063,32;1129713118056;16.265,31;153967060369;17.645,47;1175598942884;16.955,50;443665656057
2005-09-30;17.642,34;701108968806;17.666,75;1248708284043;17.044,02;1126658650398;16.248,11;153752657539;17.627,08;1174198575032;16.939,09;443977739247
2005-10-01;17.642,34;701108968806;17.666,75;1248708284043;17.044,02;1126658650398;16.248,11;153752657539;17.627,08;1174198575032;16.939,09;443977739247
2005-10-02;17.642,34;701108968806;17.666,75;1248708284043;17.044,02;1126658650398;16.248,11;153752657539;17.627,08;1174198575032;16.939,09;443977739247
2005-10-03;17.658,75;704634295967;17.685,06;1255017882862;17.062,15;1128186968948;16.267,27;150535407683;17.651,64;1186605002128;16.953,83;442593712705
2005-10-04;17.712,73;707185435830;17.735,73;1258630349711;17.114,51;1131609068390;16.312,87;157015110348;17.710,73;1190104925048;17.006,59;447129495593
2005-10-05;17.781,26;711475227254;17.793,79;1262937368794;17.180,10;1135991532251;16.369,52;158864958933;17.785,35;1195093000258;17.071,13;448780789245
2005-10-06;17.800,68;712093971651;17.809,63;1264078716096;17.206,89;1145418796597;16.384,01;159062669906;17.793,85;1195753664051;17.089,41;449253546674
2005-10-07;17.653,29;707391958146;17.667,34;1254145140634;17.083,25;1137170453422;16.259,71;157855330678;17.636,16;1185149077285;16.961,38;445997528014
2005-10-08;17.653,29;707391958146;17.667,34;1254145140634;17.083,25;1137170453422;16.259,71;157855330678;17.636,16;1185149077285;16.961,38;445997528014
2005-10-09;17.653,29;707391958146;17.667,34;1254145140634;17.083,25;1137170453422;16.259,71;157855330678;17.636,16;1185149077285;16.961,38;445997528014
2005-10-10;17.653,29;707391958146;17.667,34;1254145140634;17.083,25;1137170453422;16.259,71;157855330678;17.636,16;1185149077285;16.961,38;445997528014
2005-10-11;17.496,40;701049702425;17.531,61;1244443205482;16.923,64;1126011560036;16.109,82;156400969520;17.463,19;1173619020029;16.805,48;441875766926
2005-10-12;17.457,18;701858069796;17.483,48;1241404115065;16.873,56;1123110958005;16.074,23;156075691497;17.416,70;1170361969500;16.753,82;440548526530
2005-10-13;17.548,95;705596612449;17.565,76;1247344979638;16.963,84;1133443105623;16.152,90;156835542377;17.512,00;1177120064732;16.842,54;442867966368
2005-10-14;17.512,72;705194940765;17.533,08;1245265432252;16.923,02;1130688528335;16.117,75;156518190289;17.470,90;1174342561874;16.797,45;441648463562
2005-10-15;17.512,72;705194940765;17.533,08;1245265432252;16.923,02;1130688528335;16.117,75;156518190289;17.470,90;1174342561874;16.797,45;441648463562
2005-10-16;17.512,72;705194940765;17.533,08;1245265432252;16.923,02;1130688528335;16.117,75;156518190289;17.470,90;1174342561874;16.797,45;441648463562
2005-10-17;17.366,87;707344333326;17.411,83;1246204017080;16.807,58;1131667518422;15.981,05;151420087167;17.310,55;1180887650178;16.674,06;442489276912
2005-10-18;17.243,77;702786557251;17.302,14;1238921809668;16.678,85;1123012296074;15.881,94;155198790776;17.190,94;1172533543937;16.556,33;442676626879
2005-10-19;17.270,85;707070663184;17.322,75;1242342248826;16.699,18;1124808094017;15.899,07;155625022760;17.226,26;1174922831222;16.574,46;443199681430
2005-10-20;17.228,32;706232887858;17.262,63;1239701383299;16.668,11;1128238457489;15.866,74;155308654585;17.184,25;1171994334780;16.537,93;442218283997
2005-10-21;17.037,04;699632509705;17.105,83;1229533750239;16.494,18;1116435191625;15.700,00;153653309310;17.000,78;1161861012604;16.360,96;437481058027
2005-10-22;17.037,04;699632509705;17.105,83;1229533750239;16.494,18;1116435191625;15.700,00;153653309310;17.000,78;1161861012604;16.360,96;437481058027
2005-10-23;17.037,04;699632509705;17.105,83;1229533750239;16.494,18;1116435191625;15.700,00;153653309310;17.000,78;1161861012604;16.360,96;437481058027
2005-10-24;17.070,44;701040828530;17.129,15;1231609225816;16.523,92;1118991846867;15.730,92;153948698308;17.037,14;1164513742402;16.395,37;438795420651
2005-10-25;17.128,65;703706857174;17.186,53;1236399994840;16.581,22;1122819627684;15.779,79;154397153572;17.092,49;1168486394771;16.459,06;440467079929
2005-10-26;17.204,27;708292455722;17.251,59;1242175242665;16.656,81;1128839084141;15.837,11;155049196247;17.160,99;1174444535913;16.526,58;442180417527
2005-10-27;17.263,01;710836024659;17.308,37;1246614935545;16.715,06;1136647338215;15.893,76;155632350165;17.220,30;1179091693879;16.571,91;444033470846
2005-10-28;17.235,91;711007305921;17.272,08;1244154139536;16.679,84;1134328434544;15.859,22;155342284917;17.184,13;1177427018025;16.545,36;443314997846
2005-10-29;17.235,91;711007305921;17.272,08;1244154139536;16.679,84;1134328434544;15.859,22;155342284917;17.184,13;1177427018025;16.545,36;443314997846
2005-10-30;17.235,91;711007305921;17.272,08;1244154139536;16.679,84;1134328434544;15.859,22;155342284917;17.184,13;1177427018025;16.545,36;443314997846
2005-10-31;17.024,47;701652967363;17.065,10;1229391963783;16.465,51;1119492576687;15.666,74;153382699873;16.969,34;1172795538437;16.339,88;438458524735
2005-11-01;17.024,47;701652967363;17.065,10;1229391963783;16.465,51;1119492576687;15.666,74;153382699873;16.969,34;1172795538437;16.339,88;438458524735
2005-11-02;17.048,27;705577536674;17.114,51;1234474100042;16.481,16;1123443111261;15.683,17;151105474985;17.007,46;1184044816204;16.367,91;439543883031
2005-11-03;17.319,28;716948723783;17.345,93;1251463313875;16.750,80;1141756966459;15.936,76;157509046939;17.288,89;1202789728220;16.630,54;449305596653
2005-11-04;17.394,22;722040197373;17.435,46;1257205631327;16.817,01;1146402600914;16.006,23;158183295697;17.366,69;1208504439066;16.696,36;451104085907
2005-11-05;17.394,22;722040197373;17.435,46;1257205631327;16.817,01;1146402600914;16.006,23;158183295697;17.366,69;1208504439066;16.696,36;451104085907
2005-11-06;17.394,22;722040197373;17.435,46;1257205631327;16.817,01;1146402600914;16.006,23;158183295697;17.366,69;1208504439066;16.696,36;451104085907
2005-11-07;17.340,73;719706895457;17.380,54;1253138111113;16.770,69;1143194603996;15.969,73;158967355216;17.322,04;1205298124678;16.655,31;450128665141
2005-11-08;17.243,42;715769948991;17.274,83;1245282596684;16.677,57;1136412758345;15.875,65;158043105552;17.237,28;1199387506392;16.559,29;447506546641
2005-11-09;17.254,61;716262288422;17.291,76;1246008260390;16.681,33;1136274782509;15.881,63;158109395367;17.255,89;1200607311491;16.568,79;447705558612
2005-11-10;17.154,02;712116643088;17.197,69;1239656873671;16.587,57;1132290156336;15.784,99;157145408991;17.152,47;1193373571692;16.467,03;444941212005
2005-11-11;17.241,79;716171672581;17.283,75;1245586483343;16.674,67;1138216698941;15.863,70;157957127000;17.241,83;1199524596655;16.555,32;447292709807
2005-11-12;17.241,79;716171672581;17.283,75;1245586483343;16.674,67;1138216698941;15.863,70;157957127000;17.241,83;1199524596655;16.555,32;447292709807
2005-11-13;17.241,79;716171672581;17.283,75;1245586483343;16.674,67;1138216698941;15.863,70;157957127000;17.241,83;1199524596655;16.555,32;447292709807
2005-11-14;17.183,51;713891213681;17.232,20;1241417671978;16.615,94;1134314785332;15.810,58;157425463361;17.175,83;1201269664715;16.501,20;445814029090
2005-11-15;17.310,87;728440086031;17.354,37;1253989064133;16.739,26;1148938157319;15.926,92;153409922766;17.308,79;1217748431748;16.625,20;452960643938
2005-11-16;17.228,53;726095679962;17.267,37;1249525216880;16.661,70;1143590806395;15.845,72;158757225874;17.223,99;1211711479963;16.543,26;451867615054
2005-11-17;17.203,00;725763704351;17.244,51;1248286026849;16.641,42;1142833355655;15.819,24;158866784563;17.199,67;1209970107904;16.515,73;451124874115
2005-11-18;17.268,63;729020692155;17.313,10;1253089706859;16.717,58;1148089238843;15.882,52;159507296041;17.268,74;1214779765049;16.586,42;453197386031
2005-11-19;17.268,63;729020692155;17.313,10;1253089706859;16.717,58;1148089238843;15.882,52;159507296041;17.268,74;1214779765049;16.586,42;453197386031
2005-11-20;17.268,63;729020692155;17.313,10;1253089706859;16.717,58;1148089238843;15.882,52;159507296041;17.268,74;1214779765049;16.586,42;453197386031
2005-11-21;17.482,12;738284657032;17.538,60;1269260014280;16.912,82;1165177424933;16.080,35;161549113106;17.491,23;1230419918512;16.798,29;458924483772
2005-11-22;17.471,68;738022286576;17.521,44;1268424979967;16.908,37;1164835273293;16.078,86;161528564527;17.474,98;1231651170149;16.792,05;458747142233
2005-11-23;17.527,09;740743019678;17.576,59;1272766949137;16.957,45;1168824661751;16.123,78;161994248280;17.538,11;1236407602624;16.844,65;460212822582
2005-11-24;17.469,16;738386033118;17.520,79;1268771094961;16.908,30;1166778857515;16.069,60;161525695244;17.478,41;1232619107332;16.786,09;459030818534
2005-11-25;17.570,63;742968335959;17.618,21;1276386817927;17.008,06;1174961598681;16.169,31;162575960827;17.578,67;1240064140764;16.888,73;461859279781
2005-11-26;17.570,63;742968335959;17.618,21;1276386817927;17.008,06;1174961598681;16.169,31;162575960827;17.578,67;1240064140764;16.888,73;461859279781
2005-11-27;17.570,63;742968335959;17.618,21;1276386817927;17.008,06;1174961598681;16.169,31;162575960827;17.578,67;1240064140764;16.888,73;461859279781
2005-11-28;17.537,36;741597770579;17.585,97;1274154329169;16.965,19;1172025316186;16.129,57;162227187924;17.543,69;1242050172028;16.850,63;461734681477
2005-11-29;17.554,81;742464386101;17.596,78;1275429849897;16.990,95;1173878640731;16.144,88;162423507085;17.567,01;1245568784408;16.864,59;462107969822
2005-11-30;17.504,29;741155961676;17.536,22;1269669566017;16.926,78;1170194521193;16.094,18;161922464192;17.504,66;1241249778731;16.807,33;460715020035
2005-12-01;17.501,45;743804513254;17.534,36;1270595681081;16.918,30;1170162794581;16.086,66;159012441208;17.502,80;1251786148058;16.802,36;456384903161
2005-12-02;17.436,04;742110574045;17.469,82;1266113821305;16.855,57;1165793772166;16.024,72;158400165684;17.432,60;1246266863244;16.735,38;454553945157
2005-12-03;17.436,04;742110574045;17.469,82;1266113821305;16.855,57;1165793772166;16.024,72;158400165684;17.432,60;1246266863244;16.735,38;454553945157
2005-12-04;17.436,04;742110574045;17.469,82;1266113821305;16.855,57;1165793772166;16.024,72;158400165684;17.432,60;1246266863244;16.735,38;454553945157
2005-12-05;17.526,25;745816698042;17.562,10;1273162774533;16.942,25;1171770364174;16.109,40;163569587267;17.519,13;1252505944992;16.825,70;456989332430
2005-12-06;17.694,32;753005708596;17.714,83;1284594180931;17.106,91;1183116702385;16.263,47;165126255791;17.707,80;1266282448660;16.993,95;462290541753
2005-12-07;17.648,42;752482664226;17.661,55;1280666960762;17.054,53;1181196950535;16.215,19;164631524471;17.652,86;1262225833508;16.940,58;461002707879
2005-12-08;17.648,42;752482664226;17.661,55;1280666960762;17.054,53;1181196950535;16.215,19;164631524471;17.652,86;1262225833508;16.940,58;461002707879
2005-12-09;17.654,41;752782798559;17.667,43;1281434279365;17.048,99;1180215495192;16.216,02;164648652934;17.653,12;1262175672449;16.947,33;461186361535
2005-12-10;17.654,41;752782798559;17.667,43;1281434279365;17.048,99;1180215495192;16.216,02;164648652934;17.653,12;1262175672449;16.947,33;461186361535
2005-12-11;17.654,41;752782798559;17.667,43;1281434279365;17.048,99;1180215495192;16.216,02;164648652934;17.653,12;1262175672449;16.947,33;461186361535
2005-12-12;17.736,43;756317916218;17.747,48;1287518752282;17.126,87;1185517328868;16.290,92;165411810186;17.760,18;1273799894615;17.026,06;463329842708
2005-12-13;17.617,13;752098760859;17.658,20;1281468027295;17.016,71;1178114172913;16.180,86;164297184852;17.621,35;1263333500266;16.905,04;460019334125
2005-12-14;17.663,80;754627866573;17.689,26;1284262436769;17.045,24;1180016081830;16.222,42;164685809122;17.665,06;1266967626226;16.950,66;461300072247
2005-12-15;17.796,27;769531963841;17.828,37;1299148595978;17.175,72;1193141837493;16.349,30;158887844926;17.805,65;1283268815964;17.088,14;465412176633
2005-12-16;17.782,79;770310588747;17.803,86;1298716615146;17.129,53;1189852129679;16.319,77;163970734989;17.778,51;1281243554149;17.050,68;464688116493
2005-12-17;17.782,79;770310588747;17.803,86;1298716615146;17.129,53;1189852129679;16.319,77;163970734989;17.778,51;1281243554149;17.050,68;464688116493
2005-12-18;17.782,79;770310588747;17.803,86;1298716615146;17.129,53;1189852129679;16.319,77;163970734989;17.778,51;1281243554149;17.050,68;464688116493
2005-12-19;17.838,10;773019734270;17.826,46;1302797817861;17.157,76;1195001936912;16.363,55;164404954923;17.825,96;1287060311875;17.083,72;465616673763
2005-12-20;17.835,79;774731357628;17.855,81;1305620944873;17.162,16;1195265473770;16.348,47;164251913316;17.811,17;1287159422720;17.087,58;467277431247
2005-12-21;17.692,23;769129621712;17.734,23;1296766759274;17.044,39;1187603292793;16.237,01;163147047844;17.660,89;1276587136259;16.965,98;464175290466
2005-12-22;17.627,71;767081460040;17.653,66;1291887215906;16.978,61;1184912081326;16.163,03;162421536658;17.614,30;1273320213087;16.899,86;462877836671
