
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2011-01-01;19.740,10;2012658675068;20.431,98;1361995301488;20.246,52;1951845881225;19.672,27;745684920;19.237,89;372533507449;19.384,79;2899525973823
2011-01-02;19.740,10;2012658675068;20.431,98;1361995301488;20.246,52;1951845881225;19.672,27;745684920;19.237,89;372533507449;19.384,79;2899525973823
2011-01-03;19.756,32;2014306606591;20.451,61;1362900834890;20.260,04;1952822908568;19.692,49;746451542;19.255,88;372956653900;19.403,80;2900409309933
2011-01-04;19.787,72;2014923542564;20.482,72;1364296444663;20.285,31;1954153403221;19.737,21;788994673;19.287,46;373301130284;19.435,00;2935762520934
2011-01-05;19.947,22;2030663000582;20.630,32;1372875089677;20.362,34;1962042609743;19.718,43;1763248466;19.454,80;376221786691;19.571,24;2957083603135
2011-01-06;19.975,91;2034002331541;20.663,11;1374766820745;20.349,04;1960941171737;19.760,25;1771475312;19.496,29;377042005221;19.599,76;2961633382748
2011-01-07;19.964,51;2032847434824;20.650,25;1373535035872;20.348,18;1958685461304;19.757,00;1775025584;19.481,46;376614426896;19.591,11;2949062916046
2011-01-08;19.964,51;2032847434824;20.650,25;1373535035872;20.348,18;1958685461304;19.757,00;1775025584;19.481,46;376614426896;19.591,11;2949062916046
2011-01-09;19.964,51;2032847434824;20.650,25;1373535035872;20.348,18;1958685461304;19.757,00;1775025584;19.481,46;376614426896;19.591,11;2949062916046
2011-01-10;19.951,66;2029232315370;20.642,16;1372106146362;20.345,67;1955328797441;19.740,52;1770548458;19.473,85;375962304846;19.584,44;2945844434205
2011-01-11;19.920,56;2026231621764;20.613,86;1369360346861;20.316,51;1950390788864;19.703,19;1767446288;19.445,71;375396553948;19.555,45;2939350595692
2011-01-12;19.916,94;2025716269733;20.599,09;1363913039696;20.312,46;1950573039115;19.685,51;1709517752;19.434,47;374964474263;19.546,26;2935716537147
