fecha,fondo,administradora,valor cuota,valor patrimonio
2020-01-10,B,PROVIDA,43837.84,5690937630279.0
2020-01-10,B,UNO,45204.98,7906498259.0
2020-01-11,B,CAPITAL,44339.53,4695713248855.0
2020-01-11,B,CUPRUM,45964.01,4120568625145.0
2020-01-11,B,HABITAT,46531.06,6306082608876.0
2020-01-11,B,MODELO,44196.88,3340781604536.0
2020-01-11,B,PLANVITAL,43811.78,1695297515927.0
2020-01-11,B,PROVIDA,43837.84,5690937630279.0
2020-01-11,B,UNO,45204.98,7906498259.0
2020-01-12,B,CAPITAL,44339.53,4695713248855.0
2020-01-12,B,CUPRUM,45964.01,4120568625145.0
2020-01-12,B,HABITAT,46531.06,6306082608876.0
2020-01-12,B,MODELO,44196.88,3340781604536.0
2020-01-12,B,PLANVITAL,43811.78,1695297515927.0
2020-01-12,B,PROVIDA,43837.84,5690937630279.0
2020-01-12,B,UNO,45204.98,7906498259.0
2020-01-13,B,CAPITAL,44600.57,4728854287300.0
2020-01-13,B,CUPRUM,46236.62,4143976927367.0
2020-01-13,B,HABITAT,46832.9,6343360814620.0
2020-01-13,B,MODELO,44439.29,3366085137749.0
2020-01-13,B,PLANVITAL,44076.57,1708471923155.0
2020-01-13,B,PROVIDA,44084.66,5725528202055.0
2020-01-13,B,UNO,45476.47,8052862662.0
2020-01-14,B,CAPITAL,44994.39,4772352945075.0
2020-01-14,B,CUPRUM,46630.6,4178303607147.0
2020-01-14,B,HABITAT,47239.69,6402283423190.0
2020-01-14,B,MODELO,44822.2,3412568214373.0
2020-01-14,B,PLANVITAL,44456.43,1730654364756.0
2020-01-14,B,PROVIDA,44461.56,5778156038085.0
2020-01-14,B,UNO,45889.79,8107911040.0
2020-01-15,B,CAPITAL,44785.96,4852880226600.0
2020-01-15,B,CUPRUM,46429.04,4263809288133.0
2020-01-15,B,HABITAT,47024.74,6523999272571.0
2020-01-15,B,MODELO,44618.36,3427132309272.0
2020-01-15,B,PLANVITAL,44266.99,1742330010683.0
2020-01-15,B,PROVIDA,44269.54,5796131043844.0
2020-01-15,B,UNO,45664.84,8965978902.0
2020-01-16,B,CAPITAL,44697.09,4912012301775.0
2020-01-16,B,CUPRUM,46347.17,4330872500714.0
2020-01-16,B,HABITAT,46940.56,6665513830932.0
2020-01-16,B,MODELO,44536.46,3433898560922.0
2020-01-16,B,PLANVITAL,44191.26,1742884941587.0
2020-01-16,B,PROVIDA,44184.92,5804886699201.0
2020-01-16,B,UNO,45585.39,9009752145.0
2020-01-17,B,CAPITAL,44859.57,4954187591053.0
2020-01-17,B,CUPRUM,46505.69,4366816440753.0
2020-01-17,B,HABITAT,47091.77,6792817037821.0
2020-01-17,B,MODELO,44690.77,3450272424047.0
2020-01-17,B,PLANVITAL,44346.85,1749907614611.0
2020-01-17,B,PROVIDA,44334.6,5834880286789.0
2020-01-17,B,UNO,45742.3,9163586561.0
2020-01-18,B,CAPITAL,44859.57,4954187591053.0
2020-01-18,B,CUPRUM,46505.69,4366816440753.0
2020-01-18,B,HABITAT,47091.77,6792817037821.0
2020-01-18,B,MODELO,44690.77,3450272424047.0
2020-01-18,B,PLANVITAL,44346.85,1749907614611.0
2020-01-18,B,PROVIDA,44334.6,5834880286789.0
2020-01-18,B,UNO,45742.3,9163586561.0
2020-01-19,B,CAPITAL,44859.57,4954187591053.0
2020-01-19,B,CUPRUM,46505.69,4366816440753.0
2020-01-19,B,HABITAT,47091.77,6792817037821.0
2020-01-19,B,MODELO,44690.77,3450272424047.0
2020-01-19,B,PLANVITAL,44346.85,1749907614611.0
2020-01-19,B,PROVIDA,44334.6,5834880286789.0
2020-01-19,B,UNO,45742.3,9163586561.0
2020-01-20,B,CAPITAL,44936.53,4976266900433.0
2020-01-20,B,CUPRUM,46572.07,4383095536221.0
2020-01-20,B,HABITAT,47154.26,6818204161147.0
2020-01-20,B,MODELO,44756.89,3458086882880.0
2020-01-20,B,PLANVITAL,44410.89,1752999483913.0
2020-01-20,B,PROVIDA,44411.12,5848624265513.0
2020-01-20,B,UNO,45791.37,9196282165.0
2020-01-21,B,CAPITAL,44863.35,4977980915027.0
2020-01-21,B,CUPRUM,46501.51,4382373162645.0
2020-01-21,B,HABITAT,47092.43,6821507661475.0
2020-01-21,B,MODELO,44683.81,3453560597962.0
2020-01-21,B,PLANVITAL,44344.05,1751675047057.0
2020-01-21,B,PROVIDA,44350.87,5843326199032.0
2020-01-21,B,UNO,45714.27,9189781695.0
2020-01-22,B,CAPITAL,44488.81,4855721491676.0
2020-01-22,B,CUPRUM,46127.4,4260365079014.0
2020-01-22,B,HABITAT,46731.15,6644794142549.0
2020-01-22,B,MODELO,44337.57,3411119958386.0
2020-01-22,B,PLANVITAL,43989.57,1734733127259.0
2020-01-22,B,PROVIDA,43990.11,5777770483214.0
2020-01-22,B,UNO,45336.31,8933181059.0
2020-01-23,B,CAPITAL,44581.97,4818971076592.0
2020-01-23,B,CUPRUM,46226.18,4210330576345.0
2020-01-23,B,HABITAT,46831.69,6523482512507.0
2020-01-23,B,MODELO,44410.0,3402190453528.0
2020-01-23,B,PLANVITAL,44083.02,1736816794307.0
2020-01-23,B,PROVIDA,44080.06,5760418356899.0
2020-01-23,B,UNO,45413.14,8803883787.0
2020-01-24,B,CAPITAL,44364.82,4770256395036.0
2020-01-24,B,CUPRUM,46005.78,4163067582883.0
2020-01-24,B,HABITAT,46611.91,6394573461768.0
2020-01-24,B,MODELO,44196.59,3379695079764.0
2020-01-24,B,PLANVITAL,43871.67,1727368206218.0
2020-01-24,B,PROVIDA,43862.45,5720134691024.0
2020-01-24,B,UNO,45199.35,8581361252.0
2020-01-25,B,CAPITAL,44364.82,4770256395036.0
2020-01-25,B,CUPRUM,46005.78,4163067582883.0
2020-01-25,B,HABITAT,46611.91,6394573461768.0
2020-01-25,B,MODELO,44196.59,3379695079764.0
2020-01-25,B,PLANVITAL,43871.67,1727368206218.0
2020-01-25,B,PROVIDA,43862.45,5720134691024.0
2020-01-25,B,UNO,45199.35,8581361252.0
2020-01-26,B,CAPITAL,44364.82,4770256395036.0
2020-01-26,B,CUPRUM,46005.78,4163067582883.0
2020-01-26,B,HABITAT,46611.91,6394573461768.0
2020-01-26,B,MODELO,44196.59,3379695079764.0
2020-01-26,B,PLANVITAL,43871.67,1727368206218.0
2020-01-26,B,PROVIDA,43862.45,5720134691024.0
2020-01-26,B,UNO,45199.35,8581361252.0
2020-01-27,B,CAPITAL,44478.05,4764422275366.0
2020-01-27,B,CUPRUM,46118.79,4157731208080.0
2020-01-27,B,HABITAT,46735.51,6383537382362.0
2020-01-27,B,MODELO,44289.26,3383521333008.0
2020-01-27,B,PLANVITAL,43968.99,1730537074757.0
2020-01-27,B,PROVIDA,43972.76,5727313950648.0
2020-01-27,B,UNO,45259.8,8517168107.0
2020-01-28,B,CAPITAL,44362.58,4748989547902.0
2020-01-28,B,CUPRUM,46007.24,4143316308987.0
2020-01-28,B,HABITAT,46629.09,6363045312706.0
2020-01-28,B,MODELO,44128.3,3370652876255.0
2020-01-28,B,PLANVITAL,43859.44,1725985053563.0
2020-01-28,B,PROVIDA,43856.39,5710487301989.0
2020-01-28,B,UNO,45242.64,9908690263.0
2020-01-29,B,CAPITAL,44503.49,4759662938609.0
2020-01-29,B,CUPRUM,46148.59,4151031486826.0
2020-01-29,B,HABITAT,46758.38,6371354489646.0
2020-01-29,B,MODELO,44283.54,3381673003624.0
2020-01-29,B,PLANVITAL,43993.09,1731345085626.0
2020-01-29,B,PROVIDA,43996.44,5727189855328.0
2020-01-29,B,UNO,45335.75,9917062146.0
2020-01-30,B,CAPITAL,44435.47,4743877065130.0
2020-01-30,B,CUPRUM,46079.54,4144278393762.0
2020-01-30,B,HABITAT,46687.21,6352866371011.0
2020-01-30,B,MODELO,44237.71,3377660108870.0
2020-01-30,B,PLANVITAL,43918.25,1728391319770.0
2020-01-30,B,PROVIDA,43926.51,5716071147673.0
2020-01-30,B,UNO,45234.57,10172038790.0
2020-01-31,B,CAPITAL,44496.16,4732326681156.0
2020-01-31,B,CUPRUM,46152.91,4146815398629.0
2020-01-31,B,HABITAT,46775.35,6332268715708.0
2020-01-31,B,MODELO,44299.17,3379151288158.0
2020-01-31,B,PLANVITAL,43976.05,1730142578609.0
2020-01-31,B,PROVIDA,43965.72,5705347235908.0
2020-01-31,B,UNO,45340.9,10300563052.0
2020-02-01,B,CAPITAL,44496.16,4732326681156.0
2020-02-01,B,CUPRUM,46152.91,4146815398629.0
2020-02-01,B,HABITAT,46775.35,6332268715708.0
2020-02-01,B,MODELO,44299.17,3379151288158.0
2020-02-01,B,PLANVITAL,43976.05,1730142578609.0
2020-02-01,B,PROVIDA,43965.72,5705347235908.0
2020-02-01,B,UNO,45340.9,10300563052.0
2020-02-02,B,CAPITAL,44496.16,4732326681156.0
2020-02-02,B,CUPRUM,46152.91,4146815398629.0
2020-02-02,B,HABITAT,46775.35,6332268715708.0
2020-02-02,B,MODELO,44299.17,3379151288158.0
2020-02-02,B,PLANVITAL,43976.05,1730142578609.0
2020-02-02,B,PROVIDA,43965.72,5705347235908.0
2020-02-02,B,UNO,45340.9,10300563052.0
2020-02-03,B,CAPITAL,44352.94,4707222637731.0
2020-02-03,B,CUPRUM,46008.8,4124275455405.0
2020-02-03,B,HABITAT,46618.08,6295338229888.0
2020-02-03,B,MODELO,44129.68,3360957867514.0
2020-02-03,B,PLANVITAL,43827.0,1726907518989.0
2020-02-03,B,PROVIDA,43827.17,5680489863012.0
2020-02-03,B,UNO,45153.63,10445458116.0
2020-02-04,B,CAPITAL,44016.84,4668127905409.0
2020-02-04,B,CUPRUM,45644.55,4090006697833.0
2020-02-04,B,HABITAT,46239.56,6241410708999.0
2020-02-04,B,MODELO,43784.64,3334906124874.0
2020-02-04,B,PLANVITAL,43485.62,1713583153540.0
2020-02-04,B,PROVIDA,43482.79,5635308104127.0
2020-02-04,B,UNO,44821.4,10341442526.0
2020-02-05,B,CAPITAL,44219.19,4686495436016.0
2020-02-05,B,CUPRUM,45853.67,4105267337227.0
2020-02-05,B,HABITAT,46457.6,6266871100085.0
2020-02-05,B,MODELO,43991.87,3351601605809.0
2020-02-05,B,PLANVITAL,43682.76,1721773199714.0
2020-02-05,B,PROVIDA,43679.27,5659877627136.0
2020-02-05,B,UNO,45015.88,10370991683.0
2020-02-06,B,CAPITAL,44291.31,4691708448694.0
2020-02-06,B,CUPRUM,45931.89,4110268985223.0
2020-02-06,B,HABITAT,46528.28,6274633971996.0
2020-02-06,B,MODELO,44063.42,3357599708549.0
2020-02-06,B,PLANVITAL,43762.98,1725355709842.0
2020-02-06,B,PROVIDA,43758.6,5670127108875.0
2020-02-06,B,UNO,45116.56,10831365515.0
2020-02-07,B,CAPITAL,44497.0,4710325898328.0
2020-02-07,B,CUPRUM,46143.97,4128051388578.0
2020-02-07,B,HABITAT,46739.53,6299302297420.0
2020-02-07,B,MODELO,44286.31,3375557218255.0
2020-02-07,B,PLANVITAL,43955.36,1733319834756.0
2020-02-07,B,PROVIDA,43958.38,5696219617224.0
2020-02-07,B,UNO,45330.67,10889181332.0
2020-02-08,B,CAPITAL,44497.0,4710325898328.0
2020-02-08,B,CUPRUM,46143.97,4128051388578.0
2020-02-08,B,HABITAT,46739.53,6299302297420.0
2020-02-08,B,MODELO,44286.31,3375557218255.0
2020-02-08,B,PLANVITAL,43955.36,1733319834756.0
2020-02-08,B,PROVIDA,43958.38,5696219617224.0
2020-02-08,B,UNO,45330.67,10889181332.0
2020-02-09,B,CAPITAL,44497.0,4710325898328.0
2020-02-09,B,CUPRUM,46143.97,4128051388578.0
2020-02-09,B,HABITAT,46739.53,6299302297420.0
2020-02-09,B,MODELO,44286.31,3375557218255.0
2020-02-09,B,PLANVITAL,43955.36,1733319834756.0
2020-02-09,B,PROVIDA,43958.38,5696219617224.0
2020-02-09,B,UNO,45330.67,10889181332.0
2020-02-10,B,CAPITAL,44597.29,4721964198409.0
2020-02-10,B,CUPRUM,46237.43,4137978629222.0
2020-02-10,B,HABITAT,46846.45,6314064644725.0
2020-02-10,B,MODELO,44374.67,3385868342326.0
2020-02-10,B,PLANVITAL,44042.29,1738134688893.0
2020-02-10,B,PROVIDA,44051.73,5710002514013.0
2020-02-10,B,UNO,45434.46,10931391531.0
2020-02-11,B,CAPITAL,44754.13,4740164661458.0
2020-02-11,B,CUPRUM,46386.06,4154353829271.0
2020-02-11,B,HABITAT,47028.59,6344110507756.0
2020-02-11,B,MODELO,44508.85,3400765620751.0
2020-02-11,B,PLANVITAL,44189.3,1745861165373.0
2020-02-11,B,PROVIDA,44188.73,5730789016741.0
2020-02-11,B,UNO,45594.05,11037536295.0
2020-02-12,B,CAPITAL,44878.63,4760856938907.0
2020-02-12,B,CUPRUM,46514.87,4169630377381.0
2020-02-12,B,HABITAT,47160.64,6368097843797.0
2020-02-12,B,MODELO,44611.42,3418835971484.0
2020-02-12,B,PLANVITAL,44303.43,1754163705875.0
2020-02-12,B,PROVIDA,44312.89,5751256173508.0
2020-02-12,B,UNO,45689.7,11106909830.0
2020-02-13,B,CAPITAL,44939.28,4775707055628.0
2020-02-13,B,CUPRUM,46578.71,4178049058802.0
2020-02-13,B,HABITAT,47223.45,6380565245015.0
2020-02-13,B,MODELO,44675.09,3430725544521.0
2020-02-13,B,PLANVITAL,44357.51,1762346938238.0
2020-02-13,B,PROVIDA,44377.31,5765870680574.0
2020-02-13,B,UNO,45748.95,11201312459.0
2020-02-14,B,CAPITAL,45053.13,4807327866562.0
2020-02-14,B,CUPRUM,46700.19,4194332807126.0
2020-02-14,B,HABITAT,47351.79,6412404269583.0
2020-02-14,B,MODELO,44775.82,3447880296003.0
2020-02-14,B,PLANVITAL,44466.18,1771602891131.0
2020-02-14,B,PROVIDA,44488.09,5785533822581.0
2020-02-14,B,UNO,45845.68,11359767799.0
2020-02-15,B,CAPITAL,45053.13,4807327866562.0
2020-02-15,B,CUPRUM,46700.19,4194332807126.0
2020-02-15,B,HABITAT,47351.79,6412404269583.0
2020-02-15,B,MODELO,44775.82,3447880296003.0
2020-02-15,B,PLANVITAL,44466.18,1771602891131.0
2020-02-15,B,PROVIDA,44488.09,5785533822581.0
2020-02-15,B,UNO,45845.68,11359767799.0
2020-02-16,B,CAPITAL,45053.13,4807327866562.0
2020-02-16,B,CUPRUM,46700.19,4194332807126.0
2020-02-16,B,HABITAT,47351.79,6412404269583.0
2020-02-16,B,MODELO,44775.82,3447880296003.0
2020-02-16,B,PLANVITAL,44466.18,1771602891131.0
2020-02-16,B,PROVIDA,44488.09,5785533822581.0
2020-02-16,B,UNO,45845.68,11359767799.0
2020-02-17,B,CAPITAL,44978.78,4812843946548.0
2020-02-17,B,CUPRUM,46620.34,4186837699140.0
2020-02-17,B,HABITAT,47277.04,6413838474701.0
2020-02-17,B,MODELO,44690.38,3444175247266.0
2020-02-17,B,PLANVITAL,44390.65,1775102552946.0
2020-02-17,B,PROVIDA,44407.62,5779072803223.0
2020-02-17,B,UNO,45741.95,11885362492.0
2020-02-18,B,CAPITAL,44959.01,4816152896266.0
2020-02-18,B,CUPRUM,46599.86,4188000567021.0
2020-02-18,B,HABITAT,47255.47,6415598209649.0
2020-02-18,B,MODELO,44673.38,3443596901366.0
2020-02-18,B,PLANVITAL,44373.96,1774607026731.0
2020-02-18,B,PROVIDA,44395.26,5777855384089.0
2020-02-18,B,UNO,45741.85,11895496503.0
2020-02-19,B,CAPITAL,44842.5,4805695573450.0
2020-02-19,B,CUPRUM,46471.47,4176600877569.0
2020-02-19,B,HABITAT,47144.75,6404218390849.0
2020-02-19,B,MODELO,44535.21,3433501963426.0
2020-02-19,B,PLANVITAL,44260.64,1770673611099.0
2020-02-19,B,PROVIDA,44267.43,5761944485420.0
2020-02-19,B,UNO,45600.97,11881503661.0
2020-02-20,B,CAPITAL,44887.53,4811628015871.0
2020-02-20,B,CUPRUM,46524.16,4180355565702.0
2020-02-20,B,HABITAT,47213.17,6414119391122.0
2020-02-20,B,MODELO,44592.58,3438103245992.0
2020-02-20,B,PLANVITAL,44311.19,1773009044163.0
2020-02-20,B,PROVIDA,44316.73,5768664630885.0
2020-02-20,B,UNO,45652.54,12171028106.0
2020-02-21,B,CAPITAL,44926.95,4820302810011.0
2020-02-21,B,CUPRUM,46558.62,4188209474830.0
2020-02-21,B,HABITAT,47267.57,6425727502287.0
2020-02-21,B,MODELO,44611.3,3440583911645.0
2020-02-21,B,PLANVITAL,44349.4,1774715052745.0
2020-02-21,B,PROVIDA,44342.5,5773100651749.0
2020-02-21,B,UNO,45672.85,12230759410.0
2020-02-22,B,CAPITAL,44926.95,4820302810011.0
2020-02-22,B,CUPRUM,46558.62,4188209474830.0
2020-02-22,B,HABITAT,47267.57,6425727502287.0
2020-02-22,B,MODELO,44611.3,3440583911645.0
2020-02-22,B,PLANVITAL,44349.4,1774715052745.0
2020-02-22,B,PROVIDA,44342.5,5773100651749.0
2020-02-22,B,UNO,45672.85,12230759410.0
2020-02-23,B,CAPITAL,44926.95,4820302810011.0
2020-02-23,B,CUPRUM,46558.62,4188209474830.0
2020-02-23,B,HABITAT,47267.57,6425727502287.0
2020-02-23,B,MODELO,44611.3,3440583911645.0
2020-02-23,B,PLANVITAL,44349.4,1774715052745.0
2020-02-23,B,PROVIDA,44342.5,5773100651749.0
2020-02-23,B,UNO,45672.85,12230759410.0
2020-02-24,B,CAPITAL,44878.42,4818163504563.0
2020-02-24,B,CUPRUM,46486.61,4182739743280.0
2020-02-24,B,HABITAT,47235.25,6424313385211.0
2020-02-24,B,MODELO,44553.31,3435898257683.0
2020-02-24,B,PLANVITAL,44305.43,1773253313142.0
2020-02-24,B,PROVIDA,44290.3,5767117084928.0
2020-02-24,B,UNO,45599.62,12467027674.0
2020-02-25,B,CAPITAL,44151.07,4743678109289.0
2020-02-25,B,CUPRUM,45752.58,4116897658043.0
2020-02-25,B,HABITAT,46501.84,6325905673683.0
2020-02-25,B,MODELO,43831.76,3380802505447.0
2020-02-25,B,PLANVITAL,43596.62,1744874677806.0
2020-02-25,B,PROVIDA,43591.29,5677441288767.0
2020-02-25,B,UNO,44865.99,12253474270.0
2020-02-26,B,CAPITAL,43841.13,4720026569354.0
2020-02-26,B,CUPRUM,45438.22,4094386043963.0
2020-02-26,B,HABITAT,46182.18,6290080875651.0
2020-02-26,B,MODELO,43518.24,3357821809994.0
2020-02-26,B,PLANVITAL,43303.4,1733588071897.0
2020-02-26,B,PROVIDA,43293.02,5639908544757.0
2020-02-26,B,UNO,44536.88,12166576664.0
2020-02-27,B,CAPITAL,43596.25,4697773361988.0
2020-02-27,B,CUPRUM,45186.55,4073030825120.0
2020-02-27,B,HABITAT,45917.67,6255766364332.0
2020-02-27,B,MODELO,43259.69,3337845088104.0
2020-02-27,B,PLANVITAL,43043.68,1723226871884.0
2020-02-27,B,PROVIDA,43045.93,5608608484287.0
2020-02-27,B,UNO,44357.68,12022579726.0
2020-02-28,B,CAPITAL,43014.35,4629814599070.0
2020-02-28,B,CUPRUM,44581.21,4016530995614.0
2020-02-28,B,HABITAT,45328.04,6150794944617.0
2020-02-28,B,MODELO,42680.88,3289820199901.0
2020-02-28,B,PLANVITAL,42502.42,1700695254241.0
2020-02-28,B,PROVIDA,42487.29,5526768984660.0
2020-02-28,B,UNO,43809.08,11812907668.0
2020-02-29,B,CAPITAL,43014.35,4629814599070.0
2020-02-29,B,CUPRUM,44581.21,4016530995614.0
2020-02-29,B,HABITAT,45328.04,6150794944617.0
2020-02-29,B,MODELO,42680.88,3289820199901.0
2020-02-29,B,PLANVITAL,42502.42,1700695254241.0
2020-02-29,B,PROVIDA,42487.29,5526768984660.0
2020-02-29,B,UNO,43809.08,11812907668.0
2020-03-01,B,CAPITAL,43014.35,4629814599070.0
2020-03-01,B,CUPRUM,44581.21,4016530995614.0
2020-03-01,B,HABITAT,45328.04,6150794944617.0
2020-03-01,B,MODELO,42680.88,3289820199901.0
2020-03-01,B,PLANVITAL,42502.42,1700695254241.0
2020-03-01,B,PROVIDA,42487.29,5526768984660.0
2020-03-01,B,UNO,43809.08,11812907668.0
2020-03-02,B,CAPITAL,42523.02,4571053440169.0
2020-03-02,B,CUPRUM,44058.89,3963056197135.0
2020-03-02,B,HABITAT,44806.1,6074014532833.0
2020-03-02,B,MODELO,42162.04,3244704191756.0
2020-03-02,B,PLANVITAL,42005.39,1684911563400.0
2020-03-02,B,PROVIDA,41949.78,5453059092097.0
2020-03-02,B,UNO,43372.37,11901927198.0
2020-03-03,B,CAPITAL,43006.36,4613339940570.0
2020-03-03,B,CUPRUM,44523.39,3999032022943.0
2020-03-03,B,HABITAT,45312.51,6135117051035.0
2020-03-03,B,MODELO,42623.98,3279910992327.0
2020-03-03,B,PLANVITAL,42443.14,1702453401263.0
2020-03-03,B,PROVIDA,42398.14,5507613192152.0
2020-03-03,B,UNO,43777.47,12016115687.0
2020-03-04,B,CAPITAL,42993.88,4601835428094.0
2020-03-04,B,CUPRUM,44516.05,3989216570112.0
2020-03-04,B,HABITAT,45301.33,6117701604625.0
2020-03-04,B,MODELO,42585.28,3275360915095.0
2020-03-04,B,PLANVITAL,42408.49,1701285373473.0
2020-03-04,B,PROVIDA,42396.41,5503789723863.0
2020-03-04,B,UNO,43620.49,12001616018.0
2020-03-05,B,CAPITAL,43484.85,4633881905720.0
2020-03-05,B,CUPRUM,45039.07,4021242407854.0
2020-03-05,B,HABITAT,45810.99,6161589004084.0
2020-03-05,B,MODELO,43115.19,3314021394560.0
2020-03-05,B,PLANVITAL,42909.6,1721440555740.0
2020-03-05,B,PROVIDA,42880.8,5560411832410.0
2020-03-05,B,UNO,44199.19,12094525936.0
2020-03-06,B,CAPITAL,43473.47,4620025353242.0
2020-03-06,B,CUPRUM,45050.03,4012350977834.0
2020-03-06,B,HABITAT,45822.53,6149940241255.0
2020-03-06,B,MODELO,43108.06,3313191072092.0
2020-03-06,B,PLANVITAL,42920.92,1722232982102.0
2020-03-06,B,PROVIDA,42890.96,5557843178785.0
2020-03-06,B,UNO,44211.52,12296873817.0
2020-03-07,B,CAPITAL,43473.47,4620025353242.0
2020-03-07,B,CUPRUM,45050.03,4012350977834.0
2020-03-07,B,HABITAT,45822.53,6149940241255.0
2020-03-07,B,MODELO,43108.06,3313191072092.0
2020-03-07,B,PLANVITAL,42920.92,1722232982102.0
2020-03-07,B,PROVIDA,42890.96,5557843178785.0
2020-03-07,B,UNO,44211.52,12296873817.0
2020-03-08,B,CAPITAL,43473.47,4620025353242.0
2020-03-08,B,CUPRUM,45050.03,4012350977834.0
2020-03-08,B,HABITAT,45822.53,6149940241255.0
2020-03-08,B,MODELO,43108.06,3313191072092.0
2020-03-08,B,PLANVITAL,42920.92,1722232982102.0
2020-03-08,B,PROVIDA,42890.96,5557843178785.0
2020-03-08,B,UNO,44211.52,12296873817.0
2020-03-09,B,CAPITAL,43039.84,4562432025950.0
2020-03-09,B,CUPRUM,44587.84,3959008015693.0
2020-03-09,B,HABITAT,45335.93,6068656676453.0
2020-03-09,B,MODELO,42636.13,3275292076796.0
2020-03-09,B,PLANVITAL,42493.73,1704574859978.0
2020-03-09,B,PROVIDA,42445.17,5498889423403.0
2020-03-09,B,UNO,43831.36,12224454961.0
2020-03-10,B,CAPITAL,41689.26,4410816923987.0
2020-03-10,B,CUPRUM,43319.04,3836862379411.0
2020-03-10,B,HABITAT,44015.63,5874856306809.0
2020-03-10,B,MODELO,41336.91,3175577975426.0
2020-03-10,B,PLANVITAL,41238.34,1654680422443.0
2020-03-10,B,PROVIDA,41173.86,5331688448591.0
2020-03-10,B,UNO,42595.6,11888041062.0
2020-03-11,B,CAPITAL,41935.85,4437610046953.0
2020-03-11,B,CUPRUM,43462.4,3847587110591.0
2020-03-11,B,HABITAT,44206.26,5894391484865.0
2020-03-11,B,MODELO,41523.16,3193835736454.0
2020-03-11,B,PLANVITAL,41385.88,1661464440866.0
2020-03-11,B,PROVIDA,41322.87,5350996362801.0
2020-03-11,B,UNO,42666.47,11892001821.0
2020-03-12,B,CAPITAL,41153.28,4352851779895.0
2020-03-12,B,CUPRUM,42716.98,3776436920385.0
2020-03-12,B,HABITAT,43443.9,5786868917517.0
2020-03-12,B,MODELO,40763.09,3143769106443.0
2020-03-12,B,PLANVITAL,40646.37,1635037196640.0
2020-03-12,B,PROVIDA,40613.18,5260373122943.0
2020-03-12,B,UNO,41899.79,11718348211.0
2020-03-13,B,CAPITAL,39111.67,4119352553879.0
2020-03-13,B,CUPRUM,40710.23,3589402996648.0
2020-03-13,B,HABITAT,41461.0,5516118476672.0
2020-03-13,B,MODELO,38790.51,2995544755347.0
2020-03-13,B,PLANVITAL,38753.23,1563683860785.0
2020-03-13,B,PROVIDA,38640.21,5001465829545.0
2020-03-13,B,UNO,40046.39,11116825189.0
2020-03-14,B,CAPITAL,39111.67,4119352553879.0
2020-03-14,B,CUPRUM,40710.23,3589402996648.0
2020-03-14,B,HABITAT,41461.0,5516118476672.0
2020-03-14,B,MODELO,38790.51,2995544755347.0
2020-03-14,B,PLANVITAL,38753.23,1563683860785.0
2020-03-14,B,PROVIDA,38640.21,5001465829545.0
2020-03-14,B,UNO,40046.39,11116825189.0
2020-03-15,B,CAPITAL,39111.67,4119352553879.0
2020-03-15,B,CUPRUM,40710.23,3589402996648.0
2020-03-15,B,HABITAT,41461.0,5516118476672.0
2020-03-15,B,MODELO,38790.51,2995544755347.0
2020-03-15,B,PLANVITAL,38753.23,1563683860785.0
2020-03-15,B,PROVIDA,38640.21,5001465829545.0
2020-03-15,B,UNO,40046.39,11116825189.0
2020-03-16,B,CAPITAL,39489.89,4156597592380.0
2020-03-16,B,CUPRUM,40925.56,3597562248587.0
2020-03-16,B,HABITAT,41718.52,5538425767338.0
2020-03-16,B,MODELO,39111.56,3025316234835.0
2020-03-16,B,PLANVITAL,39005.57,1577527270249.0
2020-03-16,B,PROVIDA,38912.35,5036145173120.0
2020-03-16,B,UNO,40230.02,11826225083.0
2020-03-17,B,CAPITAL,37589.13,3946407262431.0
2020-03-17,B,CUPRUM,39069.97,3424126075148.0
2020-03-17,B,HABITAT,39850.42,5281988648171.0
2020-03-17,B,MODELO,37184.47,2881982002824.0
2020-03-17,B,PLANVITAL,37190.94,1511618329019.0
2020-03-17,B,PROVIDA,37119.66,4803223329313.0
2020-03-17,B,UNO,38496.24,11425822079.0
2020-03-18,B,CAPITAL,37675.74,3920783205828.0
2020-03-18,B,CUPRUM,39171.98,3409196642987.0
2020-03-18,B,HABITAT,39936.51,5268531403661.0
2020-03-18,B,MODELO,37382.07,2892516543399.0
2020-03-18,B,PLANVITAL,37286.56,1514014686873.0
2020-03-18,B,PROVIDA,37174.86,4794252965814.0
2020-03-18,B,UNO,38644.9,11407912721.0
2020-03-19,B,CAPITAL,36293.35,3756473099195.0
2020-03-19,B,CUPRUM,37791.92,3271871079860.0
2020-03-19,B,HABITAT,38493.61,5057042000971.0
2020-03-19,B,MODELO,35949.46,2777230184478.0
2020-03-19,B,PLANVITAL,35936.33,1458149016410.0
2020-03-19,B,PROVIDA,35781.8,4597033601120.0
2020-03-19,B,UNO,37229.7,11003554718.0
2020-03-20,B,CAPITAL,36035.36,3688777152059.0
2020-03-20,B,CUPRUM,37415.37,3202553670132.0
2020-03-20,B,HABITAT,38207.42,4990938569136.0
2020-03-20,B,MODELO,35659.47,2743965181748.0
2020-03-20,B,PLANVITAL,35614.26,1443509328147.0
2020-03-20,B,PROVIDA,35461.24,4537913791170.0
2020-03-20,B,UNO,36823.17,10819356471.0
2020-03-21,B,CAPITAL,36035.36,3688777152059.0
2020-03-21,B,CUPRUM,37415.37,3202553670132.0
2020-03-21,B,HABITAT,38207.42,4990938569136.0
2020-03-21,B,MODELO,35659.47,2743965181748.0
